K5T6.PV;K5F5.PV;K5F6X.PV;K5T17.PV
169.1175;32.45656;27.38183;126.1844
169.1175;33.26015;26.27584;132.9588
169.1163;32.2779;26.80146;130.9825
169.1163;32.73529;27.59591;126.0281
169.1162;32.04879;27.43074;126.1519
169.1162;32.789;27.49366;125.98
169.1162;33.08911;27.82966;124.8919
169.115;31.93763;27.85826;125.0831
169.1138;33.12033;26.67961;129.085
169.1138;31.90322;27.38915;125.9356
169.1125;31.94287;26.64582;130.7225
169.1125;32.71502;27.52415;126.0769
169.1125;33.27245;27.77242;124.8275
169.1125;32.01407;27.79831;124.9019
169.1125;33.48215;27.94335;124.5956
169.1113;33.30124;27.64008;129.2469
169.1113;32.71237;26.93635;131.1206
169.1113;32.7996;26.85849;131.1113
169.1113;32.80601;26.81944;131.0456
169.11;32.65069;27.0605;130.0681
169.11;32.08555;27.38155;126.1256
169.11;32.73107;27.57377;125.965
169.1087;32.27536;26.89439;132.5394
169.1087;32.7035;27.58152;125.9625
169.1087;32.71903;27.52756;126.0944
169.1062;32.75306;27.61545;126.0094
169.1062;32.6721;27.48487;126.1069
169.105;33.36894;26.98321;130.5475
169.105;31.41011;26.73625;131.4462
169.105;32.61082;27.45829;126.1344
169.1037;32.62798;27.56775;126.1106
169.1025;34.0696;29.84602;128.9463
169.1025;31.91097;27.81341;124.9594
169.1025;31.90756;27.48192;125.8812
169.1013;32.05716;27.36032;126.1644
169.1013;33.42987;27.72926;124.8125
169.1012;33.01341;26.97759;130.6212
169.1;32.94345;26.99262;132.1363
169.1;31.85665;27.00279;130.9744
169.1;32.74129;27.51404;125.95
169.1;33.41569;27.64829;124.8162
169.0988;33.77339;26.65931;132.5837
169.0988;31.89751;26.98967;130.9538
169.0975;32.34673;26.8163;132.1687
169.0975;32.25716;26.89601;132.5044
169.0975;33.2744;27.51955;126.4375
169.0975;33.2551;27.83833;124.925
169.0975;31.82329;28.0963;126.5675
169.0963;33.54515;27.66786;129.235
169.0963;32.96113;26.99142;132.0938
169.0963;31.47259;26.89307;131.3944
169.095;36.56179;29.61146;129.1375
169.095;31.17486;26.6178;130.645
169.095;32.08895;27.81732;125.0806
169.095;31.90892;27.73599;124.9531
169.0925;32.06492;27.07953;132.7712
169.0912;31.22988;26.84162;130.6169
169.0912;32.51814;27.33236;126.1294
169.09;33.15392;27.6145;130.9981
169.09;31.63258;26.54792;132.7144
169.09;31.47182;27.05503;130.4975
169.09;32.65716;26.83099;131.1125
169.09;32.6175;27.50958;125.9319
169.09;33.2085;27.93985;124.6137
169.0887;32.75882;27.03932;130.0812
169.0875;32.45476;27.10327;130.5863
169.0875;32.22527;27.73063;124.8512
169.0875;31.94831;27.56402;124.8462
169.0862;32.82317;26.78194;131.1031
169.0862;32.9963;27.48698;126.4262
169.085;32.828;26.85853;131.0631
169.085;32.53757;27.31114;126.1712
169.085;31.78924;27.44624;125.9731
169.085;33.27827;28.9442;124.8187
169.0838;33.01034;26.56326;132.7238
169.0838;31.91689;26.55235;130.6825
169.0838;31.63532;26.97565;130.7563
169.0838;32.12404;27.34186;126.1075
169.0812;33.12952;27.83286;124.9131
169.08;33.05372;26.89185;130.6306
169.08;31.67854;26.79546;130.0981
169.0788;32.19283;27.15879;132.685
169.0788;32.4581;27.04719;131.1575
169.0775;35.43158;29.53855;131.4469
169.0775;31.6799;26.66984;132.7269
169.0775;33.02488;26.93795;130.5031
169.0775;31.50977;27.131;130.4719
169.0775;33.45988;27.87232;124.6288
169.0775;33.14819;27.79214;124.6231
169.0762;35.58686;28.17979;131.05
169.0762;32.37128;26.68296;130.9637
169.0762;32.92271;26.91253;130.9594
169.075;31.61486;26.5877;132.7275
169.075;32.064;27.37441;126.045
169.075;32.57446;27.46911;125.9531
169.075;32.65186;27.60457;125.9206
169.075;32.67299;27.43788;125.9494
169.0737;32.63982;27.52711;129.9119
169.0737;32.10546;27.46058;126.0062
169.0725;32.63202;26.99517;131.1175
169.0712;33.77427;27.29441;131.075
169.07;33.48378;27.12147;132.3737
169.07;33.12054;27.76818;124.8969
169.0688;32.72858;27.86043;129.5781
169.0688;31.55429;26.52364;132.7225
169.0675;33.13107;26.94694;132.4456
169.0675;31.40315;26.89696;131.3256
169.0663;34.52378;28.09212;125.0269
169.065;33.77211;29.7521;128.945
169.065;33.93642;26.23556;132.9031
169.0638;32.92604;26.9204;131.02
169.0638;33.19337;26.78904;129.0213
169.0625;32.12967;27.48224;126.0494
169.0625;33.26102;27.85812;124.9069
169.0612;33.79043;26.77044;132.5619
169.06;31.68381;26.50369;132.6706
169.06;33.18238;26.55651;132.7188
169.06;32.32795;26.85722;131.0081
169.0587;32.72374;26.93865;131.1131
169.0575;32.05971;27.19297;132.7806
169.0575;31.93376;27.76825;124.9912
169.0575;33.32629;27.87562;124.5875
169.0562;32.63603;26.77536;131.0994
169.055;31.09591;26.6016;133.0569
169.055;33.05063;26.97753;132.4581
169.055;31.67806;27.04947;130.745
169.055;32.96065;27.00594;130.9837
169.055;33.11174;26.70956;130.8163
169.055;35.32488;28.05418;129.1487
169.0525;31.42578;26.84926;131.2856
169.0513;33.08099;26.49608;132.6825
169.0513;33.36234;28.01657;124.5994
169.05;32.10389;27.38879;131.6094
169.05;33.06289;26.92418;130.6019
169.05;33.22312;27.89213;124.9563
169.0488;32.59723;27.71637;129.9438
169.0475;33.07725;26.98363;132.4775
169.0475;31.93923;26.69976;130.6525
169.0462;32.87872;26.85071;131.0444
169.0462;32.89699;26.94503;131.0087
169.045;33.46115;26.95284;130.23
169.045;33.2065;27.93847;124.9563
169.0438;31.93332;26.65608;130.94
169.0437;33.80267;29.6227;128.9194
169.0437;33.76157;26.63207;132.5225
169.0437;33.37405;27.86574;124.6069
169.0425;31.61;26.45067;132.705
169.0425;32.96595;26.90206;132.4581
169.0425;32.69659;27.43382;129.8788
169.0413;33.3163;27.75451;124.6462
169.04;33.1293;27.60512;130.9794
169.04;32.97528;26.91628;132.0837
169.04;31.92281;26.71493;130.6575
169.04;32.78335;26.85228;130.9844
169.04;33.2385;26.87976;129.0013
169.04;32.05173;27.90127;124.9287
169.04;32.1988;27.85317;124.945
169.04;33.33268;28.99113;124.7906
169.0388;31.79609;26.80087;130.8881
169.0387;31.31059;26.95923;131.0075
169.0375;32.97086;26.51016;132.7419
169.0375;33.35132;27.14674;132.4256
169.0375;33.05587;26.76089;130.7838
169.0363;33.36148;27.24701;125.4281
169.035;32.99821;26.52427;132.7306
169.035;31.99292;26.65052;130.6556
169.035;31.64884;26.63055;129.3825
169.035;32.65586;27.58264;129.9
169.0313;33.31759;27.92658;124.5975
169.03;32.61997;26.88113;131.1106
169.03;32.42987;27.11724;130.6094
169.0275;33.23325;27.88878;124.6194
169.0275;33.22448;27.72414;124.615
169.0262;33.44966;27.00068;132.3444
169.0262;31.18744;26.64601;130.5906
169.025;33.03544;27.09388;132.4281
169.025;33.08627;26.86871;130.445
169.025;31.41522;26.9198;131.2437
169.025;35.85423;27.19034;125.5169
169.0225;31.80981;27.01897;131.1831
169.0213;33.45483;26.98001;132.3125
169.02;34.40939;27.57749;129.2075
169.0188;32.23228;27.08082;132.4969
169.0188;31.15986;26.58524;130.5825
169.0187;32.05944;27.48845;125.9819
169.0175;33.00283;26.85355;132.0462
169.0175;31.72615;26.96386;130.7725
169.0175;32.64687;27.0422;130.0938
169.0163;31.12435;26.66937;130.6431
169.015;31.88544;26.94028;130.9562
169.0137;33.32898;26.26851;132.81
169.0125;32.98475;26.93456;132.2388
169.0125;32.84798;27.55301;126.3463
169.0112;33.22339;27.9054;124.9275
169.01;32.61707;27.40603;125.9812
169.0075;33.90153;27.06231;132.6225
169.0075;31.31038;26.87498;131.0163
169.0075;32.72784;27.0782;130.6331
169.0063;33.32438;27.81699;124.5863
169.0062;31.36536;26.80743;131.1744
169.005;33.31978;27.95575;124.6006
169.0038;31.61348;26.38385;132.6981
169.0025;32.28012;26.63846;132.1475
169.0025;32.66544;27.5209;125.9519
169.0013;33.66419;27.4136;131.0612
169.0013;32.75812;27.47279;129.8694
168.9987;32.06878;27.32373;131.5262
168.9962;32.16571;27.1773;132.6469
168.9962;33.73526;26.62372;132.4819
168.9937;31.3742;26.87455;131.1281
168.9925;32.27295;26.76079;132.1263
168.9913;33.07482;26.93345;130.3975
168.9913;31.78833;26.819;130.9431
168.99;31.99269;27.0843;132.4731
168.99;32.61082;27.37559;125.9456
168.9888;32.25175;27.08331;132.5056
168.9888;32.68724;27.32135;125.9919
168.9887;32.62088;26.79;131.0675
168.9875;32.07285;26.8512;132.4512
168.9875;31.76516;26.8737;131.1444
168.9875;31.66812;26.77704;129.3913
168.9863;31.25553;27.03513;132.6
168.9863;33.0365;26.87969;132.0462
168.9863;32.32946;28.41095;129.1131
168.985;31.99178;27.47368;131.4906
168.9837;32.31911;27.87142;129.5813
168.9837;35.57357;28.04818;130.9875
168.9837;34.05844;26.89819;131.3131
168.9837;32.94525;26.809;130.9413
168.9813;32.71194;27.43004;129.8638
168.98;31.75398;26.85509;130.0925
168.9787;33.91976;26.22782;132.84
168.9763;31.66175;26.64605;132.66
168.9762;33.07569;26.5811;130.7375
168.975;33.06052;26.53677;132.6362
168.975;31.74021;26.80402;130.8769
168.9725;34.4776;27.56856;129.1975
168.9725;32.96314;27.01027;132.2
168.9725;31.70604;26.88878;130.8231
168.9713;32.91674;26.99962;132.2044
168.9713;33.05101;26.84703;130.5994
168.9713;31.88794;26.95033;130.9419
168.9713;33.19952;26.91906;128.9381
168.97;31.71433;27.00838;130.7919
168.9688;32.91831;27.04047;130.6387
168.9688;31.84526;26.69444;130.0844
168.9662;34.0595;26.9436;131.2131
168.965;31.89181;26.95334;130.9125
168.9625;36.51854;29.58405;129.1606
168.9625;33.52347;26.99891;132.2931
168.9625;31.81002;28.20297;126.5256
168.9613;32.65319;27.08403;130.0819
168.96;34.10645;26.89673;131.3319
168.96;31.91143;26.79576;130.8669
168.96;32.61173;27.25175;130.8144
168.96;33.1012;26.66335;130.6962
168.96;31.18476;26.77188;129.3769
168.9588;32.67256;27.26579;130.8281
168.9575;31.98359;26.73257;130.6437
168.9563;31.74253;26.86995;130.8006
168.9563;32.17339;27.43238;125.9263
168.955;32.28434;26.74283;132.0794
168.955;31.83602;26.88457;130.9294
168.9538;31.89726;26.73013;130.9
168.9525;34.1154;26.89466;131.2869
168.9525;32.56421;26.82147;131.0225
168.9525;32.90042;26.78362;130.9275
168.9512;31.90685;27.06247;132.4587
168.9512;33.45595;26.99467;132.2344
168.9512;31.31757;26.88453;131.0375
168.95;33.63744;27.31079;131.05
168.95;31.6991;26.72201;132.6356
168.95;32.00355;26.65406;130.6456
168.9487;33.08691;26.95536;132.2175
168.9487;32.13741;27.42578;125.9494
168.9463;33.15194;27.67399;130.9688
168.9463;31.70216;26.89804;130.8244
168.9462;31.83695;26.90376;132.17
168.9438;33.56543;26.95236;131.1269
168.9438;32.84441;27.51175;126.3337
168.9437;32.08415;26.89108;132.41
168.9437;31.36328;26.94154;131.0938
168.9437;32.84222;27.34651;129.8456
168.9425;31.55465;26.92832;132.095
168.9425;33.48893;28.15026;124.9444
168.9413;33.92208;27.08278;132.5737
168.9413;34.54802;28.0467;125.0088
168.94;34.76613;29.52108;131.4056
168.94;31.23315;26.65439;130.5688
168.9388;33.06713;26.77655;130.6687
168.9375;33.03475;26.89109;132.1856
168.9375;32.07784;27.19459;132.7769
168.9375;33.03501;26.96317;132.0338
168.9375;32.07443;26.60854;130.655
168.9362;33.02906;26.55997;132.6056
168.9362;31.89818;26.76925;132.1844
168.935;32.68212;27.37313;125.9987
168.9313;32.93776;26.78486;130.9012
168.9312;31.72922;26.87207;130.8556
168.93;32.01475;26.69263;130.6606
168.93;33.08627;26.80916;130.5944
168.93;31.81851;26.70267;130.0737
168.9288;31.51805;26.87556;130.9594
168.9288;31.14334;26.70854;130.6481
168.9275;31.46843;27.02086;130.4481
168.9275;33.36081;27.22075;125.3737
168.9263;31.534;27.02474;130.4194
168.9238;35.24859;27.9803;129.1331
168.9225;33.16648;26.93222;130.2138
168.9212;32.67407;27.11614;130.0931
168.92;32.23953;26.60982;132.0694
168.92;32.93951;26.76446;132.1438
168.9187;31.24595;26.79623;130.5775
168.9175;32.53384;26.78069;132.1888
168.9175;32.65898;27.03253;130.1156
168.9175;34.20042;28.03225;124.9531
168.9162;32.67388;27.07825;130.0981
168.915;31.1071;26.79777;129.3975
168.915;33.55104;28.22193;124.955
168.9138;32.98188;26.74598;130.8444
168.9138;33.29622;26.21495;132.6656
168.9137;31.05964;26.66022;133.0112
168.9125;32.81629;27.35842;129.82
168.9125;32.80632;27.47432;129.8419
168.91;33.64131;27.27958;131.0544
168.9088;31.60128;26.83425;132.6337
168.9088;31.89863;26.87649;130.8894
168.9075;31.83535;26.90217;130.8631
168.9075;32.15847;27.4523;125.8919
168.9075;33.5174;28.20275;124.955
168.9063;32.06174;27.5146;131.4325
168.9037;33.37346;27.26329;125.3569
168.9025;32.9713;26.93777;130.655
168.9013;31.71525;27.88039;129.5869
168.9012;31.92143;27.12021;132.4175
168.9;34.47869;27.59616;129.1481
168.9;33.78741;29.49991;128.9125
168.9;31.90434;26.90717;132.1656
168.9;31.23896;26.9083;131.1563
168.9;33.47726;28.15628;124.9163
168.9;33.54669;28.2927;124.9737
168.8987;33.0092;26.52121;132.5781
168.8975;32.80033;27.53218;126.2663
168.8963;32.11272;27.11575;132.7787
168.8963;32.85458;26.93071;131.3544
168.8963;33.66339;28.40743;124.9731
168.895;32.66365;27.19127;130.8244
168.8938;32.11794;27.16793;132.7806
168.8937;33.46532;28.21432;124.9088
168.8925;33.70613;27.15544;131.0719
168.8925;33.76932;26.59605;132.4294
168.8925;31.46079;26.77876;130.9238
168.8925;32.7404;27.38327;126.2188
168.8925;32.68369;27.37633;125.9938
168.8913;31.92236;27.12455;132.4044
168.89;32.92137;26.78663;130.795
168.89;31.78947;26.72996;130.0981
168.89;33.63376;28.42746;124.9788
168.8875;32.30664;26.73917;130.63
168.8875;33.61017;28.37909;124.96
168.8875;33.08097;26.16145;132.5313
168.8862;32.15981;26.77036;131.9856
168.8862;33.91633;26.98546;132.5506
168.8862;33.18943;26.97489;128.9225
168.8862;33.61626;28.41158;124.9562
168.885;31.84823;26.81831;130.8469
168.885;32.72258;27.19028;130.8369
168.885;32.75462;27.22587;130.8237
168.8837;33.0482;26.98655;132.0238
168.8825;32.21971;26.56557;132.0513
168.8825;31.85736;26.83682;132.1169
168.8825;32.14286;27.04253;131.4019
168.8813;36.63995;29.56349;129.2044
168.8813;33.10252;26.77434;130.5794
168.88;33.17476;27.6322;130.9344
168.8763;32.10268;27.45412;131.3788
168.8737;31.73543;27.8838;129.5694
168.8725;32.66477;27.01299;130.1163
168.8712;33.11919;26.94799;130.5756
168.87;31.57526;26.8738;131.9825
168.87;31.56618;27.03916;132.0688
168.87;31.54988;27.0298;132.0887
168.87;33.07734;26.91562;130.3725
168.8688;32.93241;26.74204;130.8356
168.8687;32.8163;27.48975;126.2431
168.8687;32.74881;27.45511;126.075
168.8675;31.07034;26.66001;130.6269
168.8675;32.6661;27.37885;126.0331
168.8662;33.10693;26.86072;130.9438
168.8662;32.6612;27.44508;126.0494
168.865;32.69317;27.47532;126.1063
168.865;32.62846;27.39835;126.0544
168.8638;32.01245;26.59975;130.6181
168.8638;31.49499;26.89655;130.8156
168.8638;32.73009;27.2439;126.1763
168.8625;33.54977;26.91673;130.4937
168.8625;32.28533;26.74332;130.6444
168.8625;32.79851;27.18188;130.8319
168.8613;32.64873;27.29072;130.7969
168.8613;32.03783;27.4825;125.86
168.8613;33.58412;28.45509;124.9662
168.86;33.3558;26.68921;132.3994
168.8575;31.2969;26.98115;132.5475
168.8575;32.68699;27.01458;130.155
168.8575;33.28682;29.02205;124.7881
168.8562;35.63404;28.00863;130.975
168.8562;33.14004;26.90642;131.07
168.8562;33.02263;26.77378;130.6131
168.855;33.55822;26.99205;130.5944
168.855;33.49659;26.87647;132.175
168.855;31.53931;26.76142;130.8625
168.855;31.52593;26.74451;130.5819
168.8513;32.33239;26.97856;130.7538
168.8512;32.82667;26.92271;131.2863
168.85;32.22015;26.76919;132.0119
168.85;32.00345;27.05693;132.4375
168.85;31.14849;26.64655;130.6294
168.85;32.69738;27.37459;126.2075
168.8488;31.56882;26.82193;132.6025
168.8488;33.3538;27.36557;125.3075
168.8475;32.98254;26.8439;132.1269
168.8463;33.88458;26.3175;132.7506
168.8463;33.73916;28.44775;124.9656
168.845;33.30276;27.6118;130.1756
168.845;32.37006;26.4672;132.5494
168.845;32.14761;26.74206;130.5938
168.8438;33.34358;27.75949;130.1906
168.8438;33.51199;26.90792;132.21
168.8425;32.87896;26.9829;130.3494
168.8425;32.55151;27.37109;130.7719
168.8412;32.89975;27.12911;132.2162
168.8412;33.03082;26.87093;130.2075
168.8412;32.91191;26.93527;130.655
168.84;33.75061;27.59289;130.1681
168.84;31.58241;26.96543;132.0125
168.8387;32.18198;26.76697;130.6169
168.8387;31.21592;26.83975;131.1313
168.8375;34.3559;27.48332;129.1125
168.8375;31.58331;27.01018;132.395
168.8362;32.41237;26.72164;130.6331
168.8362;32.66344;27.2837;130.7937
168.835;32.12741;26.95085;131.4075
168.835;32.87447;27.06787;130.3294
168.8338;33.74193;27.62389;130.1194
168.8338;31.89751;27.01148;132.3456
168.8338;33.76628;27.19972;131.9937
168.8338;31.09911;26.81286;129.3944
168.8325;33.5972;26.94096;130.5387
168.8325;32.09575;26.7098;131.9375
168.8325;32.06689;26.55359;130.645
168.8313;31.74162;27.08282;131.925
168.8313;31.60447;26.9795;132.05
168.8313;33.04159;26.77136;130.5625
168.8313;32.73769;27.47917;126.0725
168.8313;33.1383;28.0048;124.8813
168.8312;32.81406;27.40727;129.8306
168.8312;32.19077;27.33903;125.7738
168.8275;32.7288;27.48651;126.1194
168.8262;31.60101;26.92342;132.015
168.8262;33.78289;28.37174;125.0025
168.825;32.85748;26.87941;131.2444
168.825;31.16412;26.77435;129.4231
168.8237;33.30555;27.79022;130.2081
168.8237;31.86351;26.68866;130.1113
168.8237;33.68345;28.47228;124.9844
168.8225;31.87128;27.01925;132.4
168.8225;32.86967;26.92019;130.675
168.8213;32.92361;27.1841;132.1706
168.82;32.0715;27.43878;125.8238
168.82;33.76932;28.40334;124.9781
168.8188;33.89356;29.39082;128.9431
168.8188;31.48341;26.82446;130.4
168.8188;32.89709;28.11668;124.8569
168.8187;32.32335;27.55758;131.3525
168.8175;33.68428;27.67298;130.0087
168.8175;32.10096;26.73643;131.9681
168.8175;34.18229;28.0411;124.9081
168.815;36.66484;29.52964;129.2306
168.815;32.7084;27.56033;126.1387
168.815;32.98233;28.01433;124.8087
168.8138;33.02584;27.2924;132.0556
168.8125;33.55257;26.99849;130.4487
168.8125;32.70551;27.33144;126.1444
168.8112;33.6679;27.07505;130.5794
168.8112;35.69727;27.95029;130.9356
168.8112;33.05899;27.08766;132.0063
168.8112;32.1243;26.86603;131.4019
168.8112;32.77193;27.19393;130.8412
168.81;32.32879;26.98034;130.6987
168.8087;32.83445;26.89987;131.2863
168.8087;31.7228;27.0407;130.7344
168.8087;32.9424;28.01001;124.7931
168.8075;31.75577;27.88947;129.5688
168.8075;31.76366;27.24823;130.7538
168.8063;32.02968;28.33916;129.0131
168.8062;33.31064;27.74649;130.265
168.8062;33.63506;27.53027;130.0838
168.8062;32.87918;27.29694;132.1237
168.8062;33.14994;26.91537;131.1631
168.8062;35.2323;28.13927;129.1313
168.805;33.68649;27.50657;130.1063
168.805;33.12767;26.97248;131.2094
168.805;32.70016;27.42888;126.1338
168.8037;31.86529;27.04192;130.8106
168.8037;32.26996;26.8745;130.7137
168.8037;32.91738;28.1293;124.8206
168.8025;30.55211;26.71211;132.9462
168.8025;32.26681;26.68462;130.6413
168.8025;32.08465;27.40281;125.7438
168.8025;32.72462;27.32425;126.1481
168.8013;32.97658;26.82017;132.105
168.8;31.67554;26.9954;131.925
168.8;32.80961;27.31731;132.0775
168.8;32.28782;26.88505;130.6644
168.7988;33.49313;26.97365;130.3906
168.7988;31.79948;26.76008;130.8225
168.7988;33.04028;26.68737;130.1831
168.7975;33.63853;27.46938;130.0612
168.7975;32.33914;26.82758;130.6681
168.7962;31.67164;27.01752;131.9294
168.795;32.71724;27.35407;126.155
168.7937;34.45657;27.5462;129.0338
168.7937;31.64338;26.90462;131.955
168.7937;32.1254;27.04193;132.7819
168.7937;32.06647;26.74784;130.6306
168.7925;32.06873;26.59815;130.6456
168.7912;32.95498;27.03645;130.5381
168.79;33.76953;27.05118;132.5169
168.79;31.90504;27.00286;130.8106
168.79;33.09593;26.14123;132.3769
168.7888;35.90755;27.14088;125.4287
168.7875;33.6448;27.64355;130.0431
168.7875;32.31529;26.86325;130.6775
168.7863;31.8233;28.1084;126.4706
168.7862;32.63026;27.042;131.99
168.7862;33.21659;26.97251;128.8931
168.785;32.68481;27.3005;126.1725
168.7838;32.842;27.09703;132.2637
168.7838;32.66831;26.96443;130.1588
168.7838;31.15829;26.6647;130.6519
168.7825;31.99428;26.90381;131.9438
168.7825;31.74867;26.99904;131.9362
168.7825;32.96311;27.94427;124.7319
168.7813;33.4516;26.95848;130.3225
168.7813;33.47356;26.90424;132.1263
168.7813;32.93687;27.91389;124.7431
168.78;32.30786;27.02034;131.9744
168.7787;31.50327;26.88889;132.595
168.7775;32.80277;27.2293;130.83
168.7775;31.20799;26.85793;131.1163
168.7762;32.82249;28.0191;124.84
168.775;33.20981;26.81446;132.4325
168.775;32.73262;27.36324;126.1544
168.7725;33.19138;26.84876;130.8919
168.7713;33.10668;26.71666;132.3394
168.77;32.2337;27.50334;131.2937
168.77;32.83088;27.47806;129.8019
168.7688;31.31246;27.01217;132.4969
168.7688;32.1286;27.03397;131.4406
168.7688;31.52958;26.89495;130.7813
168.7675;31.27836;27.15422;132.4575
168.7675;32.87406;26.94276;131.3244
168.7675;31.83656;26.7024;130.1425
168.765;33.32679;27.79081;130.2419
168.765;33.86396;29.32383;128.925
168.7637;33.35494;27.38044;125.2619
168.7625;32.69371;27.48294;126.1456
168.7625;32.75324;27.43579;126.1181
168.7612;33.89528;29.31422;128.9312
168.76;31.47025;26.93653;130.3794
168.76;32.7286;27.62223;126.1556
168.7588;31.68173;27.06007;130.705
168.7587;33.76202;28.0411;124.8913
168.7575;32.77104;27.12651;132.2744
168.7563;32.92009;28.03218;124.6306
168.7562;31.71729;26.86969;130.7075
168.755;32.23684;27.20597;131.0675
168.755;33.0178;27.90283;124.6144
168.755;32.8869;28.02868;124.6931
168.7538;33.13393;27.68211;130.9
168.7538;33.14358;26.90832;130.8375
168.7538;31.15734;26.88929;131.1156
168.7538;31.85735;26.72906;130.1594
168.7525;33.19843;27.08341;130.5769
168.7525;31.94195;27.0245;132.33
168.7513;33.04072;27.93347;124.5531
168.75;32.69416;27.09029;132.34
168.75;32.13743;26.69608;130.6481
168.75;32.09529;26.75495;130.6475
168.75;32.64316;26.90955;130.1812
168.75;32.95783;26.93199;130.6588
168.75;32.94436;28.14322;124.6537
168.7487;33.52412;27.04672;130.2587
168.7487;32.1406;27.08038;132.7863
168.7487;31.84502;27.03108;130.7906
168.7487;32.90569;28.03062;124.61
168.7475;35.44925;28.07329;130.9131
168.7475;32.1415;26.64729;130.66
168.7475;32.69684;26.7354;130.1788
168.7462;32.45881;27.18892;131.0663
168.7462;33.79472;28.33121;124.985
168.745;31.64614;27.0843;131.9356
168.7437;31.49522;26.75275;130.7319
168.7425;32.92141;26.86547;131.3537
168.7425;31.86284;26.7259;130.1981
168.7413;31.98017;26.98145;131.4337
168.7413;32.88714;27.05213;130.31
168.7413;33.03501;26.65209;130.5688
168.7412;31.82057;26.50502;130.275
168.7412;33.01999;27.97034;124.55
168.74;33.0803;26.65857;132.3169
168.7388;31.28853;26.78486;130.7931
168.7375;31.43904;26.91983;132.5625
168.7375;33.05698;26.81645;130.605
168.7375;31.82721;26.59394;130.2769
168.7363;33.97253;29.36472;131.3644
168.735;32.29795;27.36454;131.2406
168.735;32.67257;26.75502;130.4088
168.735;34.27985;28.328;124.9956
168.7325;31.81756;26.69549;130.2175
168.7325;32.84806;27.50501;129.8125
168.73;33.57426;27.09218;130.2119
168.73;33.80654;27.2378;131.9569
168.7275;33.20237;26.8322;132.4744
168.7275;32.82067;27.25952;130.8175
168.7262;33.64286;27.71618;129.9894
168.7262;33.22682;28.94147;124.75
168.725;32.25217;27.18562;131.0875
168.725;32.6897;27.07332;132.3212
168.725;32.29863;26.86704;130.685
168.725;32.85612;26.88757;131.3406
168.725;33.1572;26.73279;131.1225
168.7225;32.94836;26.75213;132.0756
168.7213;32.89043;26.95212;130.6512
168.72;31.60471;27.17109;132.3544
168.72;31.5432;27.07314;132.3969
168.72;31.77617;26.58068;130.2462
168.7188;33.12713;26.83774;131.0975
168.7188;33.18701;28.14936;124.3744
168.7175;32.69548;26.71529;130.3944
168.7162;33.83212;26.90641;132.4875
168.7138;31.75627;26.58806;130.265
168.7137;33.15499;26.88112;132.4138
168.7125;33.21047;26.94253;132.5694
168.7125;31.20753;26.62464;129.4319
168.7125;32.10595;27.48508;125.7087
168.7125;32.87627;28.01144;124.6756
168.7112;33.21396;26.79365;132.3488
168.71;33.8377;27.23325;131.9356
168.71;33.08363;27.87647;124.5013
168.7088;31.83338;26.57699;130.15
168.7075;32.25942;26.32719;132.4719
168.7063;32.10934;27.00591;132.7713
168.7063;33.03743;26.60897;130.5788
168.7063;31.16181;26.63549;130.6519
168.7063;32.1288;27.45605;125.66
168.705;32.2379;27.38052;131.1875
168.705;32.29908;27.03783;131.9619
168.7038;31.96248;26.81704;131.3313
168.7025;33.63594;27.75436;129.9375
168.7025;33.79516;27.22421;131.8994
168.7012;31.8089;27.654;129.5656
168.7012;34.45568;27.56092;128.9888
168.7012;31.23781;26.588;129.445
168.7012;33.17428;28.05068;124.8494
168.7;33.82614;26.36869;132.6806
168.7;32.66766;26.91059;130.1588
168.7;31.86857;26.7352;130.3481
168.7;32.66945;26.7596;130.3725
168.6975;32.2513;27.1803;131.06
168.6975;32.66142;26.77216;130.4037
168.6963;33.08759;27.95813;124.4888
168.695;31.80251;27.16665;130.575
168.695;33.13038;27.80869;130.8644
168.695;33.14908;26.73617;130.7944
168.695;32.96865;26.86792;130.5063
168.695;32.59605;26.78535;130.2188
168.6938;31.51;26.79406;130.6844
168.6938;31.82146;26.76485;131.3112
168.6938;31.7207;26.76898;130.3175
168.6938;31.24711;26.69633;129.4944
168.6937;33.24615;26.88457;132.5556
168.6925;31.30294;26.84193;130.6956
168.6913;32.85859;27.00926;130.3013
168.6913;33.05474;26.90425;130.4713
168.6913;31.80869;26.55688;130.2894
168.6913;33.08379;27.89657;124.4112
168.69;33.32853;27.79251;130.2406
168.69;32.67746;26.83192;130.1794
168.69;31.53697;26.85674;130.6231
168.6888;31.40706;26.93602;130.3562
168.6875;31.39296;26.8984;132.5531
168.6875;32.115;27.04417;132.75
168.6875;31.93739;26.79722;130.6025
168.6875;33.34294;27.42198;125.2219
168.6862;33.2085;28.05487;124.4587
168.685;36.67598;29.52763;129.2719
168.685;32.31436;27.24418;131.1225
168.685;31.62611;26.78488;130.3425
168.6837;33.02398;26.73689;132.0425
168.6837;33.19448;26.76387;132.315
168.6825;33.48573;26.91606;132.0931
168.6825;32.81448;27.13923;130.8406
168.68;33.63852;27.66607;129.8925
168.68;31.54273;26.96255;130.69
168.68;35.20275;27.95017;129.1094
168.6788;33.37128;27.42212;125.1975
168.6788;34.29786;28.48197;125.0187
168.6787;33.80076;27.16554;131.82
168.6775;31.8555;27.00117;130.7413
168.6775;32.89643;26.9571;130.6313
168.675;32.81272;27.1482;130.8156
168.675;31.18678;26.9712;131.1125
168.675;32.66965;26.69643;130.41
