K5PS14_1.PV;K5PS14_2.PV;K5T6.PV;K5P10.PV;K5F5.PV;K5T14.PV;K5F6X.PV
4.071431;4.187494;159.85;4.149312;29.33466;346.0181;23.46117
4.070606;4.186575;159.7762;4.150844;29.34633;346.0181;23.47212
4.059338;4.169231;161.1812;4.130031;28.44028;346.0181;23.48154
4.030387;4.146319;160.4037;4.097719;28.19444;346.0181;23.40759
4.033425;4.150594;159.9475;4.108219;28.56456;346.0181;23.22474
4.052588;4.165706;155.7262;4.117312;26.44301;346.0181;22.93309
4.069125;4.184438;159.3175;4.141781;29.06082;346.0163;23.45613
4.08555;4.197019;160.71;4.156938;28.32828;346.0163;23.62019
4.053638;4.166644;155.4675;4.112719;26.26853;346.0163;22.97499
4.046738;4.156519;155.3987;4.113469;27.25866;346.0163;22.78607
4.070325;4.183088;160.035;4.134875;27.42862;346.0162;23.7253
4.0368;4.151756;159.3737;4.112375;28.66623;346.0162;23.31762
4.045763;4.161488;161.1775;4.115593;27.70621;346.0162;23.96528
4.049625;4.162744;159.1738;4.123375;29.04686;346.0162;24.09743
4.045556;4.154156;156.3275;4.100657;25.74354;346.0162;22.90702
4.07265;4.182731;160.1875;4.146594;28.5546;346.0144;23.16985
4.057481;4.16745;160.7625;4.123688;27.70596;346.0144;23.55832
4.046944;4.158919;159.2787;4.117938;27.34152;346.0144;23.04013
4.049212;4.16355;158.9625;4.120281;29.07014;346.0144;24.3899
4.069687;4.188713;158.6263;4.148687;28.88236;346.0125;23.17505
4.070063;4.1856;159.6763;4.149938;29.31058;346.0125;23.38272
4.072875;4.185844;159.7937;4.135781;27.39439;346.0125;23.39691
4.047581;4.157475;159.6712;4.116094;27.74153;346.0125;23.28891
4.037456;4.150387;160.5513;4.114156;28.96562;346.0125;23.22393
4.031644;4.146637;160.1462;4.103719;28.47861;346.0125;23.07356
4.030875;4.147031;160.0063;4.106094;28.45843;346.0125;23.26178
4.053281;4.167;159.5688;4.138906;29.84449;346.0125;24.35718
4.058794;4.173356;156.6613;4.127406;27.67102;346.0125;23.06593
4.049138;4.158694;155.8138;4.112969;26.80035;346.0125;22.77965
4.052794;4.175775;157.5462;4.117594;27.17072;346.0106;23.00113
4.056956;4.176094;158.8363;4.126125;27.82149;346.0106;23.20207
4.049438;4.160756;159.995;4.1095;26.8006;346.0106;23.57469
4.037363;4.150012;161.3638;4.112594;29.11338;346.0106;23.1607
4.072331;4.190625;159.7675;4.151156;29.08914;346.0088;23.26261
4.063444;4.179094;157.6512;4.146656;29.55452;346.0088;24.30794
4.050375;4.165575;154.9975;4.117562;27.2936;346.0088;22.80125
4.046925;4.15875;159.35;4.118563;28.55945;346.0087;23.10306
4.0653;4.18185;161.3412;4.142344;29.65675;346.0069;23.48156
4.072669;4.188862;161.295;4.143844;28.31004;346.0069;23.85698
4.085756;4.197731;160.7188;4.159625;28.3924;346.0069;23.77142
4.078481;4.188769;159.08;4.147344;27.82253;346.0069;23.58874
4.039613;4.150537;158.88;4.100718;26.71282;346.0069;23.27904
4.045181;4.155581;156.0625;4.121562;29.23332;346.0069;22.62327
4.049044;4.158487;155.5963;4.103656;25.42537;346.0069;22.81049
4.043925;4.152525;155.8788;4.106125;27.03519;346.0069;22.59491
4.057181;4.183087;158.0125;4.126469;27.91936;346.005;23.34937
4.070381;4.179132;160.8063;4.14425;29.93138;346.005;23.3026
4.039725;4.152882;158.8575;4.118125;28.73188;346.005;24.4542
4.035956;4.156931;165.1837;4.124375;30.37116;346.005;23.74633
4.056694;4.172269;155.8575;4.114344;25.95313;346.005;22.8593
4.058531;4.183969;158.07;4.127469;27.93657;346.0031;23.31011
4.061981;4.18365;159.5775;4.134156;29.33539;346.0031;23.52864
4.080563;4.191281;159.9813;4.153438;28.75972;346.0031;23.30675
4.057688;4.167375;161.1313;4.131406;28.39702;346.0031;23.35777
4.045256;4.15695;159.6875;4.104094;26.84117;346.0031;23.44594
4.047975;4.160569;160.6;4.114969;27.58572;346.0031;23.68868
4.064944;4.181437;158.1212;4.143343;28.59706;346.0031;23.7954
4.055138;4.174594;155.0775;4.111312;26.07343;346.0031;22.9733
4.054875;4.170938;155.3937;4.127188;28.35344;346.0031;22.75935
4.044844;4.154006;156.005;4.113594;27.69048;346.0031;22.93884
4.0725;4.189987;160.14;4.144969;29.09739;346.0013;23.29303
4.05765;4.177594;158.7675;4.126719;27.81494;345.9994;23.27034
4.061062;4.176394;159.9525;4.132719;28.01091;345.9994;23.28158
4.069687;4.182431;160.5387;4.143562;28.86045;345.9994;23.58376
4.080675;4.190269;159.2137;4.143844;27.81549;345.9994;23.51468
4.054144;4.166963;155.7012;4.132281;29.1446;345.9994;22.83104
4.058662;4.180893;157.605;4.124781;27.40238;345.9975;23.45291
4.073062;4.190419;159.8587;4.153125;29.13339;345.9975;23.41242
4.092619;4.202044;160.545;4.176343;30.06039;345.9975;23.52246
4.041469;4.154325;159.48;4.103562;26.71495;345.9975;23.42016
4.037644;4.150912;160.4575;4.107687;28.98571;345.9975;23.3586
4.052025;4.162725;156.395;4.111844;26.75636;345.9975;23.02874
4.078875;4.188956;159.5725;4.144125;27.63918;345.9956;23.58136
4.081106;4.19115;159.4238;4.150625;27.83012;345.9956;23.71731
4.034606;4.151981;159.8062;4.10625;28.63346;345.9956;23.38008
4.04955;4.163306;159.2088;4.119437;29.10555;345.9956;24.1174
4.069031;4.184887;159.5025;4.147875;29.29342;345.9937;23.38671
4.07925;4.190325;159.5975;4.147563;27.7204;345.9937;23.33657
4.055325;4.165838;161.0025;4.121156;27.47923;345.9937;23.68214
4.059937;4.1823;157.675;4.125062;27.40715;345.9919;23.39143
4.069706;4.183406;161.2663;4.149594;29.51981;345.9919;23.56389
4.085175;4.195781;161.0313;4.163875;29.2756;345.9919;23.35953
4.078144;4.189444;160.3288;4.155656;28.95601;345.9919;23.01597
4.079587;4.189256;159.655;4.149031;27.80058;345.9919;23.69786
4.036725;4.149319;160.8975;4.112031;29.03181;345.9919;23.17604
4.031231;4.148756;160.3587;4.100125;27.48322;345.9919;23.32479
4.03425;4.151344;159.605;4.100719;27.01635;345.9919;23.67787
4.052719;4.172606;154.2925;4.108281;26.09602;345.9919;22.5735
4.053806;4.166869;155.59;4.111125;26.30009;345.9919;22.94566
4.052756;4.166156;155.8587;4.116562;26.85925;345.9919;22.87448
4.057706;4.166663;157.325;4.1175;26.71196;345.9919;23.02651
4.058494;4.184025;157.9413;4.1285;27.91595;345.99;23.37384
4.057819;4.18305;157.9;4.129313;27.93813;345.99;23.40375
4.033894;4.146975;161.42;4.111156;29.10741;345.99;23.2793
4.048425;4.162162;159.0862;4.125844;29.07291;345.99;24.13894
4.046625;4.158487;154.8925;4.106719;26.48831;345.99;22.95279
4.046119;4.1565;156.2025;4.123063;29.26815;345.99;22.65342
4.048762;4.158338;155.8425;4.112937;27.38111;345.99;22.68914
4.085156;4.195632;161.07;4.155875;28.58873;345.9881;23.46096
4.06905;4.177481;159.1263;4.141937;28.62103;345.9881;23.22919
4.038581;4.1517;161.2563;4.115375;29.09541;345.9881;23.23856
4.048687;4.163363;154.1025;4.11075;27.001;345.9881;22.37327
4.061963;4.1829;158.9563;4.136656;29.67736;345.9863;23.10885
4.068412;4.181456;160.3638;4.134;27.79822;345.9863;23.72403
4.073475;4.191094;159.495;4.148781;28.91987;345.9862;23.41657
4.056562;4.166494;160.6812;4.124938;27.72066;345.9862;23.63956
4.058456;4.168069;161.0125;4.129219;29.02758;345.9862;23.95481
4.053338;4.163063;157.5912;4.118281;27.53145;345.9862;23.06616
4.087237;4.197619;160.8125;4.164187;29.3463;345.9844;23.57713
4.060969;4.170187;159.8313;4.134313;28.50924;345.9844;23.45513
4.061175;4.171575;160.9025;4.134812;28.39051;345.9844;23.40495
4.046213;4.158075;159.3575;4.117125;28.21248;345.9844;23.16514
4.048856;4.159425;161.1662;4.132625;29.32575;345.9825;23.63982
4.041862;4.152919;158.9275;4.103094;26.69947;345.9825;23.47769
4.046944;4.15875;159.8388;4.11275;26.8459;345.9825;23.459
4.069762;4.188075;159.2375;4.152437;29.50619;345.9825;24.37383
4.074975;4.192444;160.3387;4.149594;29.11761;345.9806;23.61411
4.036406;4.150969;160.965;4.105563;27.62972;345.9806;23.69536
4.060275;4.1736;159.065;4.139031;29.73878;345.9806;24.01395
4.044938;4.157456;158.6975;4.119187;28.86397;345.9806;24.1881
4.050619;4.171031;155.1075;4.107;25.66006;345.9806;22.52296
4.061531;4.182506;159.1087;4.139375;29.75177;345.9788;23.01842
4.06335;4.178906;160.3062;4.131125;28.05064;345.9788;23.37202
4.06695;4.180462;160.4312;4.137375;27.86956;345.9788;23.54556
4.078631;4.189387;160.1188;4.156219;28.87228;345.9788;23.33265
4.077188;4.187475;159.6512;4.1425;27.55353;345.9788;23.49242
4.038206;4.14945;158.48;4.116562;29.56265;345.9787;22.77679
4.075181;4.19265;160.4025;4.151906;29.53234;345.9769;23.70836
4.078575;4.189857;160.0963;4.154531;28.83445;345.9769;23.22813
4.058137;4.167862;161.235;4.12825;28.47376;345.9769;23.54039
4.062919;4.182806;160.1;4.139719;28.97516;345.975;23.7502
4.059825;4.179356;158.7762;4.131406;27.78408;345.975;23.42849
4.067531;4.187138;160.2087;4.1415;29.11066;345.975;23.61658
4.079663;4.189631;159.5137;4.1475;27.6576;345.975;23.36566
4.042238;4.154363;160.49;4.107969;27.32849;345.975;23.53056
4.026;4.143262;158.8875;4.094594;27.90427;345.975;23.10692
4.050037;4.162125;154.1837;4.1075;26.96331;345.975;22.8328
4.050206;4.159444;155.815;4.108406;26.14558;345.975;23.11674
4.049943;4.15845;156.8488;4.110063;26.27886;345.975;22.95701
4.063481;4.183819;160.11;4.139906;28.76927;345.9731;23.68956
4.065675;4.183819;159.905;4.140281;28.99675;345.9731;23.3779
4.036294;4.149825;160.6937;4.112062;28.98945;345.9731;23.27902
4.059919;4.173581;156.04;4.113187;26.0103;345.9731;22.90653
4.053731;4.167412;155.3375;4.112469;26.28654;345.9731;22.93906
4.04955;4.159331;156.0912;4.111;26.77402;345.9731;22.65937
4.051425;4.162125;156.7937;4.118312;27.74347;345.9731;22.79555
4.049737;4.159406;155.6288;4.103562;25.37041;345.9731;22.99832
4.086394;4.198462;160.9425;4.1665;29.2684;345.9713;23.53577
4.024031;4.139344;158.3475;4.092219;27.4803;345.9713;23.25594
4.049756;4.162857;158.9575;4.119469;29.06731;345.9713;24.2508
4.045238;4.158806;158.7112;4.121906;28.79232;345.9713;24.44167
4.040531;4.150312;155.7412;4.097531;26.31336;345.9713;22.78663
4.0638;4.18665;159.22;4.14375;29.35201;345.9694;23.30153
4.046438;4.157119;161.035;4.126625;30.33948;345.9694;23.59719
4.090181;4.208063;159.615;4.158531;27.57808;345.9694;24.7802
4.0521;4.1649;155.495;4.129844;29.26517;345.9694;22.67617
4.048368;4.157288;157.2413;4.117813;28.16464;345.9694;22.93371
4.069125;4.181775;160.5925;4.140125;28.81931;345.9675;23.54834
4.065187;4.173806;160.4625;4.130437;27.17738;345.9675;23.59849
4.058438;4.172775;156.42;4.127313;27.73903;345.9675;22.79034
4.057931;4.1832;157.875;4.127875;27.93679;345.9656;23.26636
4.067812;4.179375;160.2937;4.14625;29.37779;345.9656;23.32283
4.083862;4.1946;161.075;4.154156;28.57984;345.9656;23.48858
4.047019;4.157456;160.515;4.133156;30.40133;345.9656;23.48019
4.036407;4.148813;160.8188;4.112187;29.02533;345.9656;23.09965
4.031025;4.148363;160.3712;4.1035;28.14512;345.9656;23.42525
4.05225;4.166081;159.525;4.133312;29.77055;345.9656;24.29935
4.069331;4.178606;159.1225;4.137563;28.6789;345.9637;23.26858
4.052494;4.163025;159.9225;4.119844;28.19625;345.9637;23.39007
4.047637;4.158469;161.0575;4.124281;29.33961;345.9637;23.62682
4.07325;4.191225;160.25;4.15025;28.99046;345.9619;23.41735
4.079194;4.189781;159.145;4.147;27.79273;345.9619;23.56225
4.050112;4.162781;160.1775;4.145031;31.01906;345.9619;24.95462
4.054088;4.175119;155.405;4.109406;25.68328;345.9619;22.844
4.073456;4.1907;160.0663;4.158531;29.43889;345.96;23.36959
4.072969;4.190137;160.2275;4.148781;29.10584;345.96;23.3208
4.062487;4.178662;161.1075;4.135719;28.05218;345.96;23.66274
4.046212;4.162013;161.1962;4.114687;27.69543;345.96;23.95747
4.057819;4.182881;157.8987;4.131875;27.91703;345.9581;23.37242
4.078856;4.18845;159.1263;4.149563;27.75266;345.9581;23.48347
4.051219;4.162031;159.3525;4.121875;27.93832;345.9581;23.05459
4.048144;4.159425;160.1625;4.109094;26.91385;345.9581;23.53279
4.035412;4.148044;161.3737;4.112;29.11438;345.9581;23.51185
4.045875;4.161037;161.1988;4.114438;27.72168;345.9581;24.00873
4.030069;4.1457;160.2125;4.103406;28.48781;345.9581;23.17258
4.044225;4.153913;155.92;4.11175;27.67023;345.9581;22.79239
4.047975;4.160456;160.085;4.110469;26.83369;345.9563;23.54215
4.081987;4.1922;158.8225;4.153656;27.70037;345.9562;23.57713
4.063125;4.177763;159.4125;4.141906;29.71679;345.9562;24.26174
4.042725;4.155862;158.705;4.117469;28.61238;345.9562;24.34901
4.050394;4.160944;156.1662;4.108719;26.7384;345.9562;22.6643
4.0452;4.153069;155.85;4.098969;25.76048;345.9562;22.74088
4.068056;4.1868;158.7287;4.141812;28.7933;345.9544;22.95535
4.049681;4.161956;154.6288;4.122719;28.69312;345.9544;22.58251
4.046794;4.159688;154.8125;4.110343;26.49327;345.9544;22.95908
4.058137;4.184138;158.045;4.125875;27.87896;345.9525;23.40063
4.061625;4.177163;160.1962;4.127937;28.07189;345.9525;23.36837
4.058025;4.167769;161.1662;4.123469;27.70938;345.9525;23.52999
4.033144;4.146263;161.4;4.106875;29.11765;345.9525;23.15652
4.052475;4.17345;155.32;4.1075;25.73281;345.9525;22.70404
4.051669;4.1712;154.35;4.109063;26.04132;345.9525;22.70831
4.049419;4.163025;155.1;4.128031;29.29571;345.9525;22.64872
4.074694;4.192969;160.3675;4.151313;29.05857;345.9506;23.32539
4.064756;4.174369;160.6825;4.139375;28.5212;345.9506;23.582
4.071487;4.190063;159.2337;4.150063;29.49246;345.9506;24.35986
4.039669;4.152263;158.745;4.107469;28.67612;345.9506;24.28195
4.056525;4.176619;155.245;4.118093;26.07314;345.9506;23.05744
4.050488;4.159688;156.1525;4.109125;26.7501;345.9506;22.79154
4.055681;4.181775;157.9912;4.125;27.948;345.9488;23.34436
4.062337;4.183781;159.4025;4.1445;29.7559;345.9488;23.30102
4.080318;4.19085;159.6463;4.152156;27.79611;345.9488;23.73177
4.024819;4.139887;158.3288;4.092031;27.41801;345.9488;23.30542
4.04445;4.155375;155.5975;4.107687;26.74134;345.9488;22.68858
4.064212;4.1739;160.7787;4.131469;27.22581;345.9487;24.15977
4.055906;4.175269;158.8312;4.121906;27.86173;345.9469;23.1308
4.068975;4.188713;160.2725;4.144406;29.09891;345.9469;23.64565
4.071656;4.18755;161.1662;4.143875;28.37627;345.9469;23.76209
4.057369;4.166531;161.1275;4.123031;27.70699;345.9469;23.48069
4.059169;4.169606;161.1162;4.130125;28.37805;345.9469;23.38039
4.056244;4.166662;159.955;4.124719;27.7356;345.9469;23.37321
4.038562;4.151625;161.1438;4.115156;29.10416;345.9469;23.21964
4.037194;4.14975;160.655;4.109469;28.90124;345.9469;23.25786
4.0305;4.1475;160.3;4.104531;28.15649;345.9469;23.3133
4.049287;4.162706;158.9438;4.126094;29.0366;345.9469;24.3596
4.04505;4.153913;156.4987;4.106969;26.58179;345.9469;23.0046
4.058175;4.18305;157.94;4.127438;27.89018;345.945;23.36146
4.084969;4.196813;161.1013;4.15725;28.85347;345.945;23.37819
4.07985;4.189031;158.9925;4.15;27.74558;345.945;23.58027
4.046194;4.1598;154.3475;4.113;27.49302;345.945;22.25896
4.064081;4.187138;159.3587;4.144375;29.33963;345.9431;23.41407
4.085419;4.195969;161.5087;4.161375;29.0213;345.9431;23.50601
4.053038;4.162444;159.9538;4.124156;28.15701;345.9431;23.28763
4.056881;4.170675;154.7188;4.125406;27.52633;345.9431;22.38914
4.069613;4.182262;161.255;4.152438;29.46826;345.9413;23.53608
4.06755;4.180444;160.44;4.142094;28.7848;345.9413;23.53308
4.04295;4.154232;159.5838;4.113937;28.69718;345.9413;23.37271
4.061512;4.181194;160.0538;4.138937;28.9425;345.9394;23.61989
4.055532;4.170375;155.2813;4.112844;26.06784;345.9394;22.84453
4.060125;4.18275;157.65;4.126719;27.43023;345.9375;23.44527
4.073419;4.182694;160.3638;4.149344;29.3478;345.9375;23.1567
4.033931;4.145681;159.6862;4.106969;28.91609;345.9375;23.01511
4.027875;4.1445;159.8375;4.098906;28.42645;345.9375;23.19276
4.072369;4.191393;159.2112;4.155094;29.52968;345.9375;24.28265
4.055681;4.176713;155.6438;4.114438;25.63595;345.9375;22.85958
4.057669;4.173094;155.72;4.127656;28.40858;345.9375;22.80664
4.045275;4.153931;155.865;4.099094;25.72798;345.9375;22.78083
4.067081;4.185563;159.7875;4.144063;29.0336;345.9356;23.45625
4.078988;4.18995;159.8975;4.154531;28.81707;345.9356;23.43634
4.0788;4.189238;160.3875;4.155063;28.9816;345.9356;22.96923
4.049812;4.161713;161.2063;4.127531;29.27758;345.9356;23.67439
4.032863;4.148419;160.0525;4.105875;28.46942;345.9356;23.30424
4.069519;4.188375;158.6525;4.14625;28.85768;345.9337;23.17075
4.081106;4.191056;159.59;4.146406;27.83143;345.9337;23.70111
4.040644;4.154981;158.7175;4.114438;28.59713;345.9337;24.37915
4.048537;4.168219;154.2238;4.111813;27.29803;345.9337;22.44958
4.046419;4.154888;155.87;4.101687;25.77233;345.9337;22.90443
4.058981;4.184494;157.905;4.128562;27.94334;345.9319;23.29193
4.081012;4.1901;158.8775;4.143469;27.77544;345.9319;23.76127
4.069519;4.1796;161.0825;4.14625;29.40568;345.9319;23.48465
4.05225;4.162331;161.1287;4.122781;28.04768;345.9319;23.58703
4.05075;4.161881;159.5137;4.117281;28.00574;345.9319;23.14235
4.072931;4.181756;160.32;4.156094;29.39413;345.93;23.17048
4.047075;4.161319;154.1975;4.112969;27.42335;345.93;22.38503
4.054537;4.167431;155.7575;4.132094;29.11341;345.93;22.76794
4.043531;4.154456;160.19;4.119375;29.23864;345.9281;23.2807
4.037981;4.150912;158.895;4.110312;28.58849;345.9281;24.25007
4.050112;4.171256;155.0675;4.109313;25.67619;345.9281;22.66298
4.049194;4.162125;155.2337;4.124938;29.28179;345.9281;22.4992
4.045894;4.159669;154.795;4.108063;26.47787;345.9281;22.9318
4.0698;4.189369;160.2838;4.143719;29.24028;345.9263;23.65839
4.058662;4.1676;160.4888;4.13275;28.89696;345.9262;23.44526
4.047488;4.159294;160.38;4.110656;26.90682;345.9262;23.5478
4.033313;4.146075;159.615;4.10575;27.86539;345.9262;23.03788
4.036275;4.148888;161.4175;4.111031;29.12439;345.9262;23.16008
4.029562;4.145381;160.3338;4.100219;28.46891;345.9262;23.22279
4.052944;4.173206;154.635;4.11375;26.22639;345.9262;22.70713
4.050188;4.169888;154.265;4.107219;26.09963;345.9262;22.48571
4.061756;4.185469;158.9413;4.141625;29.36765;345.9244;23.39236
4.062;4.176731;159.8638;4.130906;28.06047;345.9244;23.04775
4.078575;4.189069;159.5687;4.148656;27.69387;345.9244;23.34844
4.08405;4.194825;161.2912;4.161562;29.1009;345.9244;23.42745
4.082081;4.191769;159.3075;4.151937;27.74427;345.9244;23.76033
4.052962;4.163212;159.915;4.12325;28.17971;345.9244;23.47268
4.054669;4.174613;154.4462;4.110063;26.15556;345.9244;22.72366
4.055419;4.169888;154.8425;4.122188;27.52815;345.9244;22.34696
4.057293;4.182337;157.915;4.127313;27.90817;345.9225;23.3951
4.0668;4.185712;160.1575;4.143656;29.07311;345.9225;23.55016
4.07685;4.194675;160.4487;4.153156;29.1144;345.9225;23.45928
4.072988;4.1913;159.4987;4.152031;29.10291;345.9225;22.945
4.061363;4.176656;159.7425;4.128719;28.08278;345.9225;23.11141
4.06965;4.182563;160.5813;4.145187;28.7774;345.9225;23.69811
4.067344;4.179094;160.5325;4.142125;28.78445;345.9225;23.43388
4.067381;4.176806;160.9713;4.139438;28.31288;345.9225;23.38023
4.062562;4.172419;160.7925;4.140188;29.50355;345.9225;23.32987
4.052662;4.163212;159.9463;4.120625;28.14048;345.9225;23.31887
4.064925;4.176319;160.7188;4.130781;27.22822;345.9225;24.3593
4.055081;4.169888;155.5663;4.1135;26.03127;345.9225;22.78543
4.047487;4.159875;154.6288;4.109313;26.48091;345.9225;22.88947
4.076231;4.187644;157.1588;4.150969;29.01751;345.9225;23.26829
4.055269;4.164319;156.8475;4.120094;27.64154;345.9225;23.00377
4.081013;4.190719;159.2962;4.1455;27.74976;345.9206;23.63706
4.057687;4.167112;161.2012;4.129437;28.45356;345.9206;23.42466
4.064194;4.175344;160.6163;4.128781;27.22688;345.9206;24.26032
4.044825;4.1577;158.725;4.12025;28.81353;345.9206;24.23083
4.048331;4.15785;157.6087;4.126843;28.40598;345.9206;23.06915
4.065263;4.189087;158.8488;4.138375;27.95557;345.9188;24.04469
4.066294;4.182188;158.33;4.142375;28.63399;345.9188;23.81626
4.051369;4.165275;154.8975;4.113031;27.29785;345.9188;22.79292
4.054856;4.167713;155.9638;4.12875;29.05463;345.9188;22.78462
4.068862;4.187156;158.6662;4.142906;28.82995;345.9187;23.10419
4.048893;4.157962;157.655;4.119531;28.41136;345.9187;23.07814
4.07235;4.190175;160.05;4.147969;29.0864;345.9169;23.28615
4.069987;4.182431;160.5363;4.140125;28.89268;345.9169;23.61103
4.086712;4.196756;160.7063;4.158782;28.79321;345.9169;23.45789
4.062131;4.172756;160.845;4.136031;29.49288;345.9169;23.44741
4.050262;4.165875;154.9713;4.115906;27.26211;345.9169;22.81137
4.06275;4.173544;160.725;4.14275;29.51902;345.915;23.53771
4.049925;4.158731;157.1263;4.109031;26.28959;345.915;23.025
4.068094;4.181531;160.49;4.1435;28.8549;345.9131;23.59277
4.058382;4.167356;159.555;4.130437;28.06563;345.9131;23.29179
4.057162;4.166869;160.9238;4.123625;27.46599;345.9131;23.75573
4.03335;4.145906;159.6875;4.09825;28.04751;345.9131;22.99942
4.0521;4.165163;155.61;4.13075;29.16208;345.9131;22.72708
4.039087;4.150743;154.9175;4.102313;27.80214;345.9131;22.97702
4.053187;4.161806;157.6763;4.129656;28.22146;345.9131;23.00431
4.045819;4.160981;161.165;4.113406;27.71908;345.9113;24.02021
4.046813;4.157175;155.9575;4.115;27.53561;345.9113;22.69753
4.046887;4.156106;156.73;4.118313;28.27158;345.9113;23.11806
4.071938;4.185056;160.69;4.147407;29.42725;345.9094;23.46348
4.068431;4.1805;160.5688;4.139594;28.84127;345.9094;23.41733
4.081106;4.19205;160.2437;4.157844;29.09103;345.9094;23.61852
4.086112;4.196907;160.7363;4.159594;28.83171;345.9094;23.40178
4.085344;4.195594;161.22;4.166375;29.23829;345.9094;23.34833
4.061512;4.171463;160.9075;4.132875;28.40854;345.9094;23.39931
4.033163;4.145194;159.73;4.10625;28.88061;345.9094;23.04295
4.037925;4.15125;161.1913;4.121469;29.0724;345.9094;23.21038
4.048106;4.169944;154.7775;4.109594;26.74026;345.9094;22.59779
4.05735;4.170562;156.0137;4.120062;27.17204;345.9094;23.04948
4.061775;4.184681;158.545;4.143031;29.34133;345.9075;23.52186
4.062881;4.178606;160.465;4.140156;29.30342;345.9075;23.33697
4.073719;4.186406;159.9275;4.14725;28.33598;345.9075;23.44121
4.077;4.187981;159.7088;4.144969;27.57939;345.9075;23.45619
4.04625;4.158131;159.325;4.118656;28.54187;345.9075;23.18632
4.065881;4.182319;158.2375;4.136312;28.62074;345.9075;23.96599
4.039312;4.152338;158.8313;4.110844;28.63145;345.9075;24.38994
4.055681;4.169831;155.37;4.114563;26.03657;345.9075;22.74271
4.055232;4.16955;155.505;4.112062;26.01981;345.9075;22.75469
4.054088;4.167375;155.8675;4.129219;29.10838;345.9075;22.82273
4.063444;4.187925;158.825;4.134844;27.93031;345.9037;24.09619
4.051538;4.175175;157.9088;4.130031;28.99874;345.9037;22.85625
4.067681;4.177163;159.1525;4.140812;28.59805;345.9037;23.16691
4.077844;4.194;160.21;4.156781;29.56366;345.9037;24.88886
4.050506;4.163212;155.4462;4.133563;29.23756;345.9037;22.72557
4.080825;4.189744;159.7663;4.148844;27.77624;345.9019;23.71106
4.068357;4.177238;160.8737;4.138782;28.46992;345.9019;23.4704
4.028475;4.144631;159.8775;4.099875;28.43872;345.9019;23.09593
4.049906;4.1697;154.295;4.107281;26.12667;345.9019;22.5735
4.068938;4.187419;158.9375;4.143562;28.89105;345.9;23.30378
4.079156;4.189931;160.4088;4.151562;28.97235;345.9;23.01678
4.065506;4.175663;160.7525;4.138563;28.48653;345.9;23.61608
4.049681;4.160156;161.2162;4.124094;29.38296;345.9;23.59124
4.030406;4.148625;159.7;4.094844;27.02684;345.9;23.6069
4.025437;4.1427;158.9675;4.095469;27.8774;345.9;23.1613
4.066331;4.183031;158.575;4.140219;28.61392;345.9;23.88728
4.048087;4.161675;159.9063;4.130938;29.85842;345.9;25.29892
4.050431;4.17135;154.9362;4.10525;25.70903;345.9;22.69164
4.050881;4.165913;155.1113;4.10825;26.06449;345.9;22.70268
4.058269;4.1736;156.6438;4.124594;27.69275;345.9;23.06027
4.054875;4.167731;155.4025;4.113906;26.27739;345.9;23.03754
4.051031;4.161281;156.3288;4.112062;26.7161;345.9;22.77173
4.061213;4.17765;160.2762;4.132406;28.04207;345.8981;23.33459
4.047094;4.158525;160.7875;4.134594;30.2923;345.8981;23.48495
4.056356;4.177069;155.8788;4.109125;25.66612;345.8981;22.82935
4.0485;4.168219;154.1613;4.114563;27.28746;345.8981;22.50883
4.056282;4.171594;155.5163;4.127375;28.33419;345.8981;22.88539
4.057894;4.177594;155.4175;4.115969;26.12303;345.8962;23.13865
4.060987;4.183837;159.565;4.138469;29.33192;345.8944;23.43357
4.068337;4.177537;159.1588;4.143781;28.6608;345.8944;23.21401
4.05705;4.16685;160.22;4.128313;28.79498;345.8944;23.51471
4.05135;4.163719;160.0863;4.136813;30.98575;345.8944;25.29014
4.043756;4.155975;154.9162;4.111781;27.69599;345.8944;22.94741
4.051444;4.1613;156.415;4.125562;29.20866;345.8944;22.94451
4.04505;4.153613;155.93;4.112344;27.71542;345.8944;22.62415
4.046625;4.154737;155.8687;4.102375;25.73987;345.8944;22.9434
4.057181;4.182562;157.93;4.127656;27.93579;345.8925;23.2509
4.071731;4.189031;160.455;4.148594;29.53851;345.8925;23.39993
4.079644;4.190325;160.4413;4.154906;28.93495;345.8925;23.11915
4.042613;4.154644;160.5513;4.110625;27.71287;345.8925;23.59991
4.073362;4.192106;159.235;4.153063;29.48827;345.8925;24.32253
4.071787;4.189931;159.3187;4.150406;28.90753;345.8906;23.22393
4.059469;4.175625;160.0338;4.130063;28.06075;345.8906;23.26512
4.067306;4.179469;160.4637;4.142781;28.73542;345.8906;23.53641
4.0452;4.155713;160.365;4.126812;30.27258;345.8906;23.49526
4.036219;4.150238;160.9588;4.103312;27.98315;345.8906;23.74381
4.045444;4.158863;159.8175;4.117188;28.63323;345.8906;25.26143
4.048687;4.17;154.0625;4.108594;26.20837;345.8906;22.59137
4.050282;4.16535;154.8825;4.115844;27.30422;345.8906;22.90619
4.052719;4.167937;156.5587;4.120281;27.71173;345.8906;23.08779
4.0605;4.176844;160.1138;4.127812;28.09569;345.8888;23.28102
4.05765;4.167112;160.8288;4.125844;27.72303;345.8888;23.60025
4.055587;4.166231;160.9088;4.130938;29.00401;345.8888;23.98261
4.052869;4.161638;156.4787;4.12975;29.34335;345.8888;22.93818
4.052325;4.160757;157.6138;4.121406;28.33871;345.8887;23.03727
