K5PS14_1.PV;K5PS14_2.PV;K5T6.PV;K5P10.PV;K5F5.PV;K5T14.PV;K5F6X.PV
4.072237;4.1925;176.4113;4.206062;37.02649;364.635;31.23894
4.144706;4.2663;175.61;4.280687;37.34804;364.6331;30.81285
4.187888;4.286438;174.985;4.321562;36.73556;364.6313;30.34991
4.193512;4.293488;174.3825;4.320219;36.29421;364.6313;30.3238
4.19535;4.295381;174.4312;4.321562;36.18829;364.6313;30.3009
4.192556;4.291837;175.0425;4.321875;36.32486;364.6294;30.69285
4.168013;4.2891;176.2375;4.307094;37.32417;364.6294;30.90138
4.161919;4.283006;174.6162;4.284969;36.10391;364.6294;30.76535
4.140412;4.254993;175.7663;4.287;38.48233;364.6275;31.95952
4.118044;4.239713;177.0725;4.249969;37.02774;364.6275;31.15101
4.186012;4.284019;174.8862;4.307688;35.65258;364.6256;30.13962
4.196981;4.294875;175.1275;4.319781;35.64242;364.6237;30.1955
4.186462;4.285575;175.0275;4.318156;36.52713;364.6237;30.38312
4.199475;4.302319;174.3937;4.325531;35.95994;364.6237;30.42445
4.137675;4.258537;177.5675;4.275375;37.68974;364.6237;30.34019
4.197544;4.295175;175.1613;4.316375;35.63813;364.6219;30.05658
4.143375;4.258838;175.1662;4.271594;36.31199;364.6219;31.89221
4.133062;4.254375;176.7688;4.275562;37.57744;364.6219;30.89247
4.071881;4.191769;176.3275;4.20175;37.08113;364.6219;31.13231
4.194731;4.2942;175.2312;4.323281;36.00223;364.62;30.82663
4.199044;4.301137;174.3412;4.324375;35.94194;364.62;30.23179
4.094887;4.216406;175.4637;4.22525;36.73526;364.62;31.12758
4.153162;4.275844;175.2;4.276656;36.20428;364.62;30.73146
4.188619;4.288237;175.1425;4.314531;36.46894;364.6181;30.59045
4.138931;4.253231;175.6025;4.285937;38.44412;364.6162;31.77357
4.078257;4.198856;176.2813;4.204344;36.65296;364.6162;31.3526
4.06965;4.190437;176.3325;4.208719;37.06563;364.6162;30.82863
4.144387;4.258444;175.3525;4.273969;36.23782;364.6144;32.08907
4.073963;4.194638;176.375;4.209656;36.85939;364.6144;31.3247
4.173394;4.295212;176.555;4.310812;37.62247;364.6144;30.99918
4.161806;4.282819;174.6588;4.29;36.05189;364.6144;30.79296
4.144238;4.258425;175.2975;4.272656;36.37429;364.6125;31.92023
4.112268;4.233675;176.8138;4.252375;37.56462;364.6125;31.15734
4.070381;4.1907;176.06;4.191656;35.96766;364.6125;31.21061
4.154756;4.276537;175.02;4.28575;36.10471;364.6125;30.79048
4.19955;4.298456;175.3425;4.328938;36.12523;364.6106;30.55354
4.161112;4.282463;174.3438;4.290969;36.09949;364.6106;30.47396
4.088963;4.209713;175.3962;4.223594;36.80883;364.6088;31.05975
4.178681;4.276744;174.3087;4.303125;35.92354;364.6087;30.59331
4.095;4.216181;175.6613;4.228219;36.88361;364.6087;31.00837
4.160512;4.283062;174.705;4.284937;36.08515;364.6087;30.90049
4.196719;4.298512;174.4275;4.321813;36.67003;364.6069;30.23419
4.193738;4.293525;174.97;4.328281;36.89522;364.605;30.55886
4.157737;4.280737;176.0725;4.293281;37.226;364.6031;30.87122
4.203319;4.301681;175.5587;4.329594;35.945;364.6013;30.61934
4.117369;4.238006;177.0163;4.254188;37.06426;364.6013;31.20892
4.157944;4.279838;176.0375;4.294188;37.27847;364.6013;30.76881
4.158731;4.280381;176.1263;4.278781;35.76632;364.6013;31.09025
4.18875;4.288837;174.4487;4.313031;36.36668;364.5994;30.3079
4.198987;4.300556;174.4487;4.324219;36.28217;364.5994;30.32238
4.146469;4.267275;175.8488;4.2845;37.3524;364.5975;30.95374
4.196944;4.296825;175.2175;4.326219;35.92739;364.5956;30.55765
4.146506;4.267875;176.0675;4.28525;37.17824;364.5956;31.17935
4.145906;4.267125;176.0938;4.2875;37.45082;364.5938;31.11213
4.1568;4.278263;174.9562;4.283125;36.08073;364.5938;30.88985
4.19355;4.292588;175.0013;4.319313;35.57542;364.5919;30.24633
4.195163;4.295119;174.9438;4.317688;35.61218;364.59;30.65927
4.161375;4.2834;174.5388;4.289531;36.37225;364.59;30.37987
4.166138;4.288275;176.2538;4.298188;36.68034;364.5881;30.79492
4.197525;4.297313;173.8737;4.318687;35.11484;364.5844;30.55825
4.144763;4.259025;175.5437;4.274281;36.29221;364.5844;32.12998
4.192237;4.292194;175.1413;4.317594;36.34309;364.5825;30.61149
4.188881;4.2885;173.695;4.312937;35.92375;364.5825;30.19154
4.188075;4.288181;173.8175;4.310812;35.17278;364.5825;30.76288
4.199775;4.300912;174.3587;4.319094;35.85442;364.5825;30.37519
4.094194;4.215113;175.5125;4.22325;36.69484;364.5806;30.89099
4.196494;4.29585;175.2075;4.318937;35.9616;364.5787;30.74025
4.192087;4.294781;174.4725;4.324532;36.62995;364.5787;30.05457
4.190306;4.290112;173.5862;4.314;35.9112;364.5769;30.25958
4.191187;4.290787;173.6475;4.314188;35.88602;364.5769;30.29926
4.111725;4.232794;173.9075;4.247406;37.14393;364.5769;30.45882
4.133363;4.255013;176.9337;4.270813;37.45004;364.5769;30.84868
4.071113;4.1922;176.3512;4.1975;37.06404;364.5769;31.02415
4.198406;4.298156;173.8;4.318906;35.01361;364.575;30.5675
4.160794;4.282837;174.5163;4.288406;36.07005;364.575;30.57415
4.16025;4.281619;174.8288;4.286531;36.05203;364.575;30.90882
4.184156;4.281469;173.9362;4.309469;36.15202;364.5713;30.37085
4.144931;4.258931;175.645;4.272406;36.42553;364.5675;32.27041
4.194938;4.294594;175.2437;4.318438;35.99797;364.5656;30.94839
4.117763;4.23915;177.06;4.253187;37.09384;364.5656;31.21122
4.104825;4.225688;176.1575;4.247656;38.01818;364.5656;31.09466
4.144125;4.258913;175.1313;4.272094;36.27714;364.5619;31.67641
4.194694;4.294162;175.2563;4.320219;35.96946;364.56;30.96137
4.075275;4.196137;176.455;4.20675;36.98604;364.56;31.49663
4.143244;4.264482;175.9925;4.277781;37.51344;364.56;30.88891
4.144144;4.258556;175.1738;4.26725;36.26473;364.5562;31.93782
4.070156;4.191937;176.4563;4.204219;37.09848;364.5562;31.50686
4.193681;4.290806;173.1637;4.317937;36.0636;364.5544;30.51782
4.182938;4.281188;173.88;4.311781;36.60989;364.5544;30.10551
4.192781;4.292269;175.1537;4.320844;36.32546;364.5544;30.74846
4.18815;4.289644;174.0163;4.308094;35.7963;364.5544;30.7425
4.2075;4.330069;176.5513;4.339094;36.69186;364.5544;32.01906
4.18815;4.288594;174.5125;4.316094;36.47071;364.5525;30.33722
4.179712;4.277213;174.3575;4.306812;35.9561;364.5506;30.45456
4.145062;4.267031;175.8675;4.277781;37.29629;364.5506;30.92062
4.192762;4.292194;173.6387;4.316781;35.87979;364.5488;30.26222
4.188337;4.2894;173.945;4.310313;35.68972;364.5488;30.60128
4.112756;4.233;176.9125;4.248406;37.12857;364.5488;30.89335
4.198538;4.297519;173.7363;4.314031;35.04328;364.5487;30.51872
4.072481;4.19295;176.4112;4.207188;37.0004;364.5487;31.52125
4.184756;4.282406;174.8162;4.306094;35.82417;364.5469;30.18381
4.204688;4.302844;175.5688;4.328281;35.61339;364.5469;30.57926
4.198594;4.297519;175.6888;4.324969;35.90483;364.5431;30.62205
4.175006;4.296281;176.475;4.315;37.535;364.5431;31.14952
4.161488;4.283887;174.5338;4.285844;36.1025;364.5431;30.67247
4.198969;4.300913;174.3188;4.317406;35.92859;364.5413;30.3081
4.201763;4.3032;174.355;4.322437;35.86538;364.5413;30.48457
4.136925;4.258425;177.6962;4.272219;37.67391;364.5394;30.39176
4.11375;4.234481;176.6137;4.253594;37.77446;364.5394;31.12175
4.064981;4.186237;175.9325;4.201938;37.17417;364.5394;30.95628
4.144238;4.266056;175.4175;4.280719;37.02628;364.5394;30.92513
4.196438;4.296562;175.2562;4.322344;35.99394;364.5375;30.58171
4.157907;4.279969;176.2188;4.296406;37.33597;364.5375;30.86159
4.064681;4.185994;175.9238;4.198187;37.19199;364.5356;31.01266
4.183594;4.281769;174.02;4.310469;36.20491;364.5338;30.38299
4.191487;4.289362;175.0313;4.311563;35.60654;364.5338;30.16734
4.194019;4.294706;174.0163;4.311813;34.98358;364.5319;30.56274
4.143094;4.26375;177.0963;4.281906;37.71135;364.5319;30.46538
4.174162;4.295681;176.4625;4.312094;37.60995;364.5319;31.05746
4.202156;4.301456;175.465;4.323406;36.08296;364.53;30.77012
4.188994;4.289006;173.615;4.312156;35.94076;364.53;30.19995
4.182413;4.284188;174.3513;4.306313;35.97333;364.5281;30.54525
4.116562;4.239038;177.0038;4.2505;37.07367;364.5262;31.12404
4.104319;4.225594;176.075;4.246407;38.06439;364.5262;31.15034
4.098338;4.219462;175.7775;4.231812;36.9014;364.5262;31.22801
4.161994;4.283587;176.335;4.296563;36.7378;364.5262;30.74467
4.108181;4.229681;176.4675;4.250937;37.93616;364.5244;31.11974
4.097475;4.217607;175.7112;4.230062;36.88267;364.5244;31.03967
4.191937;4.291406;173.5925;4.318313;35.89701;364.5225;30.39111
4.157212;4.2795;176.1763;4.291094;37.16654;364.5225;30.80309
4.145344;4.266525;176.0563;4.278438;37.50206;364.5225;30.97394
4.184681;4.281581;173.85;4.313469;36.53526;364.5206;30.12025
4.17825;4.276313;174.2588;4.300188;35.94721;364.5206;30.53701
4.201406;4.30275;174.3375;4.324531;36.09485;364.5187;30.44595
4.190475;4.289175;173.6375;4.314594;35.84753;364.5169;30.47464
4.1583;4.280081;176.2287;4.293406;37.27342;364.5169;30.84167
4.166306;4.288725;176.3087;4.296906;36.82764;364.5169;30.8298
4.162875;4.284356;174.42;4.289719;36.00363;364.5169;30.6139
4.180744;4.278788;174.1437;4.304875;35.87104;364.515;30.49783
4.145419;4.266525;175.9037;4.279063;37.32105;364.5131;31.03282
4.157119;4.278506;176.3163;4.287875;36.7582;364.5131;30.92509
4.19085;4.290412;173.6212;4.317156;35.90187;364.5113;30.30599
4.161431;4.28235;174.9825;4.30425;38.02053;364.5113;30.46219
4.112813;4.2345;176.7875;4.252656;37.5778;364.5094;31.12594
4.157644;4.2795;176.2325;4.2875;36.72632;364.5094;31.03526
4.160756;4.282238;176.3188;4.288656;36.72058;364.5094;30.9691
4.16235;4.283194;176.3662;4.291281;36.74867;364.5094;30.71263
4.193963;4.294519;173.9563;4.321656;36.71227;364.5075;30.32539
4.141744;4.263581;177.2562;4.283281;37.72041;364.5075;30.57353
4.109906;4.230975;176.4925;4.25;37.9444;364.5075;31.10596
4.182563;4.279819;174.0788;4.306969;35.7681;364.5056;30.47748
4.189763;4.290187;174.43;4.317156;36.37165;364.5038;30.27569
4.18575;4.284394;173.935;4.305438;35.27747;364.5019;30.46977
4.187456;4.288669;174.0387;4.311125;35.83373;364.5019;30.71073
4.141425;4.25505;175.7038;4.279219;37.48069;364.5019;32.09524
4.143563;4.2654;175.975;4.279938;37.32687;364.5019;31.03427
4.182563;4.284375;174.2188;4.31125;35.99594;364.5;30.64595
4.188656;4.290806;174.5612;4.318532;36.6615;364.5;30.25863
4.15815;4.280588;176.1588;4.295781;37.19043;364.5;30.75149
4.194019;4.296469;174.4162;4.328437;36.73187;364.4981;30.11155
4.201669;4.300763;175.5313;4.330281;36.00948;364.4962;30.85038
4.155694;4.277625;176.295;4.28975;37.25746;364.4944;30.89588
4.179338;4.277081;174.4162;4.304719;35.90087;364.4925;30.52186
4.198931;4.298419;173.7413;4.318625;35.04038;364.4925;30.5219
4.188056;4.289813;173.8388;4.304969;35.64282;364.4925;30.66652
4.190231;4.289963;173.7438;4.311625;35.91459;364.4906;30.20966
4.163438;4.284244;176.335;4.290875;36.71723;364.4906;30.80484
4.1748;4.296319;176.3988;4.314375;37.64837;364.4906;31.15138
4.161768;4.283494;174.6888;4.29175;36.49766;364.4888;30.58332
4.192631;4.292194;175.1413;4.31625;36.45134;364.485;30.72204
4.18455;4.285987;174.1687;4.308406;35.91968;364.485;30.64244
4.092281;4.212244;175.4275;4.220562;36.75049;364.485;30.89739
4.188787;4.287169;174.9375;4.308031;35.67399;364.4831;29.96565
4.196157;4.296563;173.6313;4.320156;36.0777;364.4813;30.26756
4.174369;4.271681;171.855;4.300594;35.69706;364.4812;30.19288
4.18875;4.286175;173.57;4.311625;36.21716;364.4794;30.50262
4.178306;4.276575;174.4187;4.304125;35.86958;364.4794;30.58274
4.188281;4.289831;173.8163;4.309375;35.61077;364.4794;30.57496
4.185131;4.287413;174.1113;4.310906;35.9134;364.4794;30.71643
4.200206;4.302356;174.3788;4.322813;35.84935;364.4794;30.24795
4.198294;4.297256;175.66;4.325687;35.98807;364.4775;30.69198
4.191375;4.291106;175.1662;4.319407;36.4462;364.4775;30.68856
4.189912;4.289569;173.7863;4.30975;35.07878;364.4775;30.72299
4.199138;4.298625;173.7563;4.314687;34.95786;364.4775;30.46201
4.186613;4.286287;173.8463;4.307312;35.23351;364.4756;30.58037
4.142625;4.263244;177.0675;4.275813;37.69995;364.4756;30.48961
4.17675;4.274925;174.5862;4.302156;35.83395;364.4738;30.37373
4.194281;4.293937;175.3512;4.320094;36.20786;364.4719;30.32754
4.189819;4.291931;174.5137;4.319156;36.72693;364.4719;30.22453
4.105388;4.226963;176.2525;4.244094;37.93038;364.4719;31.11236
4.095187;4.215638;175.5513;4.224625;36.82582;364.4719;31.0862
4.153594;4.275581;175.1575;4.282719;36.15686;364.4719;30.86401
4.178213;4.276106;174.4637;4.30125;35.85683;364.47;30.50533
4.177575;4.27545;174.5075;4.302469;35.83658;364.47;30.37629
4.187438;4.29045;174.6187;4.316563;36.73147;364.47;30.3743
4.109325;4.230431;173.9388;4.243406;37.39854;364.47;30.50283
4.162369;4.2837;174.65;4.289281;36.46314;364.47;30.59071
4.182319;4.284506;174.25;4.311219;36.10324;364.4681;30.64295
4.178044;4.275562;174.6375;4.296688;35.82136;364.4662;30.40639
4.178569;4.276612;174.1888;4.299562;35.82499;364.4644;30.45378
4.188656;4.286062;173.4625;4.313125;36.15324;364.4625;30.44524
4.189032;4.286812;173.525;4.316406;36.2888;364.4625;30.53954
4.185244;4.283156;173.8463;4.313063;36.49227;364.4625;30.24671
4.192519;4.2921;173.6125;4.317375;35.87492;364.4625;30.3189
4.141387;4.262269;177.3438;4.282125;37.62636;364.4625;30.40336
4.1832;4.281375;173.6662;4.310125;36.34245;364.4587;30.48775
4.1634;4.285481;176.2787;4.294063;36.76118;364.4587;30.6918
4.182769;4.28175;174.7663;4.307469;35.77906;364.4569;30.25493
4.201669;4.303088;174.3938;4.324031;35.87513;364.4569;30.32581
4.140431;4.251788;174.8275;4.262094;35.41844;364.4569;30.63206
4.143694;4.258706;175.2538;4.270062;36.27913;364.4569;31.84662
4.183744;4.281562;173.9675;4.312438;36.16753;364.455;30.33566
4.184006;4.281431;173.865;4.308437;36.39;364.4531;30.12131
4.20135;4.300425;175.41;4.323781;36.04564;364.4531;30.72749
4.192181;4.291687;173.5838;4.315469;35.87188;364.4512;30.26377
4.191469;4.293394;174.5587;4.325125;36.74158;364.4494;30.13093
4.195219;4.293787;175.445;4.327375;37.1207;364.4475;30.26749
4.192838;4.292269;175.1588;4.320719;36.31786;364.4475;30.60087
4.19775;4.297969;173.725;4.317187;35.09862;364.4437;30.31447
4.184644;4.286269;174.6925;4.315437;36.67857;364.44;30.46493
4.16085;4.283119;174.8075;4.295656;37.19581;364.44;30.44711
4.189406;4.288218;174.4812;4.317344;36.4577;364.4344;30.2543
4.143562;4.257375;175.6938;4.282344;37.44597;364.4344;32.26788
4.197863;4.29735;173.72;4.313562;35.81615;364.4325;30.24615
4.180181;4.277213;174.72;4.303531;35.8751;364.4306;30.2965
4.186575;4.285987;175.0925;4.31675;36.43482;364.4306;30.52724
4.183406;4.284412;174.6588;4.306813;36.01976;364.4306;30.72519
4.190006;4.289625;173.61;4.310125;35.89635;364.4287;30.2628
4.184137;4.285369;174.5975;4.306344;35.93691;364.4287;30.66004
4.187963;4.286531;175.1475;4.312313;36.43341;364.4269;30.54226
4.09485;4.215562;175.5525;4.222312;36.8165;364.4269;31.18287
4.174162;4.295869;176.3025;4.314688;37.55653;364.4269;31.16705
4.160512;4.282087;174.865;4.300594;37.89126;364.425;30.51112
4.198613;4.297519;175.7312;4.327;35.97111;364.4231;30.86831
4.1853;4.284544;174.8238;4.307875;36.05533;364.4231;30.34528
4.185431;4.282575;173.83;4.312094;36.49365;364.4213;30.09157
4.1838;4.285875;174.8425;4.313;36.76375;364.4213;30.5987
4.069444;4.190531;176.3925;4.205219;37.14562;364.4213;31.42406
4.186013;4.287544;174.6475;4.314562;36.70217;364.4194;30.35409
4.113637;4.23465;176.9;4.246;37.13169;364.4194;31.06693
4.20375;4.325925;176.54;4.33675;36.69542;364.4175;32.0487
4.185412;4.283513;175.3862;4.306687;35.45619;364.4156;30.50797
4.194019;4.293562;175.365;4.327312;37.19881;364.4156;30.40767
4.194862;4.294763;173.9125;4.314219;35.15472;364.4156;30.63413
4.144688;4.258294;175.07;4.27225;36.28154;364.4156;31.67178
4.1751;4.297088;176.375;4.31725;37.56696;364.4138;31.15204
4.188581;4.286662;173.5112;4.317125;36.24746;364.4119;30.64612
4.184119;4.28205;173.9125;4.308969;36.15264;364.4119;30.31017
4.144106;4.258444;175.2388;4.268437;36.27036;364.4081;31.79853
4.188544;4.287881;174.5088;4.31625;36.58134;364.4063;30.37907
4.202025;4.304287;174.4762;4.330438;36.1467;364.4063;30.48568
4.100718;4.221281;175.8;4.235625;36.94533;364.4063;31.16924
4.190887;4.288931;175.2775;4.317125;36.42604;364.4044;30.764
4.067475;4.188844;176.4175;4.202157;37.12975;364.4044;31.48796
4.182694;4.281262;173.74;4.307469;36.43583;364.4025;30.24377
4.190588;4.292363;174.5025;4.325406;36.79659;364.4025;30.08656
4.189613;4.2885;175.285;4.31375;35.59467;364.4006;30.62662
4.189481;4.289907;173.8163;4.314063;36.46705;364.4006;30.19505
4.1031;4.223269;175.8913;4.233875;36.83075;364.3987;31.22697
4.143094;4.257;175.0875;4.279062;36.91757;364.3969;31.46898
4.13865;4.260431;177.5113;4.274562;37.68028;364.3969;30.51249
4.187419;4.286081;175.32;4.307812;35.40015;364.395;30.65319
4.201575;4.299694;175.5163;4.323;35.86757;364.395;30.82533
4.189725;4.289625;173.7425;4.308125;35.14755;364.395;30.60281
4.143562;4.258256;175.0938;4.273781;36.22139;364.395;31.55366
4.067156;4.1877;176.0425;4.200281;36.86134;364.395;31.03931
4.198144;4.297706;173.7238;4.320875;36.03959;364.3931;30.28176
4.189875;4.290038;173.59;4.31075;35.88646;364.3912;30.29514
4.157175;4.279519;176.27;4.288157;36.74554;364.3894;31.07024
4.103344;4.224375;176.0188;4.238125;37.38392;364.3875;31.28397
4.195181;4.294687;175.2162;4.320188;35.9274;364.3856;31.08354
4.188844;4.287619;174.5237;4.311844;36.06488;364.3856;30.62786
4.186144;4.283606;173.6087;4.309906;36.22837;364.3838;30.46894
4.19085;4.288631;173.3562;4.312969;35.99172;364.3819;30.39453
4.182806;4.281375;173.6875;4.310344;36.31161;364.3781;30.49619
4.199006;4.298025;175.6775;4.322469;35.83577;364.3781;30.76244
4.18095;4.279425;174.6913;4.302;35.87391;364.3763;30.35338
4.18665;4.285425;175.0688;4.316719;36.48947;364.3763;30.12251
4.137731;4.249331;174.6687;4.259062;35.4966;364.3763;30.47615
4.190531;4.289137;173.6637;4.314813;35.50001;364.3744;30.52919
4.184794;4.283681;173.9525;4.307344;35.28718;364.3744;30.6187
4.187456;4.286869;174.5762;4.316406;36.59957;364.3706;30.35998
4.09575;4.215806;175.4475;4.225625;36.72651;364.3706;31.12645
4.151438;4.273781;175.2813;4.278281;36.27775;364.3688;30.83053
4.197656;4.296113;175.1113;4.324563;36.35642;364.3687;30.54372
4.186219;4.288312;173.725;4.3075;35.65691;364.3687;30.4547
4.162781;4.283531;176.34;4.296719;36.73724;364.3687;31.03217
4.184719;4.284075;174.855;4.308813;36.05754;364.3669;30.49069
4.186144;4.286081;175.16;4.312969;36.44196;364.3669;30.4569
4.189463;4.288594;175.2975;4.308781;35.29436;364.365;30.63251
4.182019;4.283793;174.3763;4.313594;36.05829;364.365;30.77062
4.187494;4.284694;173.5938;4.315312;36.25127;364.3631;30.48985
4.18455;4.281825;173.6375;4.311219;36.36208;364.3631;30.3986
4.201031;4.299131;175.5713;4.324375;35.86171;364.3631;30.72482
4.138331;4.25295;175.8438;4.279625;38.158;364.3631;32.02339
4.182581;4.285294;174.575;4.306656;35.99394;364.3612;30.75047
4.193719;4.294031;173.9812;4.311094;35.02916;364.3594;30.54112
4.18215;4.28415;174.7387;4.311313;36.53934;364.3594;30.65288
4.189612;4.289156;173.7425;4.31025;35.11234;364.3556;30.50983
4.198313;4.29825;173.65;4.324625;36.06401;364.3538;30.1923
4.142306;4.256381;175.0475;4.279593;37.14203;364.3538;31.57019
4.144819;4.266881;175.2588;4.274031;36.90787;364.3538;30.54626
4.182863;4.280363;173.7825;4.3065;36.46331;364.3519;30.20698
4.19715;4.295288;175.0475;4.326469;36.31861;364.35;30.32896
4.190681;4.290619;175.16;4.316937;36.46792;364.35;30.58954
4.180969;4.2831;174.805;4.312219;36.53372;364.35;30.63221
4.11315;4.234575;176.6888;4.249;37.5817;364.3481;31.18896
4.189744;4.2867;173.495;4.313594;36.22636;364.3463;30.51992
4.178194;4.275394;174.6925;4.301094;35.80409;364.3463;30.29055
4.187231;4.285462;174.9212;4.308031;35.62772;364.3463;30.07907
4.185712;4.284188;175.3712;4.305469;35.62576;364.3463;30.61345
4.201238;4.303668;174.4187;4.324219;35.81059;364.3463;30.46636
4.176056;4.271306;171.8788;4.292063;35.5015;364.3444;30.32174
4.184325;4.282369;173.8087;4.309531;36.45179;364.3444;30.09862
4.1403;4.254956;175.8763;4.27625;37.58634;364.3425;32.07322
4.186425;4.284544;175.315;4.303969;35.40221;364.3406;30.52422
4.136888;4.251469;175.945;4.272875;37.9081;364.3406;31.91028
4.199512;4.321369;176.575;4.329125;36.81925;364.3406;32.17727
4.19085;4.290506;174.5063;4.31175;35.47672;364.3387;30.63164
4.158881;4.279838;176.2875;4.287594;36.7645;364.3369;30.78414
4.183594;4.281525;173.6625;4.309594;36.37707;364.335;30.37062
4.189369;4.288743;173.8763;4.316594;36.9236;364.335;30.15416
4.189369;4.288875;175.3375;4.321688;36.40027;364.3331;30.61042
4.186744;4.284863;175.0562;4.315531;36.51577;364.3331;30.30314
4.150781;4.2726;175.3187;4.277969;36.25993;364.3331;30.77054
4.19205;4.290019;175.2575;4.320531;36.41085;364.3313;30.44227
4.1826;4.280138;174.7363;4.309875;35.83431;364.3312;30.38809
4.193794;4.292625;174.5525;4.317843;35.94754;364.3294;30.73795
4.200731;4.302844;174.3837;4.327031;35.86031;364.3294;30.50807
4.181531;4.2792;173.7612;4.305687;36.38688;364.3275;30.08435
4.153462;4.2756;175.1963;4.284219;36.28033;364.3275;30.91754
4.183444;4.281188;174.05;4.310281;36.09475;364.3256;30.45217
4.188637;4.285969;173.4512;4.314;36.13834;364.3238;30.34256
4.194731;4.29435;174.0488;4.312125;34.98779;364.3238;30.73153
4.143319;4.254525;175.0213;4.263;35.56519;364.3238;30.69152
4.198256;4.296506;175.7575;4.324718;36.12223;364.3237;30.77872
4.187156;4.289156;174.65;4.313937;36.70395;364.3219;30.40273
4.142981;4.253419;174.9388;4.266125;35.66523;364.32;30.62333
4.066744;4.18725;175.9863;4.201594;37.21097;364.3181;31.06658
4.183763;4.283887;174.075;4.315281;37.03735;364.3163;30.10584
4.201632;4.303762;174.54;4.32375;36.39093;364.3163;30.54975
4.194263;4.293244;175.5238;4.327375;37.14051;364.3144;30.26873
4.185938;4.285388;174.0087;4.317688;37.05425;364.3144;30.06145
4.190119;4.292175;173.9088;4.318875;36.62222;364.3144;30.62881
4.189087;4.290956;174.6;4.322719;36.67402;364.3125;30.30831
4.191506;4.289625;175.2912;4.3215;36.46574;364.3106;30.47839
4.192744;4.292344;174.5338;4.317531;36.14997;364.3106;30.67101
4.190306;4.28835;174.55;4.314375;36.4771;364.3106;30.27222
4.147819;4.269581;175.3363;4.278875;36.29482;364.3069;30.70117
4.181156;4.283062;174.825;4.31275;36.806;364.305;30.57283
4.201181;4.303725;174.4187;4.327406;35.88234;364.305;30.46673
4.175156;4.270406;171.85;4.294531;35.77707;364.3031;30.23683
4.182675;4.279819;173.6938;4.309187;36.41227;364.3031;30.30916
4.181494;4.278713;173.7463;4.3055;36.48182;364.3031;30.14451
4.13985;4.254394;175.8812;4.281281;37.8542;364.3031;32.08492
4.066219;4.186781;176.3375;4.201875;37.29999;364.3031;31.38315
4.183069;4.285331;174.48;4.307312;35.9917;364.3012;30.70936
4.14015;4.254169;175.9112;4.282187;37.62309;364.3012;32.09497
4.183462;4.280944;173.6775;4.311406;36.39309;364.2994;30.46378
4.185956;4.283944;175.3788;4.302719;35.46483;364.2994;30.55212
4.143;4.254619;175.0075;4.262594;35.56701;364.2956;30.74163
4.1388;4.253212;175.8862;4.276531;37.88858;364.2956;31.92545
4.185375;4.283325;173.805;4.309906;36.44838;364.2938;30.19682
4.095562;4.215656;175.5125;4.225;36.77755;364.2938;31.00449
4.159931;4.282575;175.09;4.301281;38.05102;364.2937;30.3777
4.182675;4.282087;174.83;4.310594;36.00262;364.2919;30.33319
4.174556;4.269225;171.8925;4.297937;35.73779;364.2881;30.18898
4.190869;4.289306;175.26;4.315125;36.4508;364.2881;30.52873
4.140544;4.254525;175.8412;4.279875;37.58692;364.2863;32.01054
4.188281;4.288312;174.5313;4.319219;36.65674;364.2844;30.4233
4.184869;4.284206;174.105;4.304531;35.46011;364.2844;30.78214
4.193944;4.295625;173.7337;4.318844;36.2007;364.2844;30.46228
4.197356;4.2957;175.11;4.323438;36.32365;364.2825;30.42197
4.139775;4.254037;175.7813;4.280437;37.60895;364.2825;32.07513
4.185657;4.28415;175.4175;4.308781;35.68687;364.2806;30.74483
4.18845;4.287244;175.3575;4.306406;35.35843;364.2787;30.66048
4.18365;4.285069;174.79;4.316813;36.69682;364.2787;30.4633
4.180838;4.280906;174.8987;4.306375;36.00645;364.2769;30.28639
4.187081;4.284769;175.0625;4.313062;36.54525;364.2712;30.32259
4.185919;4.285013;175.0938;4.309625;36.55064;364.2694;30.34931
4.195275;4.29615;173.9713;4.323406;36.67442;364.2694;30.465
4.137881;4.252106;175.8562;4.277406;37.83976;364.2694;31.92463
4.141613;4.253681;175.1113;4.262094;35.62869;364.2675;30.72238
4.200562;4.300125;175.7337;4.326468;35.82292;364.2656;30.79515
4.192725;4.294575;173.9088;4.322625;36.55064;364.2656;30.47895
4.173788;4.268025;172.09;4.304187;37.21504;364.2638;30.07303
4.183612;4.283306;174.8763;4.307063;35.87752;364.2638;30.44993
4.1919;4.291369;174.5437;4.314938;35.46277;364.2638;30.61435
4.193831;4.2939;174.1113;4.311563;35.09982;364.2638;30.75997
4.197712;4.297313;173.6512;4.325875;36.07086;364.2637;30.27819
4.173488;4.267369;172.1038;4.309937;37.19883;364.2619;29.98243
4.193794;4.292606;175.2;4.323844;36.38009;364.2619;30.57456
4.186256;4.285031;175.4825;4.311438;35.91039;364.2581;30.61859
4.184438;4.284187;174.255;4.315563;37.19923;364.2581;30.24744
4.186144;4.283831;175.495;4.312562;36.05411;364.2563;30.71727
4.186275;4.28595;174.5813;4.31275;36.58961;364.2563;30.32778
4.199381;4.298325;173.65;4.324125;36.03899;364.2563;30.4317
4.203131;4.305713;174.4438;4.327719;35.80489;364.2563;30.68814
4.143431;4.254506;175.165;4.264406;35.59013;364.2563;30.76561
4.183125;4.284488;174.82;4.313656;36.71267;364.2544;30.72034
4.185431;4.283925;175.4913;4.310531;36.12597;364.2525;30.62104
4.200938;4.299337;175.57;4.323906;35.76527;364.2525;30.89773
