K5F5.PV;K5F6X.PV
27.05955;20.31679
27.05935;19.41048
27.05893;19.68025
27.05876;19.66949
27.05847;20.29595
27.05813;22.38917
27.05755;22.01099
27.05749;21.74046
27.0572;19.77311
27.0567;20.50758
27.05668;22.0591
27.05648;21.47205
27.05569;19.74382
27.0556;22.28191
27.05543;21.71036
27.05531;19.87
27.05509;20.85546
27.05498;21.51322
27.05438;21.69345
27.05436;19.25693
27.05427;20.75796
27.05354;19.29275
27.05317;21.92399
27.05186;22.23388
27.05151;20.73977
27.05144;20.16337
27.05144;22.18228
27.0514;19.74736
27.05135;19.49224
27.05133;19.7488
27.05132;21.76132
27.05115;22.5474
27.05095;22.22616
27.05059;19.56115
27.05055;21.58725
27.05029;19.85733
27.04976;22.50277
27.04888;21.09444
27.04816;19.47228
27.04806;20.33642
27.04717;19.42361
27.04652;19.10682
27.04587;21.61366
27.04572;22.22233
27.04544;21.58
27.04466;20.52946
27.0443;19.37486
27.04317;20.83236
27.04258;19.67201
27.04155;19.43795
27.04149;19.37117
27.04141;21.81393
27.03996;19.35368
27.03993;21.96817
27.03869;20.35793
27.0386;19.5033
27.0383;19.56431
27.03821;19.89483
27.03816;22.19607
27.03806;18.96305
27.0379;20.69457
27.03779;21.59159
27.03763;20.57387
27.03689;22.41542
27.03682;19.51642
27.03608;20.14127
27.03558;22.0261
27.03477;19.51172
27.03399;19.20759
27.03374;22.28932
27.03369;20.8107
27.03368;20.09106
27.03352;20.04288
27.03309;19.54365
27.03306;20.66741
27.033;21.97328
27.03278;21.96866
27.03197;22.03972
27.03104;19.80745
27.03037;19.1149
27.02979;20.14982
27.0282;20.69523
27.02764;19.83019
27.02725;21.78369
27.02687;21.60823
27.02603;20.49906
27.02598;19.96122
27.02583;21.67392
27.02561;20.77232
27.02556;20.92351
27.02511;19.61714
27.02485;19.46642
27.02484;19.3636
27.02469;19.76118
27.02456;19.30542
27.02349;19.04668
27.02243;20.4782
27.02235;22.0255
27.02199;21.20876
27.02185;21.22837
27.02067;21.84388
27.02016;19.44878
27.0194;21.89299
27.01932;19.95775
27.01908;19.64625
27.01814;20.20638
27.01781;21.68846
27.01674;20.83161
27.0165;21.63266
27.01577;22.05682
27.01539;19.5105
27.01466;20.01359
27.01463;21.58627
27.01462;19.99901
27.01435;21.99721
27.01429;19.28968
27.01375;19.96855
27.01314;19.57163
27.01309;19.29439
27.01305;19.39647
27.01305;19.43107
27.01301;19.82856
27.01284;22.05126
27.01251;19.5398
27.01221;21.66945
27.0118;19.77257
27.01169;22.11182
27.01127;21.83718
27.01091;21.60874
27.01048;22.29141
27.01022;19.11945
27.00978;19.46784
27.0097;21.58353
27.00967;20.31842
27.00947;22.13066
27.00885;19.58872
27.00862;20.73502
27.00815;19.23275
27.00752;19.95377
27.00617;21.68609
27.0052;18.14412
27.00454;20.3698
27.00452;20.56349
27.00437;19.70628
27.00435;21.82282
27.00426;21.75445
27.00314;19.90039
27.00298;20.77545
27.00274;21.87692
27.00241;21.98998
27.00232;21.40501
27.00229;21.76324
27.00203;19.965
27.00194;21.80608
27.00125;21.79862
27.00099;19.02565
27.00069;20.67678
27.00052;19.55386
26.9997;22.08323
26.99892;21.58981
26.99881;22.22301
26.99876;20.09809
26.99841;21.67124
26.99835;20.25704
26.99675;19.33757
26.99651;21.81367
26.99636;19.65689
26.9962;19.61169
26.99611;21.88854
26.99608;21.58813
26.99604;20.87905
26.99515;21.71154
26.99349;20.14352
26.9929;20.64301
26.99275;21.71029
26.99229;22.35785
26.99176;18.78604
26.98927;20.22528
26.98904;19.52087
26.98882;22.023
26.98764;19.47429
26.98763;20.28629
26.98751;20.25204
26.98721;20.00454
26.98661;19.51674
26.9864;20.12567
26.98621;19.54158
26.98599;20.76528
26.98591;19.41652
26.98551;20.73532
26.98494;19.62243
26.98465;21.74532
26.98381;20.15374
26.98348;21.88088
26.98319;19.9324
26.98264;19.97154
26.98214;20.02808
26.98197;20.5474
26.98157;20.5834
26.98143;22.21199
26.98117;19.48991
26.98089;19.40493
26.98089;20.87918
26.98081;19.64673
26.98055;21.73894
26.98037;18.26679
26.98029;22.1134
26.98009;20.59939
26.97993;22.06608
26.97976;19.3116
26.97881;19.41295
26.97857;21.90246
26.97828;18.90115
26.97797;22.40077
26.97791;19.90648
26.97771;19.38726
26.97638;22.03569
26.97625;19.6299
26.97548;21.99495
26.97412;21.59979
26.97345;19.34535
26.97323;19.05587
26.97299;20.52772
26.97249;20.56725
26.97195;19.21805
26.97193;21.77703
26.9712;20.1956
26.97069;22.03806
26.96941;21.61573
26.96931;21.63104
26.96926;20.61551
26.96923;21.9794
26.96887;22.03727
26.96823;19.67159
26.96807;19.78638
26.968;19.69436
26.96754;20.79961
26.96639;22.23677
26.96595;18.9395
26.96514;20.81875
26.96166;21.96434
26.96036;20.12796
26.96033;20.88022
26.96001;22.40918
26.95941;20.82509
26.95883;20.63908
26.95845;21.75275
26.95795;21.49245
26.95783;20.24332
26.95731;19.56649
26.95722;20.1025
26.95714;19.44513
26.9571;21.8024
26.95693;20.58651
26.95666;21.70311
26.95663;19.27486
26.9565;19.40406
26.95638;20.68232
26.95634;19.3952
26.9563;20.87945
26.95622;19.25438
26.95542;19.82671
26.95522;19.41174
26.95433;22.51539
26.95407;20.85471
26.95382;21.6888
26.95291;19.50154
26.95236;21.70885
26.95111;22.15334
26.95107;21.55903
26.95101;19.54787
26.95099;19.04362
26.95088;21.90128
26.95059;19.1214
26.95057;21.7464
26.95049;21.82376
26.95043;20.20425
26.94955;21.81813
26.94934;19.77891
26.94907;21.49144
26.94891;20.85362
26.94837;19.47989
26.94818;21.68674
26.9474;19.44487
26.9462;21.5675
26.94608;19.68337
26.94533;21.69792
26.94533;21.97363
26.94493;19.01715
26.94464;23.28118
26.94445;21.93616
26.9441;19.34909
26.94358;20.21061
26.94333;18.6397
26.94329;21.91427
26.94314;21.98206
26.94277;21.46783
26.94228;21.89806
26.94204;21.81412
26.94193;19.97621
26.94136;21.72614
26.93996;20.57534
26.93987;22.03619
26.93962;21.5397
26.93924;20.25987
26.93905;19.2505
26.93776;20.6901
26.93733;21.99756
26.9368;19.81446
26.93671;19.76993
26.9367;19.89225
26.93657;20.05149
26.93645;19.38263
26.9362;21.77275
26.93604;19.51061
26.9353;19.93523
26.93501;22.16514
26.93415;19.27144
26.93369;20.53924
26.93355;19.13725
26.93352;19.5717
26.93276;19.42176
26.93204;19.45615
26.93203;19.24648
26.93185;19.84491
26.93158;19.39866
26.93072;20.54681
26.9306;21.59378
26.93027;21.77638
26.93008;22.21151
26.92977;19.56236
26.92962;20.63243
26.92957;19.11638
26.92949;20.87932
26.92938;19.57635
26.92827;19.34421
26.92819;19.74268
26.92807;22.04727
26.92781;21.91784
26.92737;19.43487
26.92644;22.03275
26.92618;19.60585
26.92582;21.82144
26.92488;19.96361
26.92418;19.29888
26.9238;19.31013
26.92376;22.252
26.92374;21.60723
26.92359;21.2202
26.92282;19.37328
26.92266;20.29598
26.92219;19.47764
26.92218;22.11354
26.92218;20.64941
26.92194;20.43785
26.92176;21.13336
26.92127;19.68931
26.92118;19.17757
26.92052;19.82447
26.9197;19.1447
26.91954;21.66919
26.91895;20.38335
26.9184;21.42579
26.91825;19.74453
26.91811;19.63729
26.91779;19.54349
26.91652;19.741
26.91574;20.58638
26.91505;22.10462
26.91486;19.94266
26.91462;21.83751
26.91436;21.99867
26.9141;20.71405
26.91409;19.29737
26.9134;21.70157
26.91311;20.34625
26.91307;22.00697
26.91249;19.84578
26.91238;22.05497
26.91206;21.94752
26.9119;19.61551
26.91105;19.16863
26.91099;21.61043
26.91091;21.98785
26.91077;19.27914
26.91042;19.2422
26.90995;20.58975
26.90965;21.94544
26.9094;21.99157
26.90939;20.65896
26.90886;21.85707
26.90886;19.5198
26.90861;19.53798
26.90824;20.47528
26.90772;22.66858
26.90703;21.50249
26.90686;19.44199
26.90653;21.60932
26.90559;22.37691
26.90512;19.48093
26.90474;19.72495
26.90367;19.43362
26.90355;19.52296
26.90314;22.08834
26.90239;20.76456
26.90182;21.71724
26.90144;19.37761
26.90076;19.77594
26.90039;19.60866
26.90007;19.12886
26.89977;21.96395
26.8987;20.47237
26.89835;20.74913
26.89823;19.17309
26.89818;22.15193
26.89766;19.45781
26.89704;20.31548
26.89677;19.48323
26.89643;19.38657
26.89642;22.08462
26.89636;21.66212
26.89596;19.49492
26.89581;20.72884
26.8957;21.62419
26.89544;19.85859
26.89432;22.26696
26.89403;21.61162
26.8939;20.92792
26.89355;20.42211
26.89323;21.95694
26.89313;21.72775
26.8929;19.60209
26.89099;21.97326
26.88969;21.50497
26.88967;21.71058
26.88926;19.56531
26.88856;21.62043
26.88848;21.79112
26.88761;21.76142
26.88727;21.86921
26.88715;21.71372
26.88588;21.01368
26.88558;19.70116
26.8852;21.79896
26.88504;19.32664
26.88494;19.50383
26.88417;21.89712
26.88394;19.19498
26.88384;19.44592
26.88355;21.67735
26.88313;19.9829
26.88272;19.74276
26.88253;21.70554
26.88243;19.66999
26.88215;21.83343
26.88203;20.83725
26.88178;19.26239
26.88165;19.47829
26.88142;21.85916
26.88134;19.49052
26.88122;22.03017
26.88099;19.14799
26.87992;20.33355
26.87943;21.25785
26.87934;19.19066
26.87875;20.89541
26.87844;21.60624
26.87827;21.71692
26.87813;20.24265
26.87805;21.92496
26.87795;22.14557
26.87737;20.27766
26.8767;20.61979
26.87606;19.6849
26.87485;19.48123
26.87393;20.45826
26.87358;21.74137
26.87297;21.54307
26.87252;19.83806
26.8721;20.55077
26.87209;19.37264
26.87177;21.62352
26.87116;19.76011
26.86996;21.85336
26.86996;19.64217
26.86916;19.86092
26.86868;21.69178
26.8686;21.3206
26.86806;21.66532
26.86729;22.07497
26.86551;21.73769
26.86541;21.75729
26.86537;19.42894
26.86518;21.73376
26.86454;21.8741
26.86433;20.54423
26.86399;19.20453
26.86351;22.28785
26.86339;19.46143
26.86203;19.26066
26.86143;22.17251
26.86138;22.19959
26.86126;22.08884
26.85955;19.60769
26.85935;19.77686
26.85935;20.51156
26.85903;19.64311
26.85893;21.88443
26.85872;19.47887
26.85806;20.02319
26.85787;19.95316
26.8578;20.88758
26.85769;19.63807
26.85745;19.25089
26.85729;21.23487
26.85718;18.99331
26.857;22.26613
26.85628;20.58846
26.85529;20.41142
26.85512;19.48071
26.85413;19.55035
26.85375;20.90168
26.85369;19.54719
26.85356;18.9572
26.8527;19.69019
26.85251;19.20237
26.85196;21.64784
26.85104;19.05985
26.85079;19.38193
26.85059;21.9848
26.8493;21.09634
26.84927;20.4561
26.84877;19.51989
26.84828;20.36278
26.84776;19.85453
26.84734;19.71872
26.84721;21.63633
26.84674;21.69884
26.84641;20.75534
26.84559;19.24802
26.8454;19.60512
26.84517;19.59809
26.845;19.5665
26.84418;20.73809
26.84398;19.7977
26.84209;19.86506
26.84191;19.97199
26.84188;19.9059
26.84168;22.13272
26.84072;20.34457
26.84066;22.31947
26.83967;21.96665
26.83953;19.29607
26.838;19.52619
26.83788;20.5895
26.83742;22.2983
26.83713;19.20687
26.8367;21.4373
26.83632;20.17381
26.83602;22.19393
26.83501;19.69878
26.83424;19.43828
26.83334;20.45192
26.83299;20.80669
26.8329;20.12414
26.83223;21.05739
26.83211;18.64302
26.83159;21.61312
26.83152;19.50054
26.8314;18.63078
26.83087;21.60958
26.83064;19.26582
26.83058;19.57188
26.83036;19.68537
26.82974;21.90874
26.82957;22.03058
26.82954;21.80097
26.82936;21.64175
26.82932;19.49908
26.82927;18.98003
26.82924;19.11356
26.82916;19.43843
26.829;19.45171
26.82893;20.51794
26.82881;19.7479
26.82689;21.78166
26.82673;19.22846
26.82669;20.08538
26.82662;21.78712
26.82625;20.50961
26.82603;19.69044
26.826;21.6898
26.82572;22.58721
26.82568;21.69529
26.82548;21.24036
26.82525;19.32158
26.82439;20.26665
26.82397;22.2355
26.82374;20.30408
26.82332;20.60792
26.82325;20.67769
26.8225;19.47902
26.82239;19.38197
26.82237;21.9171
26.82194;20.80371
26.82189;20.65034
26.82183;19.86055
26.82104;22.0235
26.82047;20.64012
26.82021;21.93381
26.81991;19.34859
26.81985;21.80061
26.81962;19.32494
26.81913;19.41366
26.81896;21.45916
26.8187;18.94188
26.81852;19.67702
26.81829;21.80519
26.81721;21.24417
26.81721;19.71731
26.81584;19.32038
26.81569;19.93223
26.81491;19.87986
26.81413;19.55862
26.81385;21.99938
26.81367;22.30577
26.81331;21.93505
26.81296;19.41551
26.81258;19.25343
26.81135;21.61611
26.81134;21.866
26.81087;22.00179
26.81071;19.46382
26.81062;19.39244
26.81045;19.20381
26.80998;22.14529
26.80925;19.50664
26.8089;19.73239
26.80873;19.84198
26.80832;19.29766
26.80787;19.61662
26.80772;19.54874
26.80763;19.25885
26.80674;20.22887
26.80657;19.82741
26.80611;21.9078
26.80598;21.39235
26.80558;19.37139
26.8053;19.71819
26.80515;18.77884
26.80478;19.25446
26.80454;20.59195
26.8045;18.90438
26.80379;19.45768
26.80301;22.09413
26.80225;22.45077
26.80218;19.55085
26.80214;20.76183
26.80173;20.31516
26.80158;19.42011
26.80143;22.20469
26.80139;21.94604
26.8009;19.5853
26.80065;21.71075
26.7998;21.62131
26.79968;19.51006
26.79956;19.80482
26.79945;19.37434
26.79938;20.3828
26.7988;20.29192
26.79828;18.12991
26.79807;19.33491
26.79799;19.58662
26.79797;21.39652
26.7977;21.69102
26.79748;19.58623
26.79735;19.56294
26.7973;19.77213
26.79712;19.70798
26.79695;21.78202
26.79631;19.27838
26.79622;22.16282
26.79588;19.37811
26.79572;19.34614
26.79564;22.18105
26.79536;19.86425
26.79504;19.65196
26.79465;21.98945
26.79378;21.91412
26.79376;19.6791
26.79346;20.42981
26.79282;21.23709
26.79273;19.81203
26.79272;21.64511
26.79162;20.31727
26.79133;19.96703
26.79126;20.26056
26.79023;21.90608
26.79021;22.49008
26.78996;21.72031
26.78993;21.38852
26.78975;19.03753
26.78963;22.11867
26.78949;21.57938
26.78888;21.89882
26.78864;21.46951
26.78856;21.81982
26.78852;21.8102
26.78823;19.14975
26.78819;21.77297
26.78767;19.71499
26.7875;19.62125
26.78729;19.56639
26.78689;21.79891
26.78619;19.44829
26.78553;21.61769
26.78536;19.15756
26.785;19.7613
26.78464;22.23081
26.78461;19.37572
26.78437;21.82844
26.78328;21.17156
26.78277;21.93467
26.78221;19.94512
26.78179;19.49444
26.78174;22.1915
26.78102;19.78046
26.78015;19.41723
26.77974;19.59626
26.77971;22.04812
26.77966;21.74864
26.77945;22.18785
26.77938;19.34694
26.77932;19.4865
26.77927;19.60991
26.77914;20.68997
26.77848;20.10454
26.77848;19.78005
26.7784;21.74442
26.77802;21.79991
26.77797;21.37444
26.7779;20.70103
26.77768;19.49737
26.77663;19.36813
26.77582;19.3094
26.77445;19.48823
26.77415;22.34753
26.77341;21.00468
26.77316;21.77145
26.77267;22.09397
26.77261;19.61397
26.77256;21.74374
26.77239;19.56657
26.77234;19.957
26.77214;19.7413
26.77187;21.02096
26.77166;19.67916
26.77131;20.07878
26.77101;22.01482
26.77069;21.71024
26.7702;21.78862
26.7701;19.26823
26.76975;21.721
26.76953;19.25286
26.7694;19.88566
26.7694;19.24289
26.76935;19.48629
26.76917;19.14368
26.7691;19.73352
26.76821;19.69391
26.7681;19.59059
26.76753;19.38492
26.76749;22.13229
26.76742;21.86595
26.76722;18.26622
26.76502;21.88834
26.76491;21.1307
26.76383;18.39554
26.76376;20.48119
26.76317;21.76309
26.76303;20.93568
26.7627;20.60582
26.76249;19.25151
26.76178;21.89523
26.76165;19.5611
26.76152;20.45738
26.76145;19.41565
26.76136;22.24734
26.76082;21.81366
26.76042;21.8633
26.75995;21.75517
26.7599;19.40928
26.7591;21.75564
26.759;19.8713
26.75888;21.88285
26.75859;21.62479
26.75838;20.13609
26.75673;21.39799
26.75648;19.29805
26.75647;21.75252
26.75601;22.05847
26.75596;20.25146
26.75588;21.79021
26.75553;20.66006
26.75537;19.38861
26.75535;20.55666
26.75492;19.32834
26.75476;19.54678
26.75474;20.45363
26.7537;20.88956
26.75286;19.68553
26.75253;19.27601
26.75228;19.64429
26.752;22.23394
26.75199;18.79863
26.75145;21.58649
26.75106;19.31041
26.75095;22.05003
26.75086;19.31598
26.75067;18.52957
26.7505;19.6671
26.75045;20.52231
26.75042;19.60772
26.75036;20.33092
26.74904;20.56492
26.74891;22.06771
26.74862;21.5731
26.74856;21.85592
26.74799;21.62948
26.74796;19.8247
26.74795;20.36555
26.74753;21.59508
26.74741;20.06362
26.74693;19.79322
26.74689;19.61958
26.74659;21.71227
26.74644;19.40307
26.74637;20.95883
26.74617;21.54167
26.74531;20.53828
26.7452;19.56359
26.74501;21.97348
26.745;21.50508
26.74479;20.53997
26.74426;20.55919
26.7438;19.32115
26.74361;20.14791
26.74353;19.73301
26.74307;19.68163
26.743;21.88862
26.74269;19.4911
26.74239;20.75322
26.7423;22.13387
26.74219;21.775
26.74122;19.81699
26.73928;20.70336
26.73902;19.45059
26.73862;22.02058
26.73743;21.76688
26.73727;20.42337
26.7369;19.48454
26.7368;19.65064
26.73555;19.25087
26.73531;21.64753
26.73524;22.00281
26.73504;20.71178
26.7342;20.34299
26.73374;19.63807
26.73304;19.55265
26.73282;21.80369
26.73269;19.26248
26.73263;22.08258
26.73242;20.6847
26.73227;21.02362
26.73208;21.87032
26.73115;21.71214
26.73069;21.55191
26.73029;21.6088
26.72959;19.53436
26.72949;22.24447
26.7294;19.88581
26.72926;21.66329
26.72915;21.77902
26.72865;19.43886
26.72834;19.99075
26.72667;21.66133
26.7266;20.31411
26.72647;21.47569
26.7257;20.49968
26.72569;19.42264
26.72554;20.29597
26.7253;19.3293
26.72469;19.51942
26.72433;18.62107
26.72376;19.68982
26.72363;21.93127
26.72252;20.79535
26.72105;18.97927
26.72013;19.84143
26.72006;19.65259
26.71966;19.07988
26.71866;19.72395
26.7186;22.02647
26.71809;20.55606
26.71683;20.72983
26.71679;20.52031
26.71631;20.97723
26.71616;22.12403
26.71573;20.59175
26.71569;19.18635
26.71453;21.91024
26.71436;20.93662
26.71432;19.93104
26.71428;20.9505
26.71425;19.77884
26.71422;21.14787
26.7142;19.86583
26.71366;20.37555
26.71365;19.66974
26.71353;19.30807
26.71286;21.70628
26.71246;21.93542
26.71162;20.77011
26.70994;19.18447
26.70962;20.50473
26.70918;19.35262
26.70853;18.11895
26.7083;21.33541
26.70792;19.48617
26.7078;18.35826
26.70708;19.08477
26.7069;19.49457
26.70681;19.46328
26.70653;19.62053
26.70587;20.18423
26.70535;21.76479
26.70525;20.00571
26.70507;19.43599
26.70436;18.82318
26.70367;22.36798
26.70343;19.4132
26.70335;22.06736
26.70301;19.48374
26.70228;20.50924
26.70207;22.16464
26.70201;22.25522
26.70181;19.63528
26.70134;21.48028
26.70086;19.31188
26.70001;22.0031
26.69972;19.76405
26.69908;20.30279
26.69877;21.96545
26.69875;20.07863
26.69874;21.89998
26.69866;21.93769
26.69862;19.61617
26.69795;21.95927
26.69783;22.794
26.69751;21.9052
26.69687;19.59102
26.69678;22.95613
26.69671;19.87435
26.6967;19.61441
26.69624;21.83581
26.69544;22.07305
26.69523;19.73928
26.69504;19.51404
26.69436;19.65178
26.69374;21.89947
26.69342;19.77698
26.69333;20.5281
26.69319;20.0345
26.69296;20.41985
26.69282;20.59142
26.69276;19.78666
26.69243;19.36875
26.69235;19.47803
26.69159;19.73089
26.69147;22.04858
26.69129;19.6904
26.69106;21.4904
26.69071;19.60073
26.69058;20.26125
26.69;21.32633
26.68981;19.5502
26.68881;19.60642
26.68808;20.96073
26.68783;20.41359
26.68759;20.44247
26.68731;19.53873
26.68728;19.57887
26.68653;19.09603
26.68602;22.32088
26.6851;19.33511
26.68508;20.0013
26.68494;20.29923
26.68459;19.47894
26.68442;19.95469
26.6844;19.41177
26.68403;19.65762
26.68391;21.08887
26.68375;19.45789
26.68358;21.99081
26.68295;20.79586
26.68209;19.48582
26.68165;20.45978
26.68164;20.26976
26.6814;19.49487
26.68098;19.38421
26.6808;20.46679
26.68073;19.78755
26.6802;20.04375
26.67998;19.26482
26.67952;20.30481
26.67904;21.75043
26.67877;20.88737
26.67854;20.48877
26.6785;20.59542
26.67775;19.57677
26.67741;19.70747
26.67735;21.88452
26.67717;19.58096
26.677;19.55066
26.67671;19.77704
26.67667;21.56723
26.67646;19.42174
26.67641;21.89257
26.6759;20.19626
26.67584;20.87601
26.67583;19.32334
26.67488;20.58095
26.67449;19.52134
26.67391;20.07661
26.67381;19.50145
26.67372;21.70985
26.67342;19.53008
26.67322;20.83428
26.67272;19.81507
26.67237;19.45059
26.67232;21.76226
26.67216;22.15268
26.67172;21.45275
26.67154;21.71059
26.67146;19.283
26.67136;19.93546
26.67074;19.51421
26.6707;20.04443
26.67066;20.2093
26.67058;22.11509
26.66982;21.89806
26.66913;19.20434
26.66893;22.04814
26.66873;19.73379
26.66864;19.18169
26.6678;19.55533
26.66759;19.56856
26.66751;20.41254
26.66545;19.97651
26.66459;20.74557
26.66431;19.18027
26.66417;20.64619
26.66414;19.7517
26.66399;19.37842
26.66387;19.2386
26.66316;19.42696
26.66248;20.55988
26.66246;21.80186
26.66182;19.21102
26.66168;19.32932
26.66087;20.25172
26.66066;19.19119
26.6597;22.23379
26.65962;19.28517
26.65907;21.68903
26.6586;19.13818
26.65838;20.06393
26.65838;19.7196
26.65767;20.52036
26.65767;19.85301
26.65746;19.66154
26.65743;21.77043
26.65726;19.20063
26.65724;19.35228
26.65709;19.18397
26.65672;19.33649
26.65638;19.33408
26.65505;19.62697
26.65457;20.45964
26.65447;20.24249
26.65415;19.16531
26.65386;19.60536
26.65385;19.70945
26.6537;20.44261
26.65298;19.40112
26.65294;19.46476
26.65289;19.56112
26.65282;20.8716
26.65256;22.01621
26.65227;20.82557
26.65224;21.80747
26.65198;19.68394
26.65182;21.48909
26.65182;19.72078
26.65169;21.71259
26.65115;22.03848
26.6509;22.14697
26.65084;20.88016
26.65013;20.90257
26.64976;19.77144
26.64953;19.57585
26.64943;19.46547
26.64922;19.50446
26.64805;22.3671
26.64723;20.29141
26.64704;20.82236
26.64642;20.37955
26.64641;20.83204
26.64581;20.5491
26.64539;19.51838
26.64507;19.56268
26.64458;20.73552
26.64444;19.78546
26.64414;19.54517
26.644;20.56225
26.64399;20.94192
26.64345;21.71212
26.64343;20.92274
26.64283;19.645
26.6428;22.39877
26.64247;22.2044
26.64178;20.5889
26.64155;19.32332
26.64137;19.25348
26.64077;19.6107
26.6406;19.74731
26.64039;19.66915
26.64024;19.17739
26.6401;19.17567
26.6392;20.97649
26.63845;21.13441
26.63828;20.37063
26.63812;20.54125
26.6376;19.43762
26.63755;19.39907
26.63682;19.68349
26.63658;20.34778
26.63638;22.1715
26.63634;21.75699
26.63548;19.17672
26.6353;21.59611
26.63496;18.95738
26.63486;20.70477
26.6346;19.66927
26.63428;19.62519
26.63423;20.86727
26.63381;20.68091
26.63379;19.70346
26.63378;20.34301
26.63348;19.98954
26.6334;19.27111
26.63306;21.64221
26.63233;19.44848
26.63224;21.18355
26.63212;19.51226
26.63198;19.64657
26.63003;18.1239
26.6291;19.21173
26.62884;19.96821
26.62859;21.96275
26.62836;19.79392
26.62739;19.32325
26.62664;18.8515
26.62559;19.82539
26.62483;19.53373
26.62437;19.53464
26.62307;19.56465
26.62246;19.55448
26.62232;20.69638
26.62225;20.45902
26.62187;21.44885
26.62159;19.63914
26.62143;21.6772
26.62082;18.22648
26.6208;19.42984
26.62051;19.61714
26.62048;19.6573
26.61873;19.42962
26.61865;20.71021
26.61831;19.981
26.61825;21.46949
26.61824;19.70721
26.61815;20.37201
26.61796;19.76999
26.61781;19.28885
26.61778;21.83307
26.61652;19.00576
26.61598;20.00165
26.61586;20.40978
26.61477;21.44824
26.6142;20.64125
26.61407;20.06097
26.61339;18.05979
26.61286;19.56006
26.61284;19.37916
26.61242;20.12857
26.61217;21.91061
26.61171;18.0011
26.61109;21.84959
26.61083;19.69478
26.61068;20.41199
26.61013;19.21804
26.61004;20.12044
26.60953;19.82874
26.609;21.75399
26.60865;20.19159
26.60832;19.59064
26.60827;19.63476
26.60759;19.92362
26.6073;20.36901
26.60715;20.59205
26.60698;21.93187
26.6067;20.47668
26.6066;21.68799
26.60636;19.57095
26.60625;19.89464
26.60603;19.70562
26.60543;19.31519
26.60513;21.57832
26.60339;20.75653
26.60236;19.55094
26.60215;20.50528
26.6017;21.01332
26.60149;21.88964
26.60118;20.72298
26.60098;19.43622
26.60081;21.65779
26.59947;20.48344
26.59936;20.65612
26.59902;20.62727
26.59814;22.05359
26.59764;21.97251
26.59743;21.92861
26.59708;18.18436
26.59578;19.37115
26.59517;19.88927
26.59502;21.81579
26.59441;20.76446
26.59426;19.19483
26.5938;19.62942
26.59344;20.78971
26.59343;19.04354
26.59314;19.87424
26.59277;20.82808
26.59261;18.25051
26.5926;22.00781
26.59241;20.82815
26.59218;20.22084
26.59204;21.38554
26.5915;22.04028
26.59122;19.2915
26.59057;22.21519
26.59044;19.33591
26.5903;19.47369
26.59005;20.16567
26.5896;20.56225
26.58926;18.94771
26.58886;20.08541
26.58876;21.30637
26.58875;20.39046
26.58842;21.8564
26.58821;19.99849
26.58731;19.52098
26.58602;20.90948
26.58555;21.58314
26.58528;21.96939
26.58508;21.71817
26.58464;19.75779
26.58395;21.71123
26.58371;19.89191
26.58344;19.44972
26.58332;21.95711
26.58306;20.00027
26.58292;21.95225
26.58207;19.70241
26.58133;19.31695
26.58078;19.77991
26.58076;20.92051
26.58063;20.63369
26.58061;19.80408
26.58022;20.62548
26.57969;21.63293
26.57956;19.47373
26.57953;20.54802
26.57939;18.70743
26.57892;20.02208
26.57873;21.98108
26.57815;19.2167
26.57807;20.30661
26.57792;21.41744
26.57788;19.53888
26.5778;21.90897
26.57736;20.11135
26.57672;19.69285
26.57646;20.53814
26.57623;19.5152
26.57561;19.32281
26.57547;19.96919
26.57542;19.68817
26.57479;19.66813
26.57474;19.43649
26.57439;19.55281
26.57421;22.06136
26.57421;18.20889
26.57402;21.41371
26.5739;20.73768
26.57365;19.37446
26.57291;19.67219
26.57262;19.48278
26.5726;21.72526
26.57242;19.43445
26.57236;22.19566
26.57194;20.01036
26.57192;22.23851
26.5717;19.85079
26.57144;20.07715
26.57135;20.47108
26.57121;19.85634
26.57015;20.37138
26.56954;19.58463
26.569;20.62831
26.56857;19.27986
26.56775;19.75692
26.56754;19.24202
26.56733;19.75093
26.56645;18.61393
26.56568;19.64064
26.56548;21.7456
26.56513;21.31331
26.565;19.76694
26.56455;19.52043
26.56454;19.51381
26.56443;21.4866
26.5644;21.7192
26.564;19.6321
26.56391;21.01838
26.5633;19.32276
26.56277;20.87796
26.56248;19.43042
26.56218;19.27188
26.56174;19.42417
26.56157;19.41011
26.56079;22.23315
26.56073;19.44
26.56071;21.85865
26.55978;20.44976
26.55975;19.36548
26.55964;19.54313
26.5593;19.13498
26.55878;20.22437
26.55679;21.9991
26.55605;18.89826
26.55573;19.47533
26.55544;19.61045
26.55529;19.69395
26.55525;20.91904
26.55523;19.21701
26.55515;21.81387
26.55498;19.66222
26.55364;19.89567
26.5527;20.43614
26.55253;20.04341
26.55252;19.64919
26.55244;19.06766
26.55236;19.81436
26.5523;19.97587
26.55229;19.65959
26.55172;18.44771
26.55117;19.5662
26.55085;19.59012
26.55074;21.73966
26.55069;20.01944
26.55048;19.29245
26.55025;20.53882
26.55019;20.5328
26.54995;21.96941
26.54972;19.28287
26.54929;19.29115
26.54911;21.72658
26.54886;20.40136
26.54837;19.62429
26.54836;18.806
26.54767;21.95631
26.54742;20.5289
26.54709;19.46607
26.54694;20.096
26.54601;20.61439
26.5458;19.45411
26.54549;19.82481
26.54539;19.38417
26.5453;20.53543
