K5L1_2.PV;K5F5.PV;K5F6X.PV
6.658312;37.28574;29.76859
6.657656;23.44594;18.18716
6.657;23.28988;19.93956
6.655687;27.53111;21.18103
6.654375;28.07733;21.37525
6.654375;24.53633;19.44423
6.653062;27.19426;21.42159
6.65175;22.82962;18.1827
6.651094;25.30354;19.44373
6.649781;24.00735;18.23027
6.648797;31.88563;25.31061
6.648797;24.76326;18.02341
6.64814;27.87606;21.23821
6.64814;22.86205;18.12717
6.647812;21.90515;18.42212
6.647484;34.68047;28.03458
6.6465;27.71582;20.50868
6.644859;27.22097;21.46263
6.644531;23.44668;18.10741
6.644531;25.11919;19.11924
6.642562;23.37602;18.44335
6.637312;33.24743;25.37283
6.637312;26.54021;20.08707
6.636984;24.61201;20.65855
6.636328;23.7875;19.33241
6.636;24.18801;19.28174
6.635672;23.88892;19.47728
6.635344;25.02842;19.42495
6.635344;32.37819;27.6668
6.634687;27.69062;22.18537
6.631406;25.66715;20.14287
6.630422;34.8786;27.57169
6.628453;25.99386;20.10646
6.627469;25.18396;19.52378
6.627141;27.28108;21.41911
6.6255;22.31964;17.72478
6.624187;25.1081;19.47263
6.623531;31.63058;23.34837
6.622875;23.60313;18.29463
6.622547;22.86615;18.11014
6.622219;25.37654;19.57682
6.622219;33.10143;27.41113
6.620906;24.26447;18.22253
6.62025;34.21167;27.70135
6.619922;22.68699;18.31442
6.619594;22.23926;19.59947
6.618281;23.72926;17.95686
6.614016;27.29384;21.57549
6.614016;32.24784;26.0736
6.613359;27.38023;21.43443
6.613031;24.29169;19.12509
6.612703;22.97653;17.98371
6.611063;25.20578;20.06676
6.611063;25.67333;18.96843
6.610406;25.18526;19.51267
6.609094;25.08104;18.09447
6.608109;26.69866;21.93769
6.607453;30.25117;25.56662
6.606469;22.9816;18.38448
6.606469;38.30818;31.7288
6.606141;37.2531;30.00077
6.604172;29.32095;22.24291
6.603516;23.32871;18.24554
6.601875;23.95655;18.37561
6.601547;26.51084;19.90872
6.601219;23.22005;18.27898
6.600563;23.07189;18.02526
6.600563;22.79387;18.73413
6.600235;24.56002;19.52297
6.599906;37.90131;29.78946
6.598922;25.8934;19.90317
6.598594;22.62428;18.21181
6.597281;31.76355;25.80073
6.596625;33.41286;27.56209
6.595969;26.69282;20.59142
6.594985;34.29847;27.68048
6.592688;37.48131;30.79891
6.591703;23.04251;18.23028
6.590391;27.2378;22.05188
6.590391;26.61652;19.00576
6.587766;31.42277;23.31593
6.58711;25.90364;19.05901
6.586781;32.38344;26.44367
6.586453;23.05818;17.78842
6.586125;23.95787;17.73829
6.582844;34.8585;27.77822
6.581859;23.73279;17.91753
6.581531;23.21093;19.42085
6.581203;33.56283;25.5788
6.581203;25.31042;19.7425
6.580875;22.99776;18.32715
6.580219;21.8774;17.82639
6.579563;26.90182;21.71724
6.578906;27.68372;21.96855
6.578578;28.65579;25.77517
6.577594;27.19916;22.17438
6.577594;25.03231;19.20095
6.577594;38.44584;31.77204
6.576938;30.24401;24.09183
6.576938;27.25027;21.92617
6.575625;24.93321;19.18616
6.574641;34.08437;28.25773
6.573984;22.10447;18.46334
6.573328;26.27964;20.35652
6.573;25.59725;19.36897
6.572344;23.87033;19.51931
6.571688;24.00608;19.15765
6.570047;23.06616;18.41894
6.568078;24.17017;19.80247
6.56775;24.19414;19.05371
6.567094;25.28268;18.74344
6.566766;23.93502;19.81858
6.565781;33.84457;25.70804
6.565453;33.78096;30.09157
6.565125;25.36607;19.30722
6.564469;24.69744;19.3378
6.563484;38.57133;29.87657
6.563156;25.00016;19.39229
6.561844;27.32257;21.37434
6.560203;22.42664;18.50666
6.558563;26.46738;20.32129
6.558234;23.73381;18.11973
6.557906;26.35704;21.40943
6.557578;35.19749;28.0545
6.556922;27.99261;21.51432
6.556594;31.25624;25.64325
6.556594;25.43858;20.30816
6.556266;26.81896;21.45916
6.555938;25.94858;20.70571
6.555937;38.609;31.49697
6.553969;24.37265;19.31103
6.553969;24.00543;17.92933
6.552984;34.54646;27.15381
6.552328;28.12819;21.58679
6.551344;23.10858;18.18297
6.551344;25.84717;19.11479
6.548062;23.17426;19.24192
6.547734;32.9857;27.00275
6.545766;26.58076;20.92051
6.545437;33.09958;25.47246
6.545437;26.26002;20.11489
6.544453;23.28622;18.08511
6.544125;24.13987;19.58541
6.54314;24.12526;19.26772
6.542484;24.67254;19.91596
6.541828;25.02212;19.51001
6.541828;35.58638;27.96698
6.5415;23.39788;18.33343
6.539859;25.46604;17.87959
6.539203;24.55355;19.54807
6.539203;25.05196;19.26191
6.538875;28.39607;21.76017
6.538547;27.29966;21.48875
6.538547;24.49388;19.30626
6.538547;25.43041;19.23038
6.536578;23.95748;19.27698
6.535594;31.41993;25.81315
6.535265;24.31334;19.62186
6.534609;33.38818;26.43523
6.534281;34.35426;28.11085
6.533297;28.02761;21.73233
6.533297;22.98703;18.36544
6.532969;35.84575;29.83382
6.532312;26.65457;20.45964
6.530672;24.50974;19.02537
6.529031;37.10079;30.10936
6.528375;22.91113;18.34155
6.528375;25.4751;19.88739
6.527062;25.20515;19.43633
6.525094;24.43437;19.65429
6.523125;25.41907;20.74035
6.522469;22.37798;18.44154
6.521812;25.24464;19.63033
6.521812;24.03155;18.14304
6.521812;27.19382;21.14301
6.521484;27.00232;21.40501
6.520828;26.71809;20.55606
6.520828;24.74493;20.07301
6.520172;26.71453;21.91024
6.519844;25.13162;19.43602
6.519516;25.40423;19.61646
6.518859;24.01844;17.97879
6.518531;23.65657;18.14915
6.518203;26.72667;21.66133
6.517547;22.90759;19.86928
6.514594;36.05866;28.54002
6.513281;32.19388;26.53082
6.511641;25.31585;19.70803
6.511641;25.52386;19.25272
6.511312;22.63208;18.27928
6.510984;36.29562;29.20045
6.509344;27.89665;21.65174
6.508031;25.95943;21.52005
6.507047;22.91805;17.93426
6.506719;26.84828;20.36278
6.506719;24.39884;17.93544
6.505406;34.47487;25.72607
6.503438;24.54339;19.28451
6.503438;21.8703;18.50013
6.503109;28.13573;21.02676
6.499828;23.82116;19.35891
6.499828;25.73999;20.56791
6.497531;28.08072;21.54899
6.497203;31.49681;24.29499
6.496219;25.74004;19.70675
6.494578;26.14338;19.42556
6.493266;24.19916;19.60905
6.49261;24.32506;19.79169
6.492281;22.5493;17.79066
6.492281;32.56841;25.13606
6.491953;36.58087;28.17755
6.491297;24.25309;18.26945
6.490969;23.95803;17.88364
6.490641;25.16582;19.63935
6.490313;25.59255;20.34515
6.489985;24.12931;19.95244
6.485719;24.69248;18.89905
6.485391;36.9321;28.97844
6.485391;23.85461;19.70751
6.483094;22.45619;17.67818
6.480797;29.69136;24.13414
6.480797;23.7156;19.82677
6.479485;24.41381;19.57827
6.479156;27.70198;21.39558
6.4785;24.06061;19.33294
6.478172;25.62793;19.28056
6.477516;35.99406;29.79966
6.477516;36.28823;27.49061
6.477516;23.45874;18.17928
6.476532;27.57573;21.45154
6.476203;26.48337;20.40472
6.475547;25.34036;19.60065
6.475219;24.10621;19.35242
6.474563;25.54364;19.51381
6.47325;25.866;22.05612
6.47325;36.77148;29.30789
6.47325;32.75106;26.23201
6.472266;23.16398;17.94786
6.471938;26.97857;21.90246
6.471938;25.92381;20.5595
6.470625;34.24196;25.68558
6.470297;22.74482;18.2301
6.469969;25.01928;19.43645
6.469641;25.02233;19.12279
6.468985;25.23979;19.42947
6.468656;31.49078;24.31474
6.467672;25.60198;20.42694
6.466688;25.62972;19.65544
6.466688;30.20486;25.38813
6.466359;33.79436;27.64236
6.466031;29.75988;20.71882
6.465375;25.58383;19.37066
6.465375;24.67938;19.53898
6.464391;26.37791;21.34577
6.464391;34.49049;27.95199
6.464063;30.76115;23.95946
6.464062;25.34079;18.96699
6.463078;27.87565;21.67046
6.461438;33.89755;25.73359
6.461438;33.63202;27.78957
6.460781;24.34392;19.18398
6.458156;24.54788;19.03203
6.456187;26.37048;19.35839
6.455203;25.8933;20.42738
6.454547;26.29851;21.91579
6.454547;24.83531;19.49799
6.454219;32.15633;26.34933
6.453891;26.74862;21.5731
6.453234;27.48285;21.80698
6.453234;26.83334;20.45192
6.452906;32.88684;25.63857
6.452578;23.85663;19.34682
6.45225;23.6502;19.36215
6.45225;25.75011;20.78601
6.451922;27.24162;21.5617
6.451922;24.85577;19.64939
6.451266;23.73783;19.65975
6.448641;23.52893;18.93827
6.448312;23.93168;17.64705
6.447984;26.10905;19.99152
6.446344;38.16201;30.75948
6.446344;26.80657;19.82741
6.446016;24.39482;18.15783
6.445688;27.50675;21.83901
6.443719;26.03006;20.13216
6.442406;25.14766;22.1024
6.441094;24.18373;19.7201
6.441093;23.76389;17.91079
6.440437;27.19573;21.93655
6.440109;34.32139;25.71404
6.439781;24.04223;19.72167
