K5L1_2.PV;K5F5.PV;K5F6X.PV
5.501016;31.50433;25.72295
5.501016;24.60131;19.51151
5.50036;27.35015;21.51394
5.50036;24.94141;19.63316
5.500031;26.74501;21.97348
5.499703;24.67716;18.09149
5.499703;24.9516;19.62745
5.498719;25.64308;19.35403
5.498391;34.21691;25.75306
5.498391;23.32016;18.40817
5.497735;27.48452;21.04575
5.497735;27.56101;21.66021
5.497735;25.43863;19.34449
5.497735;35.50776;27.25079
5.497735;26.01817;20.579
5.497078;31.35895;25.65672
5.496422;27.96986;22.05236
5.496422;31.84805;25.33994
5.496422;26.02038;19.24138
5.496094;36.2014;29.26772
5.495766;21.65527;18.47609
5.49511;33.08952;26.5301
5.494781;33.28862;26.50669
5.494781;27.12897;21.79556
5.494781;22.55752;19.88415
5.494781;24.92197;18.13952
5.494453;27.98769;21.82097
5.494453;28.58223;20.96272
5.493469;38.19738;30.77672
5.493141;26.55964;19.54313
5.492813;26.70962;20.50473
5.492485;26.18885;20.58887
5.492485;25.95708;22.01056
5.492156;25.20933;19.05684
5.492156;25.43361;19.53843
5.491828;24.06228;19.60056
5.491828;25.42046;19.60744
5.491172;23.61497;19.20624
5.491172;25.03205;19.98503
5.490516;26.35894;19.25623
5.490188;34.45243;26.09663
5.48986;24.47723;19.815
5.48986;23.44402;18.45131
5.489203;24.79365;19.40762
5.488875;26.5106;20.15878
5.488547;24.66213;19.76394
5.488547;24.49448;18.13102
5.488547;23.22666;18.39142
5.488219;26.25586;19.18696
5.487235;28.51854;21.49856
5.486907;31.10908;25.33293
5.486578;26.8767;20.61979
5.48625;24.45208;18.11835
5.485922;24.28726;19.24891
5.485922;35.48359;28.68291
5.485922;34.12689;28.15747
5.485594;28.07147;21.42133
5.485266;27.53195;22.31257
5.484938;26.99515;21.71154
5.484938;32.72059;26.28126
5.48461;27.64869;21.72115
5.484281;27.20267;21.82365
5.484281;26.98763;20.28629
5.483953;28.23182;21.78187
5.483953;24.00393;19.71056
5.483297;22.22183;18.42575
5.483297;28.49243;21.5139
5.483297;25.98513;20.58494
5.482969;22.91773;19.61166
5.482641;24.03786;18.93222
5.481985;24.55052;19.12031
5.481984;25.63807;19.25466
5.481656;26.81962;19.32494
5.481;34.39465;27.33285
5.481;24.97378;19.69071
5.480672;28.70406;21.69678
5.480344;24.4226;19.16152
5.479688;26.36839;21.6428
5.479687;25.78376;19.43897
5.47936;23.00508;19.25343
5.47936;26.07744;19.42023
5.479359;33.20515;26.76708
5.479359;21.5097;18.48239
5.479359;27.06367;19.33361
5.478375;27.43194;21.7226
5.478375;35.23568;27.66466
5.478047;24.88183;17.79021
5.478047;33.84327;26.81269
5.477719;28.22628;21.71881
5.477719;27.16961;20.4444
5.477391;25.63237;20.30145
5.477063;26.88355;21.67735
5.477063;28.97094;21.58051
5.477063;22.749;18.41038
5.476078;24.67661;20.09391
5.476078;31.93048;25.51941
5.476078;33.89834;27.48339
5.475094;27.91274;21.86744
5.475094;36.08083;27.96456
5.475094;25.86076;20.46565
5.475094;26.45513;20.02028
5.474766;24.93608;18.57268
5.474438;26.81985;21.80061
5.474438;25.55454;19.34418
5.474437;27.54699;22.04479
5.474437;25.19143;19.30513
5.473781;26.75596;20.25146
5.473453;35.0491;26.00103
5.473453;25.84936;19.32384
5.473453;35.98112;29.78668
5.473125;33.8928;25.60523
5.473125;33.02776;27.0457
5.473125;24.61835;19.94366
5.473125;36.70028;30.70649
5.472469;26.83036;19.68537
5.471813;25.46668;19.42941
5.471813;37.69783;30.89636
5.471813;37.24433;30.2426
5.471812;24.29935;19.62685
5.471485;24.30799;19.56774
5.471484;23.46724;19.50507
5.471484;32.55455;25.8548
5.471156;27.09828;21.86828
5.471156;23.28296;18.41037
5.470172;33.68851;27.10861
5.470172;26.87943;21.25785
5.469516;27.98135;21.89177
5.468203;33.40348;25.39409
5.468203;26.02613;18.99065
5.467875;27.32872;21.74116
5.467875;23.96358;18.24243
5.467547;22.6562;18.5122
5.466891;24.21914;18.63095
5.466563;31.1418;25.76208
5.466234;23.70026;18.56677
5.466234;24.7173;19.24781
5.465906;25.22268;19.52736
5.465906;34.12609;27.64781
5.46525;31.97057;25.73539
5.46525;31.98107;25.68715
5.46525;25.70313;19.69591
5.464922;22.4253;18.0457
5.464922;28.35497;21.88766
5.464922;34.18439;30.55663
5.464594;24.02807;19.86901
5.464594;25.75389;19.30522
5.464594;33.68016;27.71386
5.464266;25.46188;20.25247
5.463609;35.43797;28.7853
5.463281;26.39347;20.11186
5.462953;27.63251;21.66294
5.462953;24.79369;18.21828
5.462297;24.66389;20.24544
5.462297;25.3068;20.78118
5.461969;27.83738;21.96403
5.461641;26.29291;21.54992
5.461641;27.2772;22.80704
5.461312;27.63549;20.63957
5.460984;35.20012;25.68108
5.460984;31.50425;25.96129
5.460984;40.049;32.28942
5.460984;26.16136;19.67968
5.460656;28.69076;21.82668
5.460656;26.7694;19.24289
5.460328;32.55107;26.15148
5.460328;24.76367;19.53014
5.459672;27.9288;20.15891
5.459344;33.54622;26.98044
5.459015;26.02901;20.88025
5.458687;22.88358;17.86157
5.458687;25.41571;19.79395
5.458359;27.11435;19.35023
5.458031;26.79631;19.27838
5.457703;28.99567;21.76625
5.457375;26.04833;20.75812
5.457047;25.17696;19.38691
5.456719;26.48509;21.4274
5.456719;33.12658;25.95258
5.456719;23.50466;18.39571
5.456391;21.9832;18.53375
5.456062;25.30608;19.74708
5.455734;24.1357;18.1493
5.455406;25.12513;19.38469
5.45475;24.85166;19.60624
5.45475;22.91861;20.31776
5.45475;35.70242;29.00433
5.45475;25.1482;18.08959
5.454422;33.17378;26.72315
5.454094;26.56391;21.01838
5.454094;26.82325;20.67769
5.453765;26.02341;20.13162
5.453437;26.92266;20.29598
5.453437;25.17949;19.88827
5.453109;25.11121;19.32937
5.453109;34.18632;27.68987
5.452453;24.43813;19.28682
5.452453;27.57168;21.90666
5.452453;26.32859;19.27457
5.452125;24.89852;19.54792
5.452125;32.18435;25.54512
5.452125;31.91432;26.34506
5.451797;27.28214;21.37814
5.451468;33.21061;27.54897
5.45114;28.56817;21.8597
5.450812;27.26689;21.71678
5.450812;25.07088;19.54041
5.450812;25.51649;19.06164
5.450484;26.70343;19.4132
5.450156;34.6478;25.75875
5.450156;32.80436;26.0933
5.450156;35.04229;27.57293
5.449828;27.37228;21.64169
5.449172;32.69496;26.19871
5.448844;24.42405;19.29995
5.448844;32.90654;26.6832
5.448516;25.94296;20.08894
5.448187;32.93606;26.64773
5.447859;28.0661;22.20254
5.447531;32.58445;26.90543
5.447531;25.24439;20.54082
5.446875;23.86952;19.44117
5.446547;35.93741;29.48743
5.446218;23.2595;18.16686
5.445562;28.9087;21.64614
5.445234;34.11711;25.73953
5.444906;23.06348;18.38176
5.444578;27.71534;20.32849
5.443922;23.24433;18.89497
5.443594;27.47479;21.41254
5.443265;32.77598;27.01319
5.443265;30.28854;25.16079
5.442937;26.92376;22.252
5.442609;25.78869;19.82129
5.442609;35.73787;28.49704
5.442281;24.71202;19.14157
5.440969;24.20275;19.59421
5.44064;24.21034;19.47139
5.440312;32.65769;25.87916
5.439984;30.12954;22.72055
5.439656;23.97982;17.81533
5.439656;23.58353;20.35998
5.439328;28.73471;21.73727
5.439328;37.78692;30.78265
5.439;27.47904;21.37552
5.439;32.10984;25.74073
5.438672;30.92469;23.39294
5.438672;28.49196;21.93629
5.438672;26.00707;20.51049
5.438344;26.35058;19.41634
5.438015;27.3205;21.61097
5.437687;28.40853;21.74099
5.437687;28.6876;21.58201
5.437359;31.68801;25.45658
5.437031;27.79324;22.10267
5.437031;25.95285;19.4179
5.437031;33.95372;26.11458
5.436375;36.31116;29.31767
5.436375;38.47205;30.08958
5.436375;24.15879;20.09023
5.43539;28.26175;21.70031
5.43539;32.15794;25.23859
5.435062;31.22451;21.84511
5.434078;32.96912;26.13671
5.433422;24.17687;19.79093
5.433422;23.4743;19.73032
5.432437;28.59473;21.4337
5.432437;26.39416;19.44032
5.432437;25.2875;20.76208
5.431781;23.09014;18.39113
5.431125;32.80281;26.63486
5.43014;30.63857;24.62048
5.43014;33.40224;26.67582
5.43014;33.93161;26.31645
5.43014;32.02015;26.99088
5.43014;25.02358;18.08411
5.429812;25.71688;19.21843
5.429484;26.30273;22.18056
5.429484;26.15573;19.91966
5.429156;25.08335;19.52268
5.428828;33.2696;26.26284
5.428828;25.0598;19.75691
5.4285;32.92672;26.77995
5.4285;37.00253;29.07143
5.4285;26.87485;19.48123
5.428172;25.33343;19.75872
5.427844;24.59292;19.33697
5.427844;26.14797;21.49759
5.427844;32.23264;26.23752
5.427844;26.15588;20.70549
5.427844;26.19569;19.32932
5.427516;26.42551;22.49356
5.427187;33.7039;25.7757
5.427187;33.19273;27.32748
5.426531;24.17331;17.98772
5.426203;32.22447;26.2478
5.425875;24.8886;19.63397
5.425875;32.35878;26.16618
5.425875;26.1551;19.90229
5.425547;31.82874;26.90769
5.425219;32.58841;25.58298
5.425219;24.6495;19.54291
5.424562;32.37146;25.19701
5.424562;27.02243;20.4782
5.424234;25.65711;19.00381
5.423578;22.52073;18.56063
5.423578;26.76502;21.88834
5.423578;24.61514;19.56071
5.422922;33.41418;25.23143
5.422922;22.44967;19.51711
5.422922;26.4289;21.78457
5.422922;26.16371;20.36944
5.422266;27.52864;21.8065
5.421609;22.49724;17.87744
5.421609;27.28423;21.66164
5.421281;25.84848;19.67961
5.421281;24.79641;19.41656
5.420953;28.98263;21.47854
5.420953;24.14111;19.68339
5.418656;25.23483;19.51056
5.418328;32.63063;26.1878
5.417672;24.05676;19.42676
5.417344;26.38881;20.56657
5.417344;23.78975;19.44817
5.416687;32.21066;25.3902
5.416359;22.53391;18.54754
5.416359;38.27044;30.83877
5.416031;26.7083;21.33541
5.416031;32.68996;26.13904
5.416031;32.21333;25.87647
5.416031;26.39642;20.18258
5.415047;22.34741;18.52383
5.414719;27.35081;19.41824
5.414063;32.46041;26.67631
5.413734;30.29412;24.32691
5.413078;27.38268;21.84248
5.413078;26.65962;19.28517
5.41275;33.27074;26.95753
5.41275;24.47442;19.35808
5.412422;26.0113;19.08515
5.411766;23.66738;17.83653
5.411766;33.16972;26.6462
5.411766;27.32988;21.90004
5.411438;24.0402;19.37402
5.411109;26.78689;21.79891
5.410453;34.59383;25.66507
5.410453;30.15728;22.32581
5.410453;27.02199;21.20876
5.409797;32.5735;26.30051
5.409797;34.83867;28.19327
5.409469;26.10846;20.82042
5.408813;32.43216;25.28817
5.407828;24.60349;17.90825
5.4075;25.83866;20.70758
5.407172;25.49143;20.51104
5.407172;24.29402;19.19107
5.406844;25.83027;20.66736
5.406844;24.29164;19.33847
5.406516;28.04187;21.421
5.406516;27.81675;22.09396
5.406516;24.80265;18.04784
5.406188;32.09821;26.33632
5.405859;25.18624;19.53986
5.405531;25.34032;19.42142
5.405531;33.67511;26.50961
5.405203;25.19658;19.45041
5.404875;26.96941;21.61573
5.404547;25.42471;19.29268
5.403891;24.44992;19.42181
5.403563;33.69183;26.75436
5.403563;35.98007;28.64702
5.403234;33.55761;26.02126
5.403234;34.23928;24.99487
5.403234;26.24241;22.18819
5.403234;24.64872;19.52782
5.403234;34.63662;30.25454
5.402906;25.05274;19.5192
5.402578;32.6889;25.60501
5.402578;37.00269;30.69583
5.40225;24.63368;19.7474
5.40225;25.37883;18.16067
5.401922;28.80246;21.77434
5.401266;28.27292;22.19748
5.400938;32.48645;26.27313
5.400938;26.39051;20.17559
5.400609;27.74668;21.67626
5.399625;24.00566;19.39266
5.399297;23.2127;18.2597
5.399297;24.76788;19.88344
5.398969;27.25082;21.77417
5.398313;24.93988;18.88942
5.397985;32.42252;23.12723
5.397985;26.28012;20.81266
5.397985;24.55072;17.88198
5.397656;33.98408;25.70506
5.397656;24.45926;19.22403
5.396672;25.11654;19.64259
5.396344;27.52464;21.69647
5.396016;26.94533;21.69792
5.396016;35.17941;28.06889
5.395688;23.9524;19.99766
5.395031;27.8583;21.88842
5.394703;23.76333;18.3901
5.394375;24.30826;18.31771
5.393719;22.59028;18.21253
5.393391;24.84416;19.84362
5.392406;29.17622;21.95864
5.39175;26.48409;19.67747
5.391422;31.8782;26.12176
5.391094;24.83332;19.01441
5.391094;35.53877;28.21651
5.390766;26.01778;19.21493
5.390766;28.39783;21.87087
5.39011;26.09859;18.38189
5.388797;25.26923;19.37056
5.388469;30.76104;26.04697
5.387813;28.3331;21.48993
5.387813;31.7275;24.39988
5.387485;30.15751;22.48351
5.387485;31.43679;25.20894
5.387485;35.16598;27.70213
5.387156;24.59872;19.21876
5.387156;26.20844;20.68509
5.386828;29.95898;22.55768
5.3865;30.50757;24.34403
5.3865;33.74628;26.65171
5.3865;25.87999;21.24865
5.385516;25.14307;19.93297
5.385188;31.52205;24.64869
5.38486;25.23076;19.32544
5.38486;25.03573;20.02986
5.38486;23.20201;17.87069
5.384531;28.22155;21.63865
5.384203;24.49994;19.78189
5.383875;33.20523;26.74855
5.383875;32.75313;25.46812
5.381907;27.99606;21.76291
5.38125;23.95533;19.35035
5.380922;23.81171;19.71275
5.380594;24.57462;19.56659
5.380266;25.86266;19.10036
5.380266;26.37699;19.23001
5.380266;37.85683;30.01368
5.380266;25.96479;20.69024
5.379938;27.63001;21.83068
5.379938;32.96104;25.11933
5.37961;32.47544;25.66929
5.379609;26.49212;20.81074
5.379282;25.93673;18.92931
5.379281;28.8434;21.47993
5.378625;34.28657;25.23055
5.378625;25.864;20.28542
5.377969;24.55217;19.12457
5.377641;37.42942;29.97094
5.377313;30.85854;25.42255
5.376985;26.12156;19.51675
5.376657;28.38636;21.63581
5.376328;24.96874;19.41714
5.375672;24.50153;19.06287
5.375672;25.15396;19.54126
5.375672;24.80097;17.87548
5.375344;27.19462;21.94379
5.375344;28.52338;22.05991
5.375016;26.61477;21.44824
5.374688;32.47135;26.1708
5.374031;25.87085;18.62962
5.372391;31.75361;25.44129
5.372063;24.44574;19.56417
5.372063;24.28321;19.20738
5.372063;32.15567;25.74925
5.372063;32.05977;25.68328
5.371735;28.23603;20.29319
5.371406;24.26343;18.10882
5.37075;33.37072;27.27467
5.37075;24.97412;18.52337
5.37075;28.60414;21.72448
5.370422;24.54588;19.63494
5.369766;25.71388;19.4365
5.369438;34.58668;25.64601
5.369109;31.74051;22.76022
5.369109;30.51539;23.32351
5.369109;28.77877;22.10114
5.369109;27.24292;19.54402
5.369109;23.38017;18.42248
5.368781;28.57348;21.80445
5.368781;25.09492;20.08524
5.368453;27.68593;21.90706
5.368453;24.48511;19.29388
5.368125;33.67134;26.72825
5.367141;32.81195;25.65273
5.367141;25.42199;20.85585
5.366813;24.26616;20.27871
5.366813;33.91879;27.87971
5.366485;22.61653;17.9622
5.366485;25.05501;19.24554
5.366484;26.52065;18.87698
5.366156;35.12137;28.10478
5.365828;28.12257;21.93469
5.365172;32.64436;26.06486
5.364516;28.66567;22.05563
5.36386;24.70224;17.94287
5.363859;25.38369;19.1552
5.363859;31.59513;25.4272
5.363859;26.59343;19.04354
5.363531;26.45384;20.69836
5.363531;26.5458;19.45411
5.362875;22.88199;18.34768
5.362547;34.41555;27.84518
5.361563;26.28168;19.49862
5.361563;25.52186;20.59373
5.361562;24.85137;19.07448
5.360906;28.53091;21.72465
5.360906;25.09966;20.64677
5.360578;31.74183;25.73989
5.36025;31.15436;25.49378
5.36025;24.65203;19.58107
5.36025;23.02333;18.52852
5.359594;27.9977;21.55951
5.359594;25.5209;19.33146
5.358938;25.12871;19.49976
5.358938;25.88453;19.41943
5.358609;25.6853;19.34291
5.358609;23.26843;18.66843
5.358281;24.26287;18.46908
5.357953;24.78517;18.88144
5.357297;22.59265;18.36315
5.357297;24.46642;18.05504
5.356969;29.29313;21.39886
5.356641;23.49214;18.77923
5.356313;28.40391;22.23267
5.356312;27.79823;20.74472
5.355984;27.81852;21.76987
5.355656;35.10166;27.50741
5.354672;31.38966;25.86619
5.354344;31.84013;25.96145
5.354344;38.07628;30.93345
5.354016;25.98259;19.53202
5.354016;32.50824;26.97823
5.354016;33.5888;26.54449
5.354016;25.7786;18.91397
5.353688;32.31209;25.6151
5.353359;35.64077;28.94255
5.353359;27.38336;20.08014
5.353031;26.188;21.60728
5.352703;27.44282;22.23423
5.352703;25.82398;20.75172
5.352703;35.65898;28.22626
5.352047;26.78437;21.82844
5.351719;27.72222;21.62552
5.351391;30.18934;22.47446
5.351391;27.43058;21.75436
5.35139;28.98311;21.5125
5.351063;38.58983;30.51104
5.351062;26.53185;20.55199
5.350734;24.25573;19.3357
5.350078;23.64395;18.09753
5.34975;31.85067;25.72805
5.349422;27.83043;21.82984
5.349422;34.04633;27.53207
5.349094;26.35984;21.42609
5.348766;24.69913;20.4384
5.348765;32.04063;25.75041
5.348437;30.93794;22.64365
5.348437;24.91744;20.19004
5.348109;26.69243;19.36875
5.348109;24.66265;19.29113
5.347453;27.02583;21.67392
5.347453;25.78441;19.42098
5.347125;26.66387;19.2386
5.346797;27.41113;21.61188
5.346797;27.31985;19.42808
5.346797;36.43191;28.54061
5.346469;34.89851;25.40878
5.346469;23.30441;18.6639
5.346469;35.51617;29.25827
5.346141;28.89968;21.45107
5.34614;26.45943;21.63429
5.34614;24.52403;19.84447
5.34614;23.8432;19.26957
5.345812;25.34246;19.33994
5.345812;36.682;30.16008
5.345156;26.14544;19.87025
5.345156;24.12047;19.63817
5.345156;23.78487;18.08431
5.344828;32.55499;26.63012
5.344828;25.6773;20.27903
5.343844;25.45544;18.93357
5.343516;25.24469;19.4633
5.343187;34.29741;25.85674
5.343187;35.70184;29.13637
5.342859;35.21801;28.16432
5.342531;27.67936;22.08311
5.342531;23.32228;18.31821
5.342203;22.52552;18.1576
5.342203;37.58524;30.04195
5.341875;28.03635;21.79336
5.341875;27.63296;21.89086
5.341875;25.44984;19.34009
5.341219;28.97688;22.45307
5.341219;25.38469;19.22061
5.341219;32.1946;26.17147
5.340563;36.53754;28.95743
5.340562;26.23466;20.74332
5.340234;21.12289;18.52613
5.339906;23.56225;18.44586
5.339906;23.48786;18.26224
5.33925;25.3194;20.38046
5.338922;25.92608;19.32957
5.338922;25.25808;18.96039
5.338594;25.39498;19.62613
5.338594;26.17;20.56092
5.338265;26.89704;20.31548
5.337937;27.15978;21.90766
5.337609;27.82121;21.90272
5.337281;25.40838;19.46429
5.337281;33.07401;26.15073
5.337281;38.42806;30.02544
5.336953;25.13997;19.41044
5.336953;31.90767;25.67491
5.336297;23.87783;17.92897
5.336297;30.36753;24.33732
5.334984;28.61217;21.06108
5.334656;23.99882;17.90543
5.334656;28.1374;21.50772
5.334656;24.74387;20.25579
5.334328;24.48389;19.54114
5.334;33.48634;25.64942
5.333672;22.64214;18.60861
5.333015;32.6049;26.23359
5.332687;32.31893;26.2597
5.332359;28.88056;21.61048
5.331703;25.83785;19.39829
5.331375;35.30509;25.72689
5.331375;33.69032;27.07301
5.331047;27.36152;22.00928
5.33039;33.86061;26.57764
5.330062;33.09078;25.91875
5.329734;23.73223;18.07233
5.329734;31.05521;24.58919
5.329406;26.14996;20.77681
5.329078;24.46972;17.91327
5.329078;35.6613;28.30068
5.32875;27.41732;21.52262
5.32875;24.6995;19.64126
5.328422;39.13121;30.65538
5.328094;25.2264;18.9287
5.328094;28.1038;21.89606
5.327109;33.35326;26.62034
5.326781;31.47536;25.31221
5.326453;27.96243;21.67284
5.326453;32.61892;25.3228
5.326453;26.25633;20.23805
5.326125;32.96324;25.56488
5.326125;33.91257;26.89989
5.326125;22.84437;18.28516
5.326125;22.95813;18.36106
5.325469;33.24311;27.10354
5.325469;22.77116;18.64337
5.32514;33.16869;26.74708
5.32514;24.66502;19.5815
5.32514;27.13031;20.26259
5.324812;27.62856;21.96998
5.324812;33.8503;26.628
5.324484;24.56005;19.09252
5.323828;28.5145;21.73016
5.3235;34.12247;26.09693
5.3235;26.71679;20.52031
5.323172;25.70266;21.71709
5.322844;30.71121;22.61854
5.322844;24.93203;18.06976
5.322515;32.74821;25.99344
5.322515;25.81295;19.89675
5.322187;26.00685;19.23619
5.322187;26.1225;18.86145
5.322187;33.2056;27.50343
5.321531;26.07454;21.20667
5.321203;24.80867;19.23728
5.321203;34.72856;27.46125
5.320547;25.26127;19.38374
5.320219;24.19669;19.43026
5.31989;30.56783;24.38467
5.319234;31.32869;25.81768
5.318906;29.30447;22.08167
5.318906;32.73704;25.86766
5.318906;24.33773;19.52292
5.318578;27.25136;21.77603
5.318578;33.58121;26.70864
5.31825;24.14423;17.75891
5.31825;29.00895;21.54972
5.31825;32.61509;26.38512
5.317594;35.30107;29.06039
5.317594;28.88424;21.68519
5.317594;24.19027;18.26219
5.317266;28.84793;21.6014
5.317266;28.06825;21.65244
5.317266;32.78677;26.83461
5.316937;24.55339;19.1662
5.316609;29.10151;22.78103
5.315297;27.36803;22.15079
5.315297;25.18221;19.38221
5.314969;26.87252;19.83806
5.314641;24.4397;19.00647
5.314312;24.55728;17.71156
5.314312;25.41997;20.68134
5.313984;23.16179;19.31613
5.313656;27.79956;21.31177
5.313656;24.62751;19.40603
5.313328;26.46018;21.676
5.313;27.71931;21.14678
5.313;34.79316;28.21801
5.313;33.54672;26.37712
5.313;26.22191;19.22997
5.312672;27.68013;21.82161
5.312672;24.37235;17.77585
5.312344;26.51651;22.00866
5.312344;31.69182;25.8654
5.312016;28.96251;21.38889
5.311687;34.26651;26.68486
5.311359;29.32245;22.38817
5.311359;27.89102;21.50333
5.311359;21.97526;17.97847
5.311031;28.48165;21.67313
5.311031;25.52805;19.42838
5.311031;36.20392;29.16097
5.310047;23.773;18.31692
5.310047;27.74547;20.24915
5.310047;27.18015;20.53778
5.309719;27.4883;21.67005
5.309719;24.65612;18.34207
5.309719;27.02725;21.78369
5.309719;25.99707;19.47377
5.309062;26.29433;21.39991
5.309062;26.91954;21.66919
5.309062;25.05175;19.31865
5.308734;26.04923;19.2718
5.308406;24.89668;19.69639
5.308078;36.69484;29.78366
5.307422;24.02177;19.61694
5.307094;30.62912;24.38273
5.306766;24.98847;20.7927
5.306437;26.76917;19.14368
5.305781;23.05649;18.98968
5.305781;32.64008;25.90538
5.305453;25.15126;21.21459
5.305453;33.21975;26.27698
5.305453;31.97585;25.78393
5.305125;27.38967;21.99339
5.304797;26.58842;21.8564
5.304469;27.7992;19.68822
5.304141;25.56908;18.95257
5.303813;24.6375;19.76726
5.303484;25.12286;20.98551
5.303156;29.07192;21.51175
5.303156;27.94385;21.72518
5.303156;31.71811;25.30335
5.302828;32.61527;25.66721
5.302828;26.6142;20.64125
5.302172;28.26045;21.49718
5.302172;34.50725;27.71338
5.301516;28.90297;21.7265
5.301516;22.75998;18.20406
5.301188;25.95852;19.32353
5.300203;26.59743;21.92861
5.300203;26.19766;19.47394
5.299875;25.98493;19.95291
5.299219;33.19261;26.94708
5.298891;26.82237;21.9171
5.298563;24.03804;19.28487
5.298563;24.33965;19.56168
5.298234;23.94492;19.55268
5.297578;33.6277;26.50555
5.297578;26.89403;21.61162
5.297578;27.35108;22.00002
5.297578;24.2811;19.50869
5.297578;22.69008;18.49327
5.296922;34.86465;28.25215
5.296594;32.44654;25.71983
5.296594;27.7957;20.09642
5.296266;25.99013;19.07645
5.296266;24.86725;18.79213
5.295609;24.82633;19.20269
5.295609;28.75848;21.72588
5.295281;34.21949;28.15046
5.294297;37.22677;28.67538
5.292984;24.72991;19.55419
5.292656;28.30503;21.51582
5.292328;32.79874;26.80354
5.292328;25.46995;19.52989
5.292;33.24139;24.4982
5.292;37.62281;31.02033
5.292;33.16217;25.1414
5.291344;24.44271;19.7105
5.291016;24.49761;18.25778
5.290688;32.21912;25.43642
5.290359;28.21451;21.81285
5.290359;28.01505;21.86251
5.290359;26.86916;19.86092
5.290031;23.20709;19.5194
5.289703;32.08071;25.98616
5.289375;32.43364;25.53988
5.289047;23.65662;20.08198
5.288719;25.12467;19.34327
5.288391;28.64555;23.02781
5.288063;27.44835;20.58647
5.287735;27.47825;22.22062
5.287735;31.68796;25.95188
5.28675;33.4029;25.3405
5.28675;32.62202;25.69849
5.28675;32.99886;26.20527
5.286094;28.73295;22.04616
5.285766;26.88856;21.62043
5.285766;38.31799;30.77596
5.285438;27.84395;21.83051
5.28511;28.42002;21.89544
5.284781;27.74718;21.54984
5.284781;32.83311;25.85853
5.284453;21.32022;18.48947
5.284125;25.21586;19.32246
5.283797;23.43977;19.64203
5.283797;29.20504;21.42466
5.283797;28.09751;21.90767
5.283141;28.59968;21.00643
5.283141;26.8686;21.3206
5.282813;28.29309;21.55037
5.282485;26.06498;20.77201
5.282485;32.2448;26.13492
5.281828;24.46027;19.45056
5.281828;25.95837;21.36252
5.281828;36.04475;30.08778
5.281828;34.63469;25.92999
5.2815;32.69209;26.66721
5.281172;22.18838;18.34826
5.281172;27.91658;20.91045
5.280844;31.25525;25.59241
5.280844;34.63125;28.98341
5.280188;27.5491;21.86528
5.27986;32.89418;26.02008
5.27986;26.17649;20.29105
5.279531;27.84868;22.25212
5.279531;25.73087;19.60404
5.279203;26.37792;20.52995
5.278875;26.39275;21.38177
5.278875;32.3326;25.82525
5.278875;34.48519;27.3677
5.278875;25.94811;20.17427
5.278547;31.70812;26.00826
5.278547;31.65887;26.20453
5.277891;24.577;19.51746
5.276906;22.19341;18.29995
5.276906;25.27884;17.93884
5.276906;26.95783;20.24332
5.276578;26.31988;19.42265
5.276578;25.59718;19.38721
5.276578;25.05492;18.44001
5.27625;35.16686;27.60282
5.275922;33.3649;26.24421
5.274938;24.01069;19.69397
5.274938;32.38529;26.13805
5.274281;23.03701;18.38668
5.274281;23.59387;18.0771
5.273625;34.20399;25.52075
5.273625;25.48501;19.30333
5.273297;24.22178;19.47463
5.272969;33.75303;25.32008
5.272313;27.96437;21.55317
5.271985;33.00174;25.6851
5.271656;25.68072;19.9887
5.271;26.27826;20.64225
5.270672;34.1583;25.5476
5.270344;25.792;20.72936
5.269688;25.15592;20.65123
5.269688;33.2317;26.60336
5.269688;24.43511;20.03641
5.26936;33.52336;26.81999
5.269031;23.82214;19.66428
5.269031;35.82539;27.53738
5.268703;29.43234;21.92393
5.268375;35.25859;28.70049
5.268375;24.40526;18.05032
5.267719;38.03513;30.84838
5.267063;23.22178;18.45225
5.267063;33.16876;26.81549
5.267063;34.69485;27.64888
5.266407;24.24842;19.36159
5.26575;24.77869;19.33446
5.264766;25.43567;18.06241
5.264438;25.08278;19.86028
5.263781;25.44848;19.28157
5.263781;25.98328;20.85849
5.263125;24.98025;19.46965
5.262797;31.93863;26.93141
5.262469;23.45233;18.14203
5.262141;27.26778;21.96619
5.262141;26.25647;19.34811
5.262141;34.58716;27.78274
5.261813;26.86806;21.66532
5.261813;31.52006;26.00416
5.261812;26.60339;20.75653
5.261485;32.15474;25.80771
5.261485;34.75494;31.88284
5.261485;26.31741;20.55957
5.261484;23.8633;18.27652
5.261484;28.23895;21.79798
5.261156;31.87358;25.8101
5.260828;28.5839;22.81277
5.260172;34.52276;25.67772
5.259516;26.39441;20.04003
5.259188;27.13867;20.89978
5.25886;28.84472;21.79807
5.258203;26.75199;18.79863
5.257547;27.61131;21.24389
5.257547;25.99936;19.99143
5.257547;24.48661;19.48132
5.257547;33.73428;26.64193
5.257219;31.80699;24.1559
5.256891;33.13344;26.27776
5.256563;27.87466;20.89567
5.256563;32.01562;25.85597
5.256234;24.76921;18.16695
5.255578;26.92418;19.29888
5.25525;35.54949;25.68307
5.254594;24.324;19.68411
5.254594;26.03713;19.5474
5.254266;25.14968;19.49566
5.254266;36.21851;28.84423
5.253609;23.94153;19.67438
5.252953;28.17838;21.83948
5.252953;32.92105;26.55498
5.252297;31.94475;25.74292
5.252297;33.35942;26.13919
5.252297;33.47371;26.14177
5.251969;28.07181;21.61325
5.251641;41.49076;30.85512
5.251641;25.25238;18.15647
