K0P125.PV;K5Q2_2.PV;K5FCV4_2I.PV;K5P6.PV;K5PCV6I.PV;K5PCV17_1I.PV;K5P17_1.PV;K5PCV17_2I.PV;K5P17_2.PV;K5F3.PV;K5T20.PV;K5P110.PV;K5PCV4I.PV;K5T12.PV;K5P13.PV;K5HCV60I.PV;K5P16_1.PV;K5GKAL.PV;K5HCV61I.PV;K5P16_2.PV;K5FCV4_1I.PV;K5Q2_1.PV;K5P4_1.PV
67.664;416.3529;5.804193;0.8898709;95.40088;70.93951;6.280662;98.3382;6.110075;2224;-5.308295;65.10488;30.58668;154.4094;4.00811;97.86271;0.5847363;15.9209;97.9491;0.6746255;10.37454;422.1498;11.99786
67.65687;429.2721;5.688055;1.000138;95.61641;70.96803;6.858091;98.35043;6.663656;2330.097;-4.67093;64.95213;31.96134;156.1295;4.019445;97.87211;0.6615551;16.61096;97.97744;0.7525878;10.30211;440.8092;13.00025
67.65478;366.3568;5.644148;0.9968545;94.95628;70.87602;6.828557;98.33782;6.6453;2338.799;-7.855327;65.03197;31.85415;153.4578;4.033612;97.7663;0.6586328;16.70917;98.00803;0.7515301;10.54567;375.5685;12.93781
67.65173;393.383;5.500684;1.069008;95.72417;71.24049;7.447386;98.59821;7.234669;2426.456;-2.604693;64.88963;33.03983;158.1115;4.022804;97.85399;0.7181135;17.23647;98.00578;0.8035;10.47391;405.5571;13.97304
67.64766;574.9938;10.73334;1.450187;95.83095;71.1648;9.538129;98.84068;9.310891;2777.173;-3.677051;64.61774;37.26514;167.1984;4.041081;98.96268;0.986608;19.73975;98.03384;1.086922;10.45993;611.7266;17.99426
67.6461;412.8707;5.461206;1.13007;95.22894;71.06239;7.462005;98.5314;7.249274;2430.125;-3.842012;64.98651;33.02089;152.4711;4.020447;97.56155;0.7563632;17.21069;97.95977;0.8490219;10.60156;428.4413;13.99957
67.62436;566.7065;10.3939;1.404643;95.50468;71.20603;9.194566;98.88606;8.9655;2719.188;-3.523817;64.70038;36.6687;165.6033;4.033158;98.86124;0.9553136;19.34192;98.01639;1.053683;10.47215;608.4828;17.29322
67.60631;433.1914;5.746398;0.9933436;95.37554;70.9594;6.801608;98.35812;6.611983;2320.308;-5.33865;65.04638;31.58595;155.682;4.01505;97.86774;0.6575476;16.5325;97.95896;0.748286;10.43671;446.1944;12.90454
67.549;419.7515;5.485518;1.19807;95.65887;71.24651;8.180018;98.58051;7.948891;2555.345;-3.572482;64.66135;34.55958;160.5694;4.027315;97.85937;0.8094472;18.13317;98.0186;0.8991759;10.24599;434.9251;15.21548
67.52438;435.1781;5.513017;1.249673;95.76263;71.28684;8.446918;98.60781;8.209467;2601.043;-3.427789;64.62508;35.07307;161.7997;4.029979;97.86069;0.8471119;18.45916;97.995;0.9377703;10.23716;449.8136;15.69363
67.44596;494.0474;9.330159;1.653008;95.0153;70.45521;10.31721;98.21707;10.09668;2977.827;-20.78302;63.71249;39.37015;169.4834;4.064949;98.99425;1.11733;21.16503;98.13794;1.242958;10.39307;519.8514;19.37961
67.42554;588.205;5.52291;1.307856;95.39085;71.20908;8.443022;98.60942;8.218167;2588.087;-3.914325;64.65772;35.04053;159.3898;4.025115;97.60453;0.8857931;18.28308;97.99121;0.9808685;10.6613;611.0785;15.84688
67.36555;439.2457;5.405364;1.150148;95.26577;70.86299;7.506742;98.28079;7.293717;2456.49;-7.771561;64.0509;33.43434;159.6259;4.048803;97.86534;0.7638783;17.45961;97.91862;0.8645042;10.48063;453.4651;13.99918
67.35674;421.3097;5.399663;1.150136;95.2175;70.86111;7.514053;98.27876;7.300005;2459.861;-8.533557;64.04058;33.5198;159.5497;4.050002;97.85601;0.7639322;17.47862;97.91659;0.8649477;10.5032;434.7739;14.00149
66.89761;437.257;5.626153;1.128559;95.03735;70.95991;7.629625;98.43456;7.421859;2483.96;-9.041708;63.78165;33.60369;160.0831;4.052347;97.92404;0.7509151;17.69941;97.92855;0.8479918;10.20537;450.4926;14.244
66.89584;458.5277;5.345215;1.418568;95.29553;70.8951;9.114283;98.32969;8.892303;2730.778;-8.851314;63.24626;37.11661;166.2809;4.072107;97.89784;0.9565729;19.31243;97.93996;1.065566;10.61029;463.9162;17.13515
66.87718;506.2909;9.489755;1.680137;95.56659;70.7484;10.31665;98.50018;10.09504;2927.134;-9.83599;63.07931;39.77588;171.2062;4.067364;99.05492;1.13907;20.65832;98.14281;1.260067;10.45501;533.2946;19.49968
66.75259;1034.681;6.94269;1.681726;95.65205;71.29128;10.3963;98.71431;10.15954;2900.535;-3.040106;63.60427;39.65128;171.6657;4.042192;97.6129;1.155494;20.28954;97.99042;1.260738;12.06088;1063.586;19.66605
66.68513;481.4266;5.381079;1.500175;95.16622;70.90586;9.530596;98.38058;9.303347;2804.816;-9.273567;62.94697;38.08671;167.9433;4.073233;97.91505;1.015738;19.84652;97.9244;1.126549;10.55823;484.0471;17.99344
66.65165;1634.318;9.949176;1.680142;95.75198;71.19357;10.28254;98.86819;10.05653;2890.979;-3.08771;63.17867;39.66401;172.1443;4.047513;99.06699;1.15033;20.36385;98.0851;1.259224;10.5422;1775.587;19.49556
66.58926;478.805;5.479288;1.478407;95.0667;70.92219;9.554727;98.42439;9.327216;2809.635;-9.575091;62.9627;38.14972;167.2295;4.071414;97.92341;1.000311;19.89875;97.91879;1.110009;10.36884;486.2339;17.9824
66.53733;3242.385;6.283673;1.680123;95.80904;71.31487;10.29115;98.72354;10.05957;2885.439;-2.884316;63.2279;39.64339;172.3372;4.043319;97.74495;1.155856;20.17139;98.01198;1.259922;12.7437;3434.64;19.49788
