K5PS14_1.PV;K0P102_1.PV
4.152431;4.087237
4.0791;4.087219
4.117594;4.087219
4.153013;4.087219
4.153256;4.087219
4.149037;4.087219
4.151869;4.087219
4.153106;4.087219
4.091306;4.0872
4.125263;4.0872
4.119038;4.0872
4.118813;4.0872
4.119825;4.0872
4.128131;4.0872
4.153162;4.0872
4.147444;4.0872
4.155469;4.0872
4.176094;4.0872
4.1508;4.0872
4.123238;4.087181
4.116356;4.087181
4.1346;4.087181
4.149619;4.087181
4.1517;4.087181
4.131881;4.087162
4.1574;4.087162
4.158206;4.087162
4.123575;4.087144
4.114931;4.087144
4.123688;4.087144
4.117969;4.087144
4.12095;4.087144
4.118269;4.087144
4.13565;4.087144
4.147275;4.087144
4.151531;4.087144
4.151513;4.087144
4.157137;4.087144
4.090031;4.087125
4.111238;4.087125
4.113769;4.087125
4.113131;4.087125
4.134769;4.087125
4.147875;4.087125
4.144612;4.087125
4.148287;4.087125
4.174237;4.087125
4.083844;4.087106
4.134788;4.087106
4.137338;4.087106
4.149262;4.087106
4.12065;4.087088
4.130119;4.087088
4.12845;4.087088
4.127363;4.087088
4.131469;4.087088
4.133756;4.087088
4.14825;4.087088
4.152244;4.087088
4.112944;4.087069
4.123988;4.087069
4.119937;4.087069
4.1193;4.087069
4.11825;4.087069
4.130175;4.087069
4.150763;4.087069
4.147706;4.087069
4.158037;4.087069
4.12305;4.08705
4.1172;4.08705
4.119694;4.08705
4.150744;4.08705
4.150312;4.08705
4.152563;4.08705
4.14315;4.087031
4.129144;4.087031
4.127063;4.087031
4.130925;4.087031
4.140169;4.087031
4.1421;4.087031
4.150988;4.087013
4.15125;4.087013
4.077356;4.087012
4.083619;4.087012
4.115663;4.087012
4.1175;4.087012
4.129631;4.087012
4.147819;4.087012
4.14615;4.087012
4.171594;4.087012
4.1208;4.086994
4.136231;4.086994
4.123819;4.086975
4.13535;4.086975
4.153256;4.086975
4.147125;4.086975
4.149112;4.086975
4.146994;4.086956
4.141387;4.086956
4.082512;4.086937
4.081481;4.086937
4.088831;4.086937
4.105125;4.086937
4.108969;4.086937
4.131469;4.086937
4.138163;4.086937
4.150594;4.086937
4.147537;4.086937
4.146225;4.086937
4.148869;4.086937
4.134919;4.086937
4.117988;4.086919
4.118981;4.086919
4.130962;4.086919
4.151719;4.086919
4.177406;4.086919
4.175475;4.086919
4.083112;4.0869
4.111725;4.0869
4.122731;4.0869
4.115269;4.0869
4.119206;4.0869
4.118587;4.0869
4.142156;4.0869
4.150856;4.0869
4.134825;4.0869
4.134788;4.086881
4.152788;4.086881
4.082231;4.086863
4.11585;4.086863
4.116;4.086863
4.147593;4.086863
4.150106;4.086863
4.155619;4.086863
4.0809;4.086844
4.115438;4.086844
4.116937;4.086844
4.118906;4.086843
4.151925;4.086843
4.146637;4.086843
4.103719;4.086825
4.120763;4.086825
4.131787;4.086825
4.126688;4.086806
4.152675;4.086806
4.148081;4.086806
4.173544;4.086806
4.075519;4.086788
4.0812;4.086788
4.112869;4.086788
4.129538;4.086788
4.146563;4.086788
4.148438;4.086788
4.115757;4.086787
4.121363;4.086787
4.157588;4.086787
4.115606;4.08675
4.121757;4.08675
4.175569;4.08675
4.133738;4.08675
4.115756;4.086731
4.125769;4.086731
4.151325;4.086731
4.174013;4.086731
4.141613;4.086731
4.074375;4.086712
4.119038;4.086712
4.127438;4.086712
4.141294;4.086712
4.139438;4.086712
4.151738;4.086712
4.147744;4.086712
4.149094;4.086712
4.104281;4.086694
4.13145;4.086694
4.149094;4.086694
4.081613;4.086675
4.152094;4.086675
4.083244;4.086657
4.110094;4.086657
4.148906;4.086656
4.157831;4.086656
4.144819;4.086656
4.082381;4.086637
4.150875;4.086637
4.147669;4.086637
4.150481;4.086637
4.152694;4.086637
4.1514;4.086637
4.110956;4.086619
4.117612;4.086619
4.126069;4.086619
4.140806;4.086619
4.150219;4.086619
4.1451;4.086619
4.1505;4.086619
4.147987;4.086619
4.081312;4.0866
4.130588;4.0866
4.124531;4.0866
4.147425;4.0866
4.156463;4.0866
4.173844;4.0866
4.116281;4.086581
4.11375;4.086581
4.1301;4.086581
4.072837;4.086563
4.118625;4.086563
4.134112;4.086563
4.136531;4.086563
4.113863;4.086544
4.152806;4.086544
4.148531;4.086544
4.153594;4.086544
4.15725;4.086544
4.079831;4.086525
4.077881;4.086525
4.082344;4.086525
4.125131;4.086525
4.12185;4.086525
4.082531;4.086506
4.080581;4.086506
4.078144;4.086506
4.082944;4.086506
4.083281;4.086506
4.143487;4.086506
4.124606;4.086506
4.151625;4.086506
4.149319;4.086506
4.111856;4.086488
4.151569;4.086488
4.140769;4.086488
4.103081;4.086487
4.128225;4.086487
4.145306;4.086487
4.152544;4.086487
4.130625;4.086469
4.148138;4.086469
4.135069;4.086469
4.082381;4.086469
4.111275;4.08645
4.121044;4.08645
4.130869;4.08645
4.156294;4.08645
4.153838;4.08645
4.072988;4.086432
4.11495;4.086432
4.123331;4.086432
4.133175;4.086432
4.131;4.086432
4.152375;4.086432
4.136306;4.086431
4.152094;4.086431
4.176487;4.086431
4.082644;4.086412
4.082475;4.086412
4.1187;4.086412
4.146019;4.086412
4.081069;4.086394
4.12275;4.086394
4.120894;4.086394
4.11825;4.086394
4.13115;4.086394
4.1412;4.086394
4.1448;4.086394
4.14075;4.086394
4.07685;4.086375
4.075238;4.086375
4.110506;4.086375
4.15125;4.086375
4.146675;4.086375
4.133494;4.086375
4.076588;4.086356
4.125113;4.086356
4.130606;4.086356
4.148044;4.086356
4.151963;4.086356
4.147781;4.086356
4.140806;4.086356
4.121138;4.086338
4.131206;4.086338
4.141275;4.086338
4.153181;4.086338
4.147444;4.086338
4.155656;4.086338
4.077131;4.086319
4.082381;4.086319
4.115381;4.086319
4.116168;4.086319
4.125825;4.086319
4.08975;4.086318
4.131206;4.086318
4.15155;4.086318
4.114069;4.0863
4.118156;4.0863
4.151119;4.0863
4.150481;4.0863
4.148175;4.0863
4.121775;4.086281
4.147575;4.086281
4.154494;4.086281
4.147181;4.086263
4.156406;4.086263
4.148962;4.086262
4.082569;4.086244
4.080056;4.086244
4.113712;4.086244
4.116844;4.086244
4.13055;4.086244
4.147706;4.086244
4.148494;4.086244
4.113994;4.086225
4.138369;4.086225
4.120537;4.086206
4.147875;4.086206
4.133719;4.086188
4.079156;4.086187
4.102538;4.086187
4.133288;4.086187
4.114444;4.086169
4.119094;4.08615
4.138669;4.08615
4.079681;4.086131
4.0788;4.086131
4.087125;4.086131
4.117294;4.086131
4.141519;4.086131
4.139194;4.086131
4.113487;4.086112
4.119637;4.086112
4.128112;4.086112
4.156669;4.086112
4.174687;4.086112
4.141369;4.086112
4.141781;4.086112
4.081462;4.086094
4.0842;4.086094
4.109138;4.086094
4.122;4.086094
4.114519;4.086094
4.114125;4.086094
4.131338;4.086094
4.150743;4.086094
4.134637;4.086094
4.148644;4.086075
4.0761;4.086056
4.082906;4.086056
4.080375;4.086056
4.109062;4.086056
4.116281;4.086056
4.122375;4.086056
4.080563;4.086038
4.1523;4.086038
4.138125;4.086019
4.113263;4.086
4.116037;4.086
4.152075;4.086
4.148925;4.086
4.1352;4.086
4.075181;4.085981
4.082869;4.085981
4.113431;4.085981
4.123106;4.085981
4.130062;4.085981
4.137844;4.085981
4.138312;4.085963
4.08165;4.085962
4.082888;4.085962
4.116881;4.085962
4.143806;4.085962
4.074844;4.085944
4.079137;4.085944
4.142681;4.085944
4.114368;4.085944
4.133738;4.085944
4.140994;4.085944
4.149769;4.085944
4.134844;4.085944
4.113825;4.085925
4.14645;4.085925
4.175869;4.085925
4.079644;4.085906
4.131263;4.085906
4.148438;4.085906
4.145681;4.085906
4.082381;4.085887
4.081425;4.085887
4.142306;4.085887
4.137656;4.085887
4.169962;4.085887
4.151963;4.085887
4.114125;4.085869
4.154681;4.085869
4.157906;4.085869
4.113769;4.08585
4.113787;4.08585
4.140769;4.08585
4.15575;4.08585
4.078894;4.085831
4.100438;4.085831
4.13115;4.085831
4.149544;4.085831
4.156106;4.085831
4.111219;4.085813
4.113806;4.085813
4.114031;4.085813
4.13085;4.085813
4.151269;4.085813
4.151194;4.085813
4.150369;4.085813
4.075838;4.085794
4.081031;4.085794
4.148756;4.085794
4.07775;4.085793
4.15125;4.085793
4.1205;4.085775
4.146187;4.085775
4.165594;4.085775
4.112775;4.085756
4.144125;4.085756
4.0776;4.085738
4.102781;4.085738
4.129144;4.085738
4.081913;4.085737
4.109775;4.085719
4.12155;4.085719
4.149675;4.085719
4.149094;4.085719
4.148363;4.085719
4.0734;4.0857
4.080112;4.085681
4.081313;4.085681
4.12425;4.085681
4.144481;4.085681
4.174725;4.085681
4.1487;4.085681
4.079288;4.085662
4.0773;4.085662
4.127794;4.085662
4.146244;4.085662
4.156425;4.085662
4.156781;4.085662
4.065431;4.085644
4.084669;4.085644
4.150763;4.085644
4.1493;4.085644
4.148906;4.085644
4.142625;4.085644
4.08225;4.085625
4.088381;4.085625
4.113038;4.085625
4.117669;4.085625
4.153594;4.085625
4.142194;4.085625
4.077825;4.085606
4.080563;4.085606
4.1496;4.085606
4.1019;4.085588
4.118231;4.085588
4.129163;4.085588
4.128881;4.085588
4.150912;4.085588
4.149693;4.085588
4.134844;4.085588
4.082363;4.085569
4.119937;4.085569
4.147256;4.085569
4.154325;4.085569
4.115081;4.08555
4.174313;4.08555
4.15215;4.08555
4.076944;4.085531
4.083562;4.085531
4.109363;4.085531
4.152769;4.085531
4.108781;4.085513
4.118662;4.085513
4.116993;4.085513
4.13955;4.085513
4.072088;4.085494
4.113412;4.085494
4.13025;4.085494
4.1298;4.085494
4.139138;4.085494
4.140038;4.085494
4.129969;4.085475
4.130081;4.085475
4.129463;4.085475
4.143394;4.085475
4.150012;4.085475
4.155488;4.085475
4.157231;4.085475
4.140881;4.085475
4.080975;4.085456
4.108781;4.085456
4.099631;4.085456
4.120143;4.085456
4.119544;4.085456
4.141687;4.085438
4.077525;4.085437
4.081725;4.085437
4.124963;4.085437
4.13835;4.085437
4.150875;4.085437
4.130906;4.085419
4.144969;4.085419
4.128112;4.0854
4.136475;4.0854
4.13175;4.085382
4.0815;4.085381
4.088737;4.085381
4.108912;4.085381
4.114763;4.085381
4.137281;4.085381
4.148494;4.085381
4.137956;4.085381
4.076663;4.085362
4.107337;4.085344
4.1205;4.085344
4.129387;4.085344
4.148456;4.085344
4.121813;4.085325
4.140469;4.085325
4.124269;4.085325
4.130025;4.085325
4.149938;4.085325
4.158581;4.085325
4.08795;4.085306
4.117819;4.085306
4.123819;4.085306
4.124213;4.085306
4.1385;4.085306
4.146843;4.085306
4.147987;4.085306
4.075107;4.085288
4.080038;4.085288
4.084612;4.085288
4.11195;4.085288
4.116131;4.085288
4.119994;4.085288
4.1283;4.085288
4.145494;4.085288
4.150875;4.085288
4.141275;4.085288
4.137919;4.085288
4.0899;4.085269
4.1286;4.085269
4.120894;4.08525
4.129725;4.08525
4.148625;4.08525
4.138837;4.08525
4.078069;4.085231
4.0992;4.085231
4.112681;4.085231
4.116394;4.085231
4.12995;4.085231
4.147182;4.085231
4.175156;4.085231
4.133681;4.085231
4.115494;4.085213
4.130344;4.085213
4.135744;4.085213
4.146619;4.085213
4.151587;4.085213
4.153106;4.085213
4.081088;4.085212
4.081762;4.085212
4.10085;4.085212
4.081144;4.085194
4.115044;4.085194
4.1295;4.085194
4.147013;4.085194
4.089469;4.085175
4.112644;4.085175
4.112625;4.085175
4.113657;4.085175
4.117594;4.085175
4.129969;4.085175
4.129163;4.085175
4.14525;4.085175
4.15425;4.085175
4.080656;4.085156
4.140281;4.085156
4.106944;4.085137
4.11225;4.085137
4.117594;4.085137
4.1292;4.085137
4.132875;4.085137
4.137994;4.085137
4.176056;4.085137
4.133175;4.085137
4.123725;4.085119
4.128919;4.085119
4.1295;4.085119
4.145137;4.085119
4.152563;4.085119
4.154025;4.085119
4.077469;4.0851
4.086;4.0851
4.101469;4.0851
4.117312;4.0851
4.128788;4.0851
4.139531;4.0851
4.0758;4.085081
4.117462;4.085081
4.130494;4.085081
4.078875;4.085063
4.07955;4.085063
4.106156;4.085063
4.081875;4.085044
4.131656;4.085044
4.066875;4.085025
4.112569;4.085025
4.11705;4.085025
4.147012;4.085025
4.144144;4.085025
4.145062;4.085025
4.114106;4.085006
4.138744;4.085006
4.148831;4.085006
4.15275;4.085006
4.080581;4.084988
4.114313;4.084988
4.123238;4.084988
4.150481;4.084988
4.110281;4.084987
4.113056;4.084987
4.083675;4.084969
4.109813;4.084969
4.108575;4.084969
4.129125;4.084969
4.129781;4.084969
4.155562;4.084969
4.085419;4.08495
4.113788;4.08495
4.1493;4.08495
4.113563;4.084931
4.1295;4.084931
4.153406;4.084931
4.113187;4.084913
4.147106;4.084913
4.074506;4.084912
4.131769;4.084912
4.12725;4.084912
4.122413;4.084894
4.114219;4.084894
4.1136;4.084894
4.122281;4.084894
4.133175;4.084894
4.146656;4.084894
4.072425;4.084875
4.128638;4.084875
4.151175;4.084875
4.142437;4.084875
4.145082;4.084875
4.137487;4.084875
4.146338;4.084857
4.083056;4.084856
4.081106;4.084837
4.076775;4.084837
4.087725;4.084837
4.147275;4.084837
4.155131;4.084837
4.154287;4.084837
4.127531;4.084819
4.152806;4.084819
4.082419;4.0848
4.078575;4.0848
4.112587;4.0848
4.129519;4.0848
4.164844;4.0848
4.076588;4.084781
4.072706;4.084781
4.113244;4.084781
4.101187;4.084781
4.111444;4.084781
4.153088;4.084781
4.083131;4.084763
4.130437;4.084763
4.129293;4.084763
4.145194;4.084763
4.149675;4.084763
4.1388;4.084743
4.145944;4.084743
4.112831;4.084725
4.155337;4.084725
4.0821;4.084706
4.106156;4.084706
4.116769;4.084706
4.118569;4.084706
4.128056;4.084706
4.129575;4.084706
4.086694;4.084688
4.117181;4.084688
4.129706;4.084688
4.153594;4.084688
4.0821;4.084687
4.1205;4.084687
4.138856;4.084687
4.146619;4.084687
4.157119;4.084687
4.081144;4.084669
4.07925;4.084669
4.113563;4.084669
4.13775;4.084669
4.138106;4.084669
4.081687;4.08465
4.082512;4.08465
4.142888;4.08465
4.075444;4.084631
4.0818;4.084631
4.079569;4.084631
4.081181;4.084631
4.08075;4.084631
4.084819;4.084631
4.118269;4.084631
4.129406;4.084631
4.146394;4.084631
4.083188;4.084612
4.10805;4.084612
4.114256;4.084612
4.11405;4.084612
4.152094;4.084612
4.149319;4.084612
4.155094;4.084612
4.12845;4.084594
4.144706;4.084594
4.082175;4.084575
4.114612;4.084575
4.117425;4.084575
4.128938;4.084575
4.139156;4.084575
4.156425;4.084575
4.157175;4.084575
4.072988;4.084556
4.113919;4.084556
4.139419;4.084556
4.129519;4.084538
4.139625;4.084538
4.080956;4.084518
4.116282;4.084518
4.063313;4.084518
4.1277;4.0845
4.12755;4.0845
4.1475;4.0845
4.121269;4.084481
4.117725;4.084481
4.127344;4.084481
4.129688;4.084481
4.156219;4.084481
4.150444;4.084481
4.116731;4.084463
4.126481;4.084463
4.151194;4.084463
4.106775;4.084462
4.117387;4.084444
4.128544;4.084444
4.145625;4.084444
4.142906;4.084444
4.063219;4.084444
4.075687;4.084425
4.119562;4.084425
4.128243;4.084425
4.134263;4.084425
4.1178;4.084406
4.128431;4.084406
4.133719;4.084406
4.080563;4.084387
4.081913;4.084387
4.105594;4.084387
4.123875;4.084387
4.120069;4.084387
4.116787;4.084387
4.082212;4.084369
4.080319;4.084369
4.127625;4.084369
4.148719;4.084369
4.074694;4.08435
4.082831;4.08435
4.111969;4.08435
4.117106;4.08435
4.1262;4.08435
4.147763;4.08435
4.156969;4.08435
4.079456;4.084331
4.077544;4.084331
4.080112;4.084331
4.081144;4.084331
4.081987;4.084331
4.085737;4.084331
4.1124;4.084331
4.117181;4.084331
4.1472;4.084331
4.147631;4.084331
4.116394;4.084312
4.116206;4.084312
4.128;4.084312
4.129275;4.084312
4.135612;4.084312
4.139438;4.084312
4.077263;4.084294
4.115119;4.084294
4.121456;4.084294
4.152806;4.084293
4.139213;4.084275
4.1433;4.084275
4.146975;4.084275
4.15395;4.084275
4.153275;4.084275
4.081781;4.084256
4.130494;4.084256
4.12935;4.084256
4.145794;4.084256
4.1445;4.084256
4.148344;4.084256
4.078087;4.084238
4.112231;4.084238
4.147481;4.084238
4.147106;4.084238
4.081556;4.084219
4.099819;4.084219
4.127156;4.084219
4.128844;4.084219
4.13475;4.084219
4.146712;4.084219
4.149282;4.084219
4.149562;4.084219
4.146;4.084219
4.167862;4.084219
4.103494;4.0842
4.110056;4.0842
4.128282;4.0842
4.128469;4.0842
4.138706;4.0842
4.139606;4.0842
4.149656;4.0842
4.148794;4.0842
4.111181;4.084181
4.137431;4.084181
4.147275;4.084181
4.11555;4.084163
4.127831;4.084163
4.153143;4.084163
4.079268;4.084144
4.077206;4.084144
4.0833;4.084144
4.124269;4.084144
4.128656;4.084144
4.138406;4.084144
4.1448;4.084144
4.154381;4.084144
4.07505;4.084125
4.082231;4.084125
4.076363;4.084125
4.117819;4.084125
4.118137;4.084125
4.128713;4.084125
4.139213;4.084125
4.063575;4.084125
4.123837;4.084106
4.137638;4.084106
4.148944;4.084106
4.1424;4.084106
4.14585;4.084106
4.164712;4.084106
4.146244;4.084106
4.156294;4.084106
4.152;4.084106
4.154062;4.084106
4.072575;4.084087
4.081331;4.084087
4.079288;4.084087
4.115325;4.084087
4.113225;4.084087
4.147631;4.084087
4.082063;4.084069
4.123087;4.084069
4.122975;4.084069
4.113;4.084069
4.114744;4.084069
4.139194;4.084069
4.07985;4.08405
4.108106;4.08405
4.114744;4.08405
4.12995;4.08405
4.153913;4.08405
4.131825;4.08405
4.140413;4.084031
4.120275;4.084031
4.1169;4.084031
4.116656;4.084031
4.1346;4.084031
4.143656;4.084031
4.156162;4.084031
4.146844;4.084031
4.14915;4.084031
4.07835;4.084013
4.139044;4.084013
4.116168;4.083994
4.144312;4.083994
4.146112;4.083994
4.14495;4.083994
4.152525;4.083994
4.138069;4.083994
4.078631;4.083993
4.143525;4.083993
4.081894;4.083975
4.123087;4.083975
4.126088;4.083975
4.128075;4.083975
4.147875;4.083975
4.145944;4.083975
4.141106;4.083975
4.085606;4.083956
4.115494;4.083956
4.130588;4.083956
4.12725;4.083956
4.118231;4.083938
4.13955;4.083938
4.1424;4.083938
4.155675;4.083938
4.075744;4.083919
4.11615;4.083919
4.128094;4.083919
4.127456;4.083919
4.145887;4.083919
4.072331;4.0839
4.080881;4.0839
4.116244;4.0839
4.135519;4.0839
4.151006;4.0839
4.146131;4.0839
4.123837;4.083881
4.132181;4.083881
4.081969;4.083862
4.076906;4.083862
4.080806;4.083862
4.13085;4.083862
4.12875;4.083862
4.135763;4.083862
4.146806;4.083862
4.146169;4.083862
4.063313;4.083862
4.128788;4.083844
4.138444;4.083844
4.147237;4.083844
4.144181;4.083844
4.154719;4.083844
4.064288;4.083825
4.120838;4.083825
4.118831;4.083825
4.143844;4.083825
4.124231;4.083806
4.129219;4.083806
4.128431;4.083806
4.06275;4.083806
4.080731;4.083787
4.081031;4.083787
4.110469;4.083787
4.111144;4.083787
4.126744;4.083787
4.127494;4.083787
4.14315;4.083787
4.145062;4.083787
4.157419;4.083787
4.15125;4.083787
4.082363;4.083769
4.116506;4.083769
4.112794;4.083769
4.11915;4.083769
4.139306;4.083769
4.080338;4.083769
4.079981;4.08375
4.081631;4.08375
4.10625;4.08375
4.12335;4.08375
4.145306;4.08375
4.077825;4.083731
4.14315;4.083731
4.141575;4.083731
4.156031;4.083731
4.152787;4.083731
4.079775;4.083713
4.138688;4.083713
4.142737;4.083713
4.139381;4.083694
4.142288;4.083694
4.065131;4.083675
4.110863;4.083675
4.111144;4.083675
4.118944;4.083675
4.121831;4.083675
4.125431;4.083675
4.134375;4.083675
4.145813;4.083675
4.160512;4.083675
4.148362;4.083675
4.132575;4.083675
4.070831;4.083656
4.122844;4.083656
4.128412;4.083656
4.134525;4.083656
4.149019;4.083656
4.153669;4.083656
4.138819;4.083638
4.145719;4.083638
4.079644;4.083637
4.105125;4.083637
4.116844;4.083637
4.129313;4.083637
4.136925;4.083637
4.073925;4.083619
4.111894;4.083619
4.128469;4.083619
4.1463;4.083619
4.079175;4.0836
4.110994;4.0836
4.117069;4.0836
4.146937;4.0836
4.145644;4.0836
4.075106;4.083581
4.116037;4.083581
4.128282;4.083581
4.1385;4.083581
4.143206;4.083581
4.07895;4.083562
4.145719;4.083562
4.12155;4.083544
4.118906;4.083544
4.116675;4.083544
4.116637;4.083544
4.129013;4.083544
4.128788;4.083544
4.126838;4.083544
4.173187;4.083544
4.117125;4.083525
4.125956;4.083525
4.127812;4.083506
4.152656;4.083506
4.063387;4.083506
4.079044;4.083488
4.110638;4.083488
4.14;4.083488
4.078931;4.083469
4.11465;4.083469
4.12725;4.083469
4.128506;4.083469
4.13415;4.083468
4.114594;4.08345
4.124475;4.08345
4.117312;4.08345
4.128768;4.08345
4.158487;4.08345
4.172793;4.08345
4.065413;4.083431
4.116731;4.083431
4.129031;4.083431
4.130606;4.083431
4.139775;4.083431
4.146937;4.083431
4.152956;4.083431
4.063575;4.083431
4.123125;4.083413
4.113769;4.083413
4.120425;4.083394
4.117144;4.083394
4.146544;4.083394
4.139981;4.083394
4.110431;4.083375
4.120875;4.083375
4.119281;4.083356
4.143844;4.083356
4.129294;4.083356
4.073494;4.083337
4.07325;4.083337
4.080881;4.083337
4.14675;4.083337
4.063875;4.083337
4.120106;4.083319
4.116413;4.083319
4.135575;4.083319
4.121438;4.0833
4.113994;4.0833
4.152863;4.0833
4.071206;4.083281
4.153331;4.083281
4.148175;4.083281
4.064719;4.083281
4.071994;4.083262
4.115681;4.083262
4.117988;4.083262
4.128562;4.083262
4.15365;4.083262
4.079194;4.083244
4.079663;4.083244
4.1151;4.083244
4.127925;4.083244
4.152038;4.083244
4.080112;4.083225
4.112082;4.083225
4.113994;4.083225
4.1097;4.083225
4.124063;4.083225
4.146806;4.083225
4.14255;4.083225
4.142906;4.083225
4.07715;4.083206
4.1151;4.083206
4.112137;4.083206
4.114931;4.083206
4.080132;4.083188
4.078575;4.083188
4.101637;4.083188
4.128637;4.083188
4.164431;4.083188
4.146769;4.083188
4.079194;4.083169
4.078875;4.083169
4.122356;4.083169
4.063725;4.083169
4.124831;4.08315
4.138181;4.08315
4.154269;4.083131
4.062769;4.083094
4.081406;4.083094
4.126762;4.083094
4.126781;4.083094
4.152994;4.083094
4.077938;4.083075
4.080075;4.083075
4.113375;4.083075
4.13085;4.083075
4.134656;4.083075
4.073456;4.083056
4.131919;4.083056
4.117763;4.083056
4.172437;4.083056
4.082081;4.083037
4.112925;4.083037
4.131356;4.083037
4.127156;4.083019
4.150144;4.083019
4.072875;4.083
4.079156;4.083
4.079794;4.083
4.114219;4.083
4.125338;4.083
4.152806;4.083
4.062131;4.083
4.110975;4.082981
4.131506;4.082981
4.145231;4.082981
4.143244;4.082963
4.142719;4.082963
4.14645;4.082963
4.115719;4.082944
4.135313;4.082944
4.150931;4.082943
4.069313;4.082925
4.110844;4.082925
4.116225;4.082925
4.128525;4.082925
4.125731;4.082925
4.130344;4.082925
4.128581;4.082925
4.072237;4.082906
4.072219;4.082906
4.116544;4.082906
4.109157;4.082906
4.128375;4.082906
4.136813;4.082888
4.134225;4.082888
4.139194;4.082888
4.121419;4.082869
4.115006;4.082869
4.127138;4.082869
4.143525;4.082869
4.157288;4.082869
4.126763;4.082869
4.079531;4.08285
4.079494;4.08285
4.11435;4.08285
4.130681;4.08285
4.145719;4.08285
4.144631;4.08285
4.112606;4.082831
4.131075;4.082831
4.128469;4.082831
4.145869;4.082831
4.140806;4.082831
4.150012;4.082831
4.13925;4.082813
4.117875;4.082812
4.106737;4.082812
4.120069;4.082812
4.150669;4.082812
4.071881;4.082794
4.116;4.082794
4.095225;4.082775
4.119206;4.082775
4.114294;4.082775
4.128825;4.082775
4.148325;4.082775
4.151569;4.082775
4.078163;4.082756
4.172494;4.082756
4.143731;4.082756
4.098037;4.082737
4.114725;4.082737
4.112775;4.082737
4.120462;4.082737
4.127906;4.082737
4.115737;4.082719
4.131618;4.082719
4.12095;4.082719
4.116938;4.082719
4.127587;4.082719
4.080675;4.0827
4.124962;4.0827
4.126987;4.0827
4.1349;4.0827
4.138406;4.082681
4.172812;4.082681
4.07115;4.082663
4.079213;4.082663
4.115306;4.082663
4.129069;4.082663
4.07685;4.082625
4.081013;4.082625
4.110638;4.082625
4.116168;4.082625
4.126125;4.082625
4.079494;4.082606
4.115963;4.082606
4.126856;4.082606
4.131;4.082606
4.142756;4.082606
4.072819;4.082588
4.071037;4.082587
4.136531;4.082587
4.140525;4.082587
4.14375;4.082569
4.1475;4.082569
4.077319;4.08255
4.123087;4.08255
4.114894;4.08255
4.153144;4.08255
4.073513;4.082531
4.072669;4.082531
4.080075;4.082531
4.121512;4.082531
4.112944;4.082531
4.173281;4.082531
4.14975;4.082531
4.104712;4.082512
4.115175;4.082512
4.144444;4.082512
4.150875;4.082512
4.079888;4.082494
4.081444;4.082494
4.109812;4.082494
4.126106;4.082494
4.142831;4.082494
4.152637;4.082494
4.064756;4.082475
4.068619;4.082475
4.069687;4.082475
4.072931;4.082475
4.073475;4.082475
4.081106;4.082475
4.120312;4.082475
4.145925;4.082475
4.148025;4.082475
4.148118;4.082475
4.071469;4.082456
4.076794;4.082456
4.130437;4.082456
4.144406;4.082456
4.079175;4.082438
4.09605;4.082438
4.128806;4.082438
4.076475;4.082419
4.1145;4.082419
4.077563;4.082418
4.126875;4.0824
4.141594;4.0824
4.13955;4.0824
4.139025;4.0824
4.063687;4.0824
4.074169;4.082381
4.069687;4.082381
4.073062;4.082381
4.093125;4.082381
4.117519;4.082381
4.130738;4.082381
4.145644;4.082381
4.141875;4.082381
4.074131;4.082363
4.136044;4.082363
4.100344;4.082363
4.126613;4.082363
4.134637;4.082363
4.144463;4.082363
4.134975;4.082362
4.119038;4.082344
4.133344;4.082344
4.114594;4.082344
4.145306;4.082344
4.077338;4.082325
4.078988;4.082325
4.1262;4.082325
4.142962;4.082325
4.116;4.082306
4.145906;4.082306
4.126256;4.082288
4.065;4.082287
4.073662;4.082287
4.071038;4.082287
4.079288;4.082287
4.081519;4.082287
4.094963;4.082287
4.109475;4.082287
4.113919;4.082287
4.136063;4.082287
4.150087;4.082287
4.141387;4.082287
4.071881;4.082269
4.131281;4.082269
4.078875;4.08225
4.09515;4.08225
4.11465;4.08225
4.130738;4.08225
4.078819;4.08225
4.072556;4.082232
4.065131;4.082231
4.072463;4.082231
4.143338;4.082231
4.152712;4.082231
4.141744;4.082231
4.124644;4.082212
4.149244;4.082212
4.062938;4.082212
4.069519;4.082194
4.1154;4.082194
4.125806;4.082194
4.126425;4.082194
4.148925;4.082194
4.114519;4.082175
4.112944;4.082175
4.130868;4.082175
4.151794;4.082175
4.150275;4.082175
4.06425;4.082156
4.078331;4.082156
4.108593;4.082156
4.112887;4.082156
4.128394;4.082156
4.141706;4.082156
4.143638;4.082156
4.139738;4.082156
4.173769;4.082156
4.146937;4.082156
4.07235;4.082138
4.096725;4.082138
4.127775;4.082138
4.130906;4.082138
4.149113;4.082138
4.12935;4.082138
4.066031;4.082119
4.078688;4.082119
4.115081;4.082119
4.130775;4.082119
4.137769;4.082119
4.072969;4.0821
4.1169;4.0821
4.126613;4.0821
4.134169;4.0821
4.090069;4.082081
4.121231;4.082081
4.11825;4.082081
4.118531;4.082081
4.117518;4.082081
4.1154;4.082081
4.129406;4.082081
4.144012;4.082081
4.070119;4.082081
4.071638;4.082063
4.065319;4.082062
4.071712;4.082062
4.119563;4.082062
4.114312;4.082062
4.166606;4.082062
4.143338;4.082062
4.073887;4.082044
4.077056;4.082044
4.111481;4.082044
4.14705;4.082044
4.064625;4.082025
4.111125;4.082025
4.112437;4.082025
