K5PS14_1.PV;K0P102_1.PV
4.1346;4.107188
4.1397;4.107188
4.162144;4.107188
4.138894;4.107187
4.19115;4.107187
4.170769;4.107187
4.140206;4.107169
4.131844;4.107169
4.135669;4.107169
4.132537;4.107169
4.138406;4.107169
4.150987;4.107169
4.158375;4.107169
4.16115;4.107169
4.188056;4.107169
4.192875;4.107169
4.130906;4.10715
4.156687;4.10715
4.163737;4.10715
4.192913;4.10715
4.187719;4.10715
4.187737;4.10715
4.166325;4.10715
4.170712;4.10715
4.175494;4.10715
4.138125;4.107131
4.137056;4.107131
4.135669;4.107131
4.134094;4.107131
4.147313;4.107131
4.151944;4.107131
4.192088;4.107131
4.188525;4.107131
4.187981;4.107131
4.189425;4.107131
4.12875;4.107112
4.12875;4.107112
4.132312;4.107112
4.130888;4.107112
4.186538;4.107112
4.171144;4.107112
4.14;4.107094
4.193831;4.107094
4.190043;4.107094
4.174162;4.107094
4.136156;4.107075
4.130737;4.107075
4.132931;4.107075
4.141181;4.107075
4.139475;4.107075
4.138181;4.107075
4.138219;4.107075
4.156912;4.107075
4.167431;4.107075
4.19085;4.107075
4.186182;4.107075
4.188281;4.107075
4.166156;4.107075
4.139325;4.107056
4.13865;4.107056
4.159312;4.107056
4.165894;4.107056
4.159163;4.107056
4.1601;4.107056
4.186069;4.107056
4.172925;4.107056
4.165087;4.107056
4.12875;4.107038
4.1346;4.107038
4.129163;4.107038
4.140056;4.107038
4.152019;4.107038
4.175269;4.107038
4.172269;4.107038
4.174444;4.107038
4.163306;4.107038
4.167188;4.107038
4.1679;4.107038
4.1466;4.107019
4.194131;4.107019
4.171406;4.107019
4.162538;4.107019
4.138012;4.107018
4.132575;4.107018
4.135125;4.107018
4.139513;4.107018
4.193044;4.107018
4.168237;4.107018
4.129632;4.107
4.13745;4.107
4.159106;4.107
4.1907;4.107
4.191957;4.107
4.189406;4.107
4.184269;4.107
4.1337;4.106981
4.138275;4.106981
4.13085;4.106981
4.143188;4.106981
4.140844;4.106981
4.152131;4.106981
4.157325;4.106981
4.195144;4.106981
4.165144;4.106981
4.1451;4.106963
4.13295;4.106963
4.137225;4.106963
4.152244;4.106963
4.15815;4.106963
4.156594;4.106963
4.161019;4.106963
4.189369;4.106963
4.17105;4.106963
4.173543;4.106963
4.172719;4.106963
4.137169;4.106944
4.135875;4.106944
4.131844;4.106944
4.128525;4.106944
4.127306;4.106944
4.161506;4.106944
4.1646;4.106944
4.15965;4.106944
4.1733;4.106944
4.140394;4.106925
4.13775;4.106925
4.140431;4.106925
4.164919;4.106925
4.188375;4.106925
4.168575;4.106925
4.135331;4.106906
4.1313;4.106906
4.132388;4.106906
4.133381;4.106906
4.136662;4.106906
4.131938;4.106906
4.141425;4.106906
4.152187;4.106906
4.164487;4.106906
4.16865;4.106906
4.1745;4.106906
4.187475;4.106888
4.178025;4.106888
4.184681;4.106887
4.168013;4.106887
4.1655;4.106887
4.136063;4.106869
4.1268;4.106869
4.130888;4.106869
4.130831;4.106869
4.128281;4.106869
4.132013;4.106869
4.160512;4.106869
4.167431;4.106869
4.173112;4.106869
4.132762;4.10685
4.130588;4.10685
4.131469;4.10685
4.130888;4.10685
4.130288;4.10685
4.149356;4.10685
4.151044;4.10685
4.149938;4.10685
4.156181;4.10685
4.156406;4.10685
4.160681;4.10685
4.1634;4.10685
4.1928;4.10685
4.175906;4.10685
4.16865;4.10685
4.172362;4.10685
4.143244;4.106832
4.187888;4.106832
4.188394;4.106832
4.130869;4.106831
4.133606;4.106831
4.128469;4.106812
4.134525;4.106812
4.133287;4.106812
4.162594;4.106812
4.171969;4.106812
4.128862;4.106794
4.131656;4.106794
4.133419;4.106794
4.147125;4.106794
4.164207;4.106794
4.16205;4.106794
4.19085;4.106794
4.170187;4.106794
4.170693;4.106794
4.151831;4.106793
4.171575;4.106793
4.138069;4.106775
4.135969;4.106775
4.152412;4.106775
4.159856;4.106775
4.190869;4.106775
4.18905;4.106775
4.185131;4.106775
4.170732;4.106775
4.135744;4.106756
4.131769;4.106756
4.13295;4.106756
4.13265;4.106756
4.151062;4.106756
4.1577;4.106756
4.192744;4.106756
4.187513;4.106756
4.188506;4.106756
4.189688;4.106756
4.1829;4.106756
4.17255;4.106756
4.172231;4.106756
4.175006;4.106756
4.172625;4.106756
4.133344;4.106738
4.133419;4.106738
4.135612;4.106738
4.135838;4.106738
4.130456;4.106738
4.130813;4.106738
4.139006;4.106738
4.151175;4.106738
4.192256;4.106738
4.188713;4.106738
4.186462;4.106738
4.164206;4.106738
4.167788;4.106738
4.130662;4.106737
4.136344;4.106719
4.129912;4.106719
4.130137;4.106719
4.135275;4.106719
4.131694;4.106719
4.13145;4.106719
4.13115;4.106719
4.136737;4.106719
4.152131;4.106719
4.150406;4.106719
4.160494;4.106719
4.161337;4.106719
4.185675;4.106719
4.185544;4.106719
4.172381;4.106719
4.170075;4.106719
4.17045;4.106719
4.168387;4.106719
4.187044;4.106719
4.174368;4.106719
4.144612;4.1067
4.141556;4.1067
4.139662;4.1067
4.135406;4.1067
4.129688;4.1067
4.129856;4.1067
4.130644;4.1067
4.167206;4.1067
4.163081;4.1067
4.186575;4.1067
4.185094;4.1067
4.16235;4.1067
4.135238;4.106681
4.130212;4.106681
4.130812;4.106681
4.128881;4.106681
4.13715;4.106681
4.160493;4.106681
4.160663;4.106681
4.157981;4.106681
4.185975;4.106681
4.172062;4.106681
4.172925;4.106681
4.191412;4.106681
4.134413;4.106663
4.1343;4.106663
4.133007;4.106663
4.155919;4.106663
4.16205;4.106663
4.125563;4.106662
4.160193;4.106662
4.17135;4.106662
4.135031;4.106644
4.137019;4.106644
4.132838;4.106644
4.133512;4.106644
4.131956;4.106644
4.134206;4.106644
4.150238;4.106644
4.171913;4.106644
4.170994;4.106644
4.164037;4.106644
4.1325;4.106625
4.132275;4.106625
4.134019;4.106625
4.189031;4.106625
4.170487;4.106625
4.170769;4.106625
4.130325;4.106606
4.137131;4.106606
4.132762;4.106606
4.135669;4.106606
4.1409;4.106606
4.161057;4.106606
4.162387;4.106606
4.161675;4.106606
4.163306;4.106606
4.18815;4.106606
4.171519;4.106606
4.173637;4.106606
4.163944;4.106606
4.168631;4.106606
4.134937;4.106587
4.135781;4.106587
4.133532;4.106587
4.1337;4.106587
4.133025;4.106587
4.150594;4.106587
4.1514;4.106587
4.152;4.106587
4.187006;4.106587
4.186256;4.106587
4.166175;4.106587
4.167919;4.106587
4.134394;4.106569
4.137787;4.106569
4.1607;4.106569
4.160438;4.106569
4.162556;4.106569
4.138369;4.10655
4.136569;4.10655
4.13325;4.10655
4.160812;4.10655
4.171369;4.10655
4.163044;4.10655
4.142531;4.106531
4.14405;4.106531
4.13325;4.106531
4.131938;4.106531
4.1343;4.106531
4.131544;4.106531
4.133794;4.106531
4.188206;4.106531
4.190306;4.106531
4.194019;4.106531
4.167094;4.106531
4.172756;4.106531
4.170187;4.106531
4.162818;4.106531
4.130081;4.106513
4.134337;4.106513
4.137637;4.106513
4.157438;4.106513
4.15935;4.106513
4.187775;4.106513
4.18815;4.106513
4.166362;4.106513
4.164487;4.106513
4.136907;4.106494
4.137131;4.106494
4.136569;4.106494
4.135162;4.106494
4.132294;4.106494
4.140225;4.106494
4.1514;4.106494
4.161694;4.106494
4.164581;4.106494
4.129406;4.106493
4.161619;4.106493
4.133906;4.106475
4.131187;4.106475
4.132575;4.106475
4.131375;4.106475
4.1337;4.106475
4.151119;4.106475
4.151062;4.106475
4.164338;4.106475
4.161225;4.106475
4.1928;4.106475
4.1868;4.106475
4.188337;4.106475
4.172025;4.106475
4.172831;4.106475
4.129931;4.106456
4.134488;4.106456
4.136063;4.106456
4.143338;4.106456
4.164244;4.106456
4.162838;4.106456
4.166062;4.106456
4.174725;4.106456
4.1709;4.106456
4.173563;4.106456
4.16595;4.106456
4.129857;4.106438
4.135462;4.106438
4.127306;4.106438
4.1718;4.106438
4.14105;4.106437
4.131056;4.106437
4.133738;4.106419
4.134525;4.106419
4.150556;4.106419
4.147519;4.106419
4.160906;4.106419
4.156219;4.106419
4.159575;4.106419
4.16385;4.106419
4.192237;4.106419
4.164019;4.106419
4.131618;4.1064
4.130944;4.1064
4.142475;4.1064
4.162369;4.1064
4.161394;4.1064
4.161862;4.1064
4.187419;4.1064
4.164506;4.1064
4.186406;4.1064
4.134131;4.106381
4.137169;4.106381
4.130306;4.106381
4.131769;4.106381
4.133044;4.106381
4.1316;4.106381
4.128619;4.106381
4.138875;4.106381
4.149431;4.106381
4.1529;4.106381
4.152769;4.106381
4.155619;4.106381
4.15935;4.106381
4.170281;4.106381
4.170338;4.106381
4.133869;4.106362
4.129519;4.106362
4.131431;4.106362
4.132894;4.106362
4.129406;4.106362
4.157906;4.106362
4.162293;4.106362
4.186744;4.106362
4.163831;4.106362
4.13625;4.106344
4.130944;4.106344
4.161243;4.106344
4.192237;4.106344
4.187081;4.106344
4.191787;4.106344
4.189875;4.106344
4.174669;4.106344
4.164862;4.106344
4.128469;4.106325
4.134881;4.106325
4.131319;4.106325
4.133344;4.106325
4.137225;4.106325
4.160663;4.106325
4.163719;4.106325
4.158038;4.106325
4.188544;4.106325
4.186781;4.106325
4.169081;4.106325
4.163419;4.106325
4.163363;4.106325
4.151494;4.106307
4.139006;4.106306
4.135838;4.106306
4.143806;4.106306
4.144032;4.106306
4.146731;4.106306
4.150894;4.106306
4.152956;4.106306
4.161487;4.106306
4.192556;4.106306
4.188281;4.106306
4.133587;4.106287
4.134112;4.106287
4.133775;4.106287
4.133287;4.106287
4.134263;4.106287
4.130213;4.106287
4.144519;4.106287
4.152244;4.106287
4.152412;4.106287
4.192031;4.106287
4.192237;4.106287
4.182919;4.106287
4.175269;4.106287
4.173938;4.106287
4.1361;4.106269
4.131656;4.106269
4.18815;4.106269
4.177162;4.106269
4.168706;4.106269
4.166569;4.106269
4.159875;4.106268
4.135519;4.10625
4.1307;4.10625
4.134;4.10625
4.1376;4.10625
4.141875;4.10625
4.136869;4.10625
4.167544;4.10625
4.186462;4.10625
4.193156;4.10625
4.193906;4.10625
4.169194;4.10625
4.1715;4.10625
4.170881;4.10625
4.135163;4.106231
4.129481;4.106231
4.13355;4.106231
4.132069;4.106231
4.12725;4.106231
4.126069;4.106231
4.143581;4.106231
4.1418;4.106231
4.150275;4.106231
4.156856;4.106231
4.159594;4.106231
4.18545;4.106231
4.168219;4.106231
4.163831;4.106231
4.138312;4.106213
4.1352;4.106213
4.150781;4.106213
4.171444;4.106213
4.170244;4.106213
4.153106;4.106212
4.136288;4.106194
4.133232;4.106194
4.130269;4.106194
4.132688;4.106194
4.130906;4.106194
4.136794;4.106194
4.139006;4.106194
4.137844;4.106194
4.162219;4.106194
4.172081;4.106194
4.170619;4.106194
4.172081;4.106194
4.130381;4.106175
4.132069;4.106175
4.129819;4.106175
4.155431;4.106175
4.165519;4.106175
4.172644;4.106175
4.166362;4.106175
4.133606;4.106156
4.137356;4.106156
4.159875;4.106156
4.159706;4.106156
4.160756;4.106156
4.188881;4.106156
4.193287;4.106156
4.163775;4.106156
4.166456;4.106156
4.174932;4.106138
4.162556;4.106138
4.171538;4.106138
4.130512;4.106137
4.132013;4.106137
4.134713;4.106137
4.1295;4.106137
4.160175;4.106137
4.165744;4.106137
4.168556;4.106137
4.169644;4.106137
4.142906;4.106119
4.129388;4.106119
4.1418;4.106119
4.139119;4.106119
4.150819;4.106119
4.150125;4.106119
4.145344;4.106119
4.161;4.106119
4.164075;4.106119
4.188806;4.106119
4.170281;4.106119
4.134619;4.1061
4.133812;4.1061
4.135969;4.1061
4.132257;4.1061
4.129463;4.1061
4.142381;4.1061
4.145231;4.1061
4.146994;4.1061
4.15935;4.1061
4.161956;4.1061
4.163325;4.1061
4.190006;4.1061
4.174162;4.1061
4.173769;4.1061
4.176413;4.1061
4.189087;4.1061
4.140094;4.106081
4.136494;4.106081
4.130288;4.106081
4.146619;4.106081
4.161656;4.106081
4.186819;4.106081
4.188544;4.106081
4.185731;4.106081
4.172307;4.106081
4.171331;4.106081
4.165537;4.106063
4.141106;4.106062
4.133569;4.106062
4.138725;4.106062
4.137281;4.106062
4.136006;4.106062
4.156612;4.106062
4.174875;4.106062
4.134788;4.106044
4.13565;4.106044
4.134862;4.106044
4.130869;4.106044
4.136344;4.106044
4.151325;4.106044
4.148119;4.106044
4.152563;4.106044
4.163513;4.106044
4.161581;4.106044
4.160287;4.106044
4.15815;4.106044
4.187456;4.106044
4.171875;4.106044
4.130156;4.106025
4.125712;4.106025
4.13445;4.106025
4.14945;4.106025
4.1583;4.106025
4.18665;4.106025
4.166287;4.106025
4.145569;4.106007
4.151981;4.106007
4.165688;4.106007
4.133363;4.106006
4.132444;4.106006
4.1397;4.106006
4.140056;4.106006
4.138237;4.106006
4.193794;4.106006
4.185394;4.106006
4.173638;4.106006
4.128281;4.105988
4.132575;4.105988
4.130606;4.105988
4.130363;4.105988
4.130888;4.105988
4.187081;4.105988
4.185187;4.105988
4.169588;4.105988
4.1634;4.105988
4.1337;4.105969
4.138144;4.105969
4.151737;4.105969
4.168519;4.105969
4.133681;4.105968
4.151044;4.105968
4.134544;4.10595
4.13355;4.10595
4.132856;4.10595
4.130944;4.10595
4.126688;4.10595
4.139869;4.10595
4.150012;4.10595
4.146225;4.10595
4.157831;4.10595
4.15485;4.10595
4.160963;4.10595
4.190887;4.10595
4.173038;4.10595
4.165838;4.10595
4.140469;4.105931
4.129838;4.105931
4.130588;4.105931
4.126388;4.105931
4.131113;4.105931
4.1478;4.105931
4.163737;4.105931
4.186069;4.105931
4.173319;4.105931
4.161188;4.105931
4.191094;4.105931
4.136344;4.105913
4.134525;4.105913
4.137;4.105913
4.131919;4.105913
4.129987;4.105913
4.143;4.105913
4.158206;4.105913
4.156781;4.105913
4.190831;4.105913
4.165163;4.105913
4.171988;4.105913
4.13925;4.105912
4.12995;4.105912
4.141875;4.105912
4.145925;4.105912
4.169006;4.105912
4.0974;4.105912
4.133419;4.105894
4.139681;4.105894
4.130719;4.105894
4.157831;4.105894
4.156781;4.105894
4.1676;4.105894
4.1682;4.105894
4.167337;4.105894
4.162969;4.105894
4.130325;4.105875
4.136344;4.105875
4.133906;4.105875
4.132519;4.105875
4.131469;4.105875
4.131788;4.105875
4.142888;4.105875
4.159143;4.105875
4.174856;4.105875
4.096781;4.105875
4.137787;4.105856
4.132013;4.105856
4.131618;4.105856
4.137712;4.105856
4.1643;4.105856
4.16655;4.105856
4.190737;4.105856
4.17165;4.105856
4.163343;4.105856
4.13235;4.105838
4.139719;4.105837
4.131656;4.105837
4.1433;4.105837
4.185019;4.105837
4.13475;4.105819
4.134281;4.105819
4.147013;4.105819
4.171762;4.105819
4.168388;4.105819
4.167263;4.105819
4.172906;4.105819
4.134788;4.1058
4.135031;4.1058
4.138069;4.1058
4.16325;4.1058
4.192575;4.1058
4.168313;4.1058
4.1622;4.1058
4.137094;4.105782
4.129369;4.105782
4.166062;4.105782
4.163681;4.105782
4.172025;4.105782
4.134731;4.105781
4.133381;4.105781
4.1313;4.105781
4.134075;4.105781
4.188637;4.105781
4.186556;4.105781
4.168594;4.105781
4.132444;4.105762
4.130531;4.105762
4.136437;4.105762
4.156875;4.105762
4.190325;4.105762
4.18785;4.105762
4.168144;4.105762
4.162387;4.105762
4.0977;4.105762
4.133569;4.105744
4.136025;4.105744
4.132237;4.105744
4.130775;4.105744
4.186856;4.105744
4.135219;4.105725
4.134263;4.105725
4.134469;4.105725
4.131056;4.105725
4.14225;4.105725
4.1418;4.105725
4.16145;4.105725
4.186725;4.105725
4.141687;4.105706
4.143844;4.105706
4.192575;4.105706
4.167937;4.105706
4.131187;4.105688
4.130287;4.105688
4.134056;4.105688
4.142437;4.105688
4.152563;4.105688
4.153913;4.105688
4.159125;4.105688
4.169475;4.105688
4.185975;4.105688
4.186687;4.105688
4.173525;4.105688
4.170225;4.105688
4.162425;4.105688
4.131;4.105669
4.165688;4.105669
4.190681;4.105669
4.169363;4.105669
4.168556;4.105669
4.173187;4.105669
4.139475;4.10565
4.132875;4.10565
4.132688;4.10565
4.132556;4.10565
4.134037;4.10565
4.132631;4.10565
4.13115;4.10565
4.156256;4.10565
4.126725;4.10565
4.1481;4.10565
4.18305;4.10565
4.170956;4.10565
4.137487;4.105631
4.136156;4.105631
4.1388;4.105631
4.129819;4.105631
4.130212;4.105631
4.160138;4.105631
4.155769;4.105631
4.1634;4.105631
4.159913;4.105631
4.187981;4.105631
4.168706;4.105631
4.162444;4.105631
4.190756;4.105631
4.135913;4.105613
4.131994;4.105613
4.128825;4.105613
4.129219;4.105613
4.145138;4.105613
4.160119;4.105613
4.1667;4.105613
4.173563;4.105613
4.132144;4.105594
4.138556;4.105594
4.157212;4.105594
4.1565;4.105594
4.161131;4.105594
4.158694;4.105594
4.192369;4.105594
4.181943;4.105594
4.1361;4.105575
4.1352;4.105575
4.134431;4.105575
4.132163;4.105575
4.136962;4.105575
4.133588;4.105575
4.147069;4.105575
4.188281;4.105575
4.170262;4.105575
4.174819;4.105575
4.131938;4.105556
4.133006;4.105556
4.1304;4.105556
4.132519;4.105556
4.155375;4.105556
4.136119;4.105556
4.148381;4.105556
4.160119;4.105556
4.173131;4.105556
4.187906;4.105556
4.132219;4.105537
4.128356;4.105537
4.144387;4.105537
4.158244;4.105537
4.164262;4.105537
4.162687;4.105537
4.159237;4.105537
4.189369;4.105537
4.186106;4.105537
4.169944;4.105537
4.140731;4.105519
4.144218;4.105519
4.136382;4.105519
4.134112;4.105519
4.133456;4.105519
4.131244;4.105519
4.1358;4.105519
4.15905;4.105519
4.184887;4.105519
4.134263;4.1055
4.134188;4.1055
4.13235;4.1055
4.134506;4.1055
4.133944;4.1055
4.126987;4.1055
4.156725;4.1055
4.158094;4.1055
4.161394;4.1055
4.166006;4.1055
4.1718;4.1055
4.166119;4.1055
4.172869;4.105482
4.133063;4.105481
4.135463;4.105481
4.133062;4.105481
4.134713;4.105481
4.126631;4.105481
4.154006;4.105481
4.187119;4.105481
4.165406;4.105481
4.133438;4.105463
4.129313;4.105463
4.155637;4.105463
4.160063;4.105463
4.158281;4.105463
4.162912;4.105463
4.187906;4.105463
4.190475;4.105463
4.169288;4.105463
4.132856;4.105444
4.132594;4.105444
4.137169;4.105444
4.135481;4.105444
4.134582;4.105444
4.133081;4.105444
4.141575;4.105444
4.147631;4.105444
4.157531;4.105444
4.163269;4.105444
4.15725;4.105444
4.191319;4.105444
4.19115;4.105444
4.167431;4.105444
4.168369;4.105444
4.169025;4.105444
4.190907;4.105444
4.168106;4.105443
4.131825;4.105425
4.131244;4.105425
4.132819;4.105425
4.131431;4.105425
4.160475;4.105425
4.16265;4.105425
4.184831;4.105425
4.192838;4.105425
4.170131;4.105425
4.1874;4.105425
4.135406;4.105406
4.1574;4.105406
4.159894;4.105406
4.158056;4.105406
4.157156;4.105406
4.1874;4.105406
4.166062;4.105406
4.167413;4.105406
4.132219;4.105388
4.13445;4.105388
4.12845;4.105388
4.130213;4.105388
4.136475;4.105388
4.129856;4.105388
4.15425;4.105388
4.157719;4.105388
4.158131;4.105388
4.157156;4.105388
4.162631;4.105388
4.164187;4.105388
4.187419;4.105388
4.166812;4.105388
4.168519;4.105388
4.186931;4.105388
4.137413;4.105369
4.162406;4.105369
4.163157;4.105369
4.170319;4.105369
4.1601;4.105369
4.1355;4.10535
4.134413;4.10535
4.136962;4.10535
4.136437;4.10535
4.163344;4.10535
4.162894;4.10535
4.186256;4.10535
4.16805;4.10535
4.186519;4.10535
4.16955;4.10535
4.141856;4.105331
4.137769;4.105331
4.134656;4.105331
4.129106;4.105331
4.133644;4.105331
4.130175;4.105331
4.130981;4.105331
4.13565;4.105331
4.1658;4.105331
4.165856;4.105331
4.130831;4.105313
4.162594;4.105313
4.171237;4.105313
4.134094;4.105312
4.133625;4.105312
4.131638;4.105312
4.158656;4.105312
4.171275;4.105312
4.141407;4.105294
4.132631;4.105294
4.129612;4.105294
4.161094;4.105294
4.1619;4.105294
4.1871;4.105294
4.186406;4.105294
4.1685;4.105294
4.133456;4.105275
4.129856;4.105275
4.130363;4.105275
4.131037;4.105275
4.140319;4.105275
4.152656;4.105275
4.156612;4.105275
4.159181;4.105275
4.169794;4.105275
4.131263;4.105257
4.132688;4.105257
4.130025;4.105257
4.133569;4.105257
4.129444;4.105257
4.1367;4.105257
4.156575;4.105257
4.162538;4.105257
4.173281;4.105257
4.167656;4.105257
4.130343;4.105256
4.134281;4.105256
4.128844;4.105256
4.159819;4.105256
4.188281;4.105256
4.172325;4.105256
4.132313;4.105237
4.130794;4.105237
4.130063;4.105237
4.142344;4.105237
4.158206;4.105237
4.162313;4.105237
4.163344;4.105237
4.1676;4.105237
4.0968;4.105237
4.132688;4.105219
4.136325;4.105219
4.131375;4.105219
4.129669;4.105219
4.134075;4.105219
4.135931;4.105219
4.12845;4.105219
4.135987;4.105219
4.136381;4.105219
4.155319;4.105219
4.161412;4.105219
4.185488;4.105219
4.134656;4.1052
4.132613;4.1052
4.132875;4.1052
4.132237;4.1052
4.132875;4.1052
4.129519;4.1052
4.1511;4.1052
4.154681;4.1052
4.16205;4.1052
4.15845;4.1052
4.170638;4.1052
4.167056;4.1052
4.168106;4.1052
4.133775;4.105181
4.131187;4.105181
4.145381;4.105181
4.173956;4.105181
4.096575;4.105181
4.136569;4.105163
4.131581;4.105163
4.131094;4.105163
4.132406;4.105163
4.143787;4.105163
4.143956;4.105163
4.158431;4.105163
4.158113;4.105163
4.157325;4.105163
4.165144;4.105163
4.185412;4.105163
4.192781;4.105163
4.175531;4.105163
4.17375;4.105163
4.136813;4.105144
4.126331;4.105144
4.1301;4.105144
4.141125;4.105144
4.136306;4.105144
4.150087;4.105144
4.168031;4.105144
4.166738;4.105144
4.188656;4.105144
4.1919;4.105144
4.169381;4.105144
4.16865;4.105144
4.133344;4.105125
4.127812;4.105125
4.131487;4.105125
4.129612;4.105125
4.130944;4.105125
4.140337;4.105125
4.140038;4.105125
4.1442;4.105125
4.147481;4.105125
4.160062;4.105125
4.187212;4.105125
4.172044;4.105125
4.1421;4.105106
4.135144;4.105106
4.131131;4.105106
4.132669;4.105106
4.1316;4.105106
4.1292;4.105106
4.133981;4.105106
4.148512;4.105106
4.145475;4.105106
4.158038;4.105106
4.185038;4.105106
4.1631;4.105106
4.171256;4.105106
4.168031;4.105106
4.142475;4.105088
4.13445;4.105088
4.1325;4.105088
4.135556;4.105088
4.131769;4.105088
4.135725;4.105088
4.149319;4.105088
4.162144;4.105088
4.168294;4.105088
4.167319;4.105088
4.130869;4.105069
4.132181;4.105069
4.125806;4.105069
4.166138;4.105069
4.187963;4.105069
4.171988;4.105069
4.13175;4.10505
4.134525;4.10505
4.131394;4.10505
4.161919;4.10505
4.185919;4.10505
4.186538;4.10505
4.167169;4.10505
4.162819;4.10505
4.132144;4.105031
4.127062;4.105031
4.130813;4.105031
4.16025;4.105031
4.161075;4.105031
4.187438;4.105031
4.186969;4.105031
4.187625;4.105031
4.165706;4.105031
4.128825;4.105013
4.184569;4.105013
4.134;4.105012
4.126688;4.105012
4.157044;4.105012
4.1583;4.105012
4.167244;4.105012
4.186031;4.105012
4.189275;4.105012
4.168556;4.105012
4.133925;4.104994
4.139569;4.104994
4.136756;4.104994
4.159744;4.104994
4.167225;4.104994
4.134431;4.104975
4.129406;4.104975
4.132163;4.104975
4.128844;4.104975
4.135331;4.104975
4.156069;4.104975
4.160606;4.104975
4.159894;4.104975
4.160794;4.104975
4.168293;4.104975
4.189688;4.104975
4.126688;4.104957
4.169737;4.104957
4.143506;4.104956
4.134413;4.104956
4.130719;4.104956
4.1439;4.104956
4.148269;4.104956
4.152525;4.104956
4.16025;4.104956
4.163137;4.104956
4.191;4.104956
4.168144;4.104956
4.134844;4.104938
4.137244;4.104938
4.128881;4.104938
4.127794;4.104938
4.135931;4.104938
4.129575;4.104938
4.141313;4.104938
4.141781;4.104938
4.145381;4.104938
4.162125;4.104938
4.15725;4.104938
4.188262;4.104938
4.133663;4.104919
4.129706;4.104919
4.142737;4.104919
4.1436;4.104919
4.1625;4.104919
4.158075;4.104919
4.172756;4.104919
4.189406;4.104919
4.164769;4.104919
4.133831;4.104918
4.167094;4.104918
4.133307;4.1049
4.131544;4.1049
4.135181;4.1049
4.136156;4.1049
4.154625;4.1049
4.155562;4.1049
4.162481;4.1049
4.161825;4.1049
4.158825;4.1049
4.166381;4.1049
4.171012;4.1049
4.132613;4.104881
4.133007;4.104881
4.1328;4.104881
4.132631;4.104881
4.137319;4.104881
4.140244;4.104881
4.135912;4.104881
4.154438;4.104881
4.156144;4.104881
4.158206;4.104881
4.16265;4.104881
4.171069;4.104881
4.16625;4.104881
4.172644;4.104881
4.135313;4.104863
4.133363;4.104863
4.151587;4.104863
4.157925;4.104863
4.184362;4.104863
4.185357;4.104863
4.132181;4.104844
4.1301;4.104844
4.155619;4.104844
4.166625;4.104844
4.1715;4.104844
4.1895;4.104844
4.132782;4.104825
4.133494;4.104825
4.133287;4.104825
4.131806;4.104825
4.128694;4.104825
4.133138;4.104825
4.146937;4.104825
4.155937;4.104825
4.159875;4.104825
4.186313;4.104825
4.185544;4.104825
4.163531;4.104825
4.189312;4.104825
4.132106;4.104806
4.133625;4.104806
4.128694;4.104806
4.143075;4.104806
4.156538;4.104806
4.160606;4.104806
4.166869;4.104806
4.189744;4.104806
4.1904;4.104806
4.187288;4.104806
4.17105;4.104806
4.1667;4.104806
4.169944;4.104806
4.186069;4.104806
4.168725;4.104806
4.140937;4.104788
4.158187;4.104788
4.158038;4.104788
4.132838;4.104787
4.153856;4.104787
4.163006;4.104787
4.166718;4.104787
4.1709;4.104787
4.135856;4.104769
4.133832;4.104769
4.130868;4.104769
4.13535;4.104769
4.159256;4.104769
4.165125;4.104769
4.172344;4.104769
4.165706;4.104769
4.167675;4.104769
4.129219;4.10475
4.131769;4.10475
4.132294;4.10475
4.131563;4.10475
4.133456;4.10475
4.130306;4.10475
4.142663;4.10475
4.141875;4.10475
4.142813;4.10475
4.160963;4.10475
4.165106;4.10475
4.166362;4.10475
4.168594;4.10475
4.168706;4.10475
4.169719;4.10475
4.167825;4.10475
4.160438;4.104732
4.163306;4.104732
4.187044;4.104732
4.1373;4.104731
4.150125;4.104731
4.1661;4.104731
4.170469;4.104731
4.1346;4.104712
4.135556;4.104712
4.138988;4.104712
4.127325;4.104712
4.153707;4.104712
4.157588;4.104712
4.159275;4.104712
4.166756;4.104712
4.18995;4.104712
4.128731;4.104694
4.133231;4.104694
4.143094;4.104694
4.149394;4.104694
4.153594;4.104694
4.1583;4.104694
4.160662;4.104694
4.157662;4.104694
4.164712;4.104694
4.167187;4.104694
4.132631;4.104675
4.127532;4.104675
4.134844;4.104675
4.141088;4.104675
4.135744;4.104675
4.147894;4.104675
4.157681;4.104675
4.162894;4.104675
4.161;4.104675
4.186987;4.104675
4.19085;4.104675
4.168669;4.104675
4.166175;4.104675
4.171406;4.104675
4.171125;4.104675
4.132725;4.104656
4.139344;4.104656
4.142231;4.104656
4.146675;4.104656
4.146863;4.104656
4.159537;4.104656
4.159219;4.104656
4.163888;4.104656
4.189463;4.104656
4.18755;4.104656
4.169569;4.104656
4.169588;4.104656
4.187944;4.104656
4.134431;4.104638
4.133494;4.104638
4.129706;4.104638
4.131525;4.104638
4.148869;4.104638
4.157887;4.104638
4.189613;4.104638
4.187306;4.104638
4.18365;4.104638
4.173018;4.104638
4.168013;4.104638
4.166718;4.104638
4.164562;4.104638
4.134375;4.104619
4.132482;4.104619
4.131769;4.104619
4.159556;4.104619
4.159519;4.104619
4.163588;4.104619
4.160981;4.104619
4.170918;4.104619
4.169044;4.104619
4.175363;4.104619
4.174631;4.104619
4.136756;4.1046
4.135144;4.1046
4.129875;4.1046
4.128731;4.1046
